order_id,product_id,quantity,sales_amount
O00487,P01009,2,86.60
O00487,P01022,3,274.20
O00488,P01016,3,207.60
O00488,P01029,1,117.30
O00488,P01042,2,330.80
O00489,P01023,1,95.10
O00490,P01030,2,242.00
O00490,P01043,3,507.30
O00491,P01037,3,440.70
O00491,P01050,1,195.00
O00491,P01063,2,486.20
O00492,P01044,1,172.80
O00493,P01051,2,397.40
O00493,P01064,3,740.40
O00494,P01058,3,673.80
O00494,P01071,1,272.70
O00494,P01084,2,641.60
O00495,P01065,1,250.50
O00496,P01072,2,552.80
O00496,P01085,3,973.50
O00497,P01079,3,906.90
O00497,P01092,1,350.40
O00497,P01105,2,797.00
O00498,P01086,1,328.20
O00499,P01093,2,708.20
O00499,P01106,3,1206.60
O00500,P01100,3,1140.00
O00500,P01113,1,428.10
O00500,P01126,2,952.40
O00501,P01107,1,405.90
O00502,P01114,2,863.60
O00502,P01127,3,1439.70
O00503,P01121,3,1373.10
O00503,P01134,1,505.80
O00503,P01147,2,1107.80
O00504,P01128,1,483.60
O00505,P01135,2,1019.00
O00505,P01148,3,1672.80
O00506,P01142,3,1606.20
O00506,P01155,1,583.50
O00506,P01168,2,1263.20
O00507,P01149,1,561.30
O00508,P01156,2,1174.40
O00508,P01169,3,1905.90
O00509,P01163,3,1839.30
O00509,P01176,1,661.20
O00509,P01189,2,1418.60
O00510,P01170,1,639.00
O00511,P01177,2,1329.80
O00511,P01190,3,2139.00
O00512,P01184,3,2072.40
O00512,P01197,1,738.90
O00512,P00010,2,94.00
O00513,P01191,1,716.70
O00514,P01198,2,1485.20
O00514,P00011,3,152.10
O00515,P00005,3,85.50
O00515,P00018,1,76.60
O00515,P00031,2,249.40
O00516,P00012,1,54.40
O00517,P00019,2,160.60
O00517,P00032,3,385.20
O00518,P00026,3,318.60
O00518,P00039,1,154.30
O00518,P00052,2,404.80
O00519,P00033,1,132.10
O00520,P00040,2,316.00
O00520,P00053,3,618.30
O00521,P00047,3,551.70
O00521,P00060,1,232.00
O00521,P00073,2,560.20
O00522,P00054,1,209.80
O00523,P00061,2,471.40
O00523,P00074,3,851.40
O00524,P00068,3,784.80
O00524,P00081,1,309.70
O00524,P00094,2,715.60
O00525,P00075,1,287.50
O00526,P00082,2,626.80
O00526,P00095,3,1084.50
O00527,P00089,3,1017.90
O00527,P00102,1,387.40
O00527,P00115,2,871.00
O00528,P00096,1,365.20
O00529,P00103,2,782.20
O00529,P00116,3,1317.60
O00530,P00110,3,1251.00
O00530,P00123,1,465.10
O00530,P00136,2,1026.40
O00531,P00117,1,442.90
O00532,P00124,2,937.60
O00532,P00137,3,1550.70
O00533,P00131,3,1484.10
O00533,P00144,1,542.80
O00533,P00157,2,1181.80
O00534,P00138,1,520.60
O00535,P00145,2,1093.00
O00535,P00158,3,1783.80
O00536,P00152,3,1717.20
O00536,P00165,1,620.50
O00536,P00178,2,1337.20
O00537,P00159,1,598.30
O00538,P00166,2,1248.40
O00538,P00179,3,2016.90
O00539,P00173,3,1950.30
O00539,P00186,1,698.20
O00539,P00199,2,1492.60
O00540,P00180,1,676.00
O00541,P00187,2,1403.80
O00541,P00200,3,2250.00
O00542,P00194,3,2183.40
O00542,P00207,1,775.90
O00542,P00220,2,1648.00
O00543,P00201,1,753.70
O00544,P00208,2,1559.20
O00544,P00221,3,2483.10
O00545,P00215,3,2416.50
O00545,P00228,1,853.60
O00545,P00241,2,1803.40
O00546,P00222,1,831.40
O00547,P00229,2,1714.60
O00547,P00242,3,2716.20
O00548,P00236,3,2649.60
O00548,P00249,1,931.30
O00548,P00262,2,108.80
O00549,P00243,1,909.10
O00550,P00250,2,20.00
O00550,P00263,3,174.30
O00551,P00257,3,107.70
O00551,P00270,1,84.00
O00551,P00283,2,264.20
O00552,P00264,1,61.80
O00553,P00271,2,175.40
O00553,P00284,3,407.40
O00554,P00278,3,340.80
O00554,P00291,1,161.70
O00554,P00304,2,419.60
O00555,P00285,1,139.50
O00556,P00292,2,330.80
O00556,P00305,3,640.50
O00557,P00299,3,573.90
O00557,P00312,1,239.40
O00557,P00325,2,575.00
O00558,P00306,1,217.20
O00559,P00313,2,486.20
O00559,P00326,3,873.60
O00560,P00320,3,807.00
O00560,P00333,1,317.10
O00560,P00346,2,730.40
O00561,P00327,1,294.90
O00562,P00334,2,641.60
O00562,P00347,3,1106.70
O00563,P00341,3,1040.10
O00563,P00354,1,394.80
O00563,P00367,2,885.80
O00564,P00348,1,372.60
O00565,P00355,2,797.00
O00565,P00368,3,1339.80
O00566,P00362,3,1273.20
O00566,P00375,1,472.50
O00566,P00388,2,1041.20
O00567,P00369,1,450.30
O00568,P00376,2,952.40
O00568,P00389,3,1572.90
O00569,P00383,3,1506.30
O00569,P00396,1,550.20
O00569,P00409,2,1196.60
O00570,P00390,1,528.00
O00571,P00397,2,1107.80
O00571,P00410,3,1806.00
O00572,P00404,3,1739.40
O00572,P00417,1,627.90
O00572,P00430,2,1352.00
O00573,P00411,1,605.70
O00574,P00418,2,1263.20
O00574,P00431,3,2039.10
O00575,P00425,3,1972.50
O00575,P00438,1,705.60
O00575,P00451,2,1507.40
O00576,P00432,1,683.40
O00577,P00439,2,1418.60
O00577,P00452,3,2272.20
O00578,P00446,3,2205.60
O00578,P00459,1,783.30
O00578,P00472,2,1662.80
O00579,P00453,1,761.10
O00580,P00460,2,1574.00
O00580,P00473,3,2505.30
O00581,P00467,3,2438.70
O00581,P00480,1,861.00
O00581,P00493,2,1818.20
O00582,P00474,1,838.80
O00583,P00481,2,1729.40
O00583,P00494,3,2738.40
O00584,P00488,3,2671.80
O00584,P00501,1,13.70
O00584,P00514,2,123.60
O00585,P00495,1,916.50
O00586,P00502,2,34.80
O00586,P00515,3,196.50
O00587,P00509,3,129.90
O00587,P00522,1,91.40
O00587,P00535,2,279.00
O00588,P00516,1,69.20
O00589,P00523,2,190.20
O00589,P00536,3,429.60
O00590,P00530,3,363.00
O00590,P00543,1,169.10
O00590,P00556,2,434.40
O00591,P00537,1,146.90
O00592,P00544,2,345.60
O00592,P00557,3,662.70
O00593,P00551,3,596.10
O00593,P00564,1,246.80
O00593,P00577,2,589.80
O00594,P00558,1,224.60
O00595,P00565,2,501.00
O00595,P00578,3,895.80
O00596,P00572,3,829.20
O00596,P00585,1,324.50
O00596,P00598,2,745.20
O00597,P00579,1,302.30
O00598,P00586,2,656.40
O00598,P00599,3,1128.90
O00599,P00593,3,1062.30
O00599,P00606,1,402.20
O00599,P00619,2,900.60
O00600,P00600,1,380.00
O00601,P00607,2,811.80
O00601,P00620,3,1362.00
O00602,P00614,3,1295.40
O00602,P00627,1,479.90
O00602,P00640,2,1056.00
O00603,P00621,1,457.70
O00604,P00628,2,967.20
O00604,P00641,3,1595.10
O00605,P00635,3,1528.50
O00605,P00648,1,557.60
O00605,P00661,2,1211.40
O00606,P00642,1,535.40
O00607,P00649,2,1122.60
O00607,P00662,3,1828.20
O00608,P00656,3,1761.60
O00608,P00669,1,635.30
O00608,P00682,2,1366.80
O00609,P00663,1,613.10
O00610,P00670,2,1278.00
O00610,P00683,3,2061.30
O00611,P00677,3,1994.70
O00611,P00690,1,713.00
O00611,P00703,2,1522.20
O00612,P00684,1,690.80
O00613,P00691,2,1433.40
O00613,P00704,3,2294.40
O00614,P00698,3,2227.80
O00614,P00711,1,790.70
O00614,P00724,2,1677.60
O00615,P00705,1,768.50
O00616,P00712,2,1588.80
O00616,P00725,3,2527.50
O00617,P00719,3,2460.90
O00617,P00732,1,868.40
O00617,P00745,2,1833.00
O00618,P00726,1,846.20
O00619,P00733,2,1744.20
O00619,P00746,3,2760.60
O00620,P00740,3,2694.00
O00620,P00753,1,21.10
O00620,P00766,2,138.40
O00621,P00747,1,923.90
O00622,P00754,2,49.60
O00622,P00767,3,218.70
O00623,P00761,3,152.10
O00623,P00774,1,98.80
O00623,P00787,2,293.80
O00624,P00768,1,76.60
O00625,P00775,2,205.00
O00625,P00788,3,451.80
O00626,P00782,3,385.20
O00626,P00795,1,176.50
O00626,P00808,2,449.20
O00627,P00789,1,154.30
O00628,P00796,2,360.40
O00628,P00809,3,684.90
O00629,P00803,3,618.30
O00629,P00816,1,254.20
O00629,P00829,2,604.60
O00630,P00810,1,232.00
O00631,P00817,2,515.80
O00631,P00830,3,918.00
O00632,P00824,3,851.40
O00632,P00837,1,331.90
O00632,P00850,2,760.00
O00633,P00831,1,309.70
O00634,P00838,2,671.20
O00634,P00851,3,1151.10
O00635,P00845,3,1084.50
O00635,P00858,1,409.60
O00635,P00871,2,915.40
O00636,P00852,1,387.40
O00637,P00859,2,826.60
O00637,P00872,3,1384.20
O00638,P00866,3,1317.60
O00638,P00879,1,487.30
O00638,P00892,2,1070.80
O00639,P00873,1,465.10
O00640,P00880,2,982.00
O00640,P00893,3,1617.30
O00641,P00887,3,1550.70
O00641,P00900,1,565.00
O00641,P00913,2,1226.20
O00642,P00894,1,542.80
O00643,P00901,2,1137.40
O00643,P00914,3,1850.40
O00644,P00908,3,1783.80
O00644,P00921,1,642.70
O00644,P00934,2,1381.60
O00645,P00915,1,620.50
O00646,P00922,2,1292.80
O00646,P00935,3,2083.50
O00647,P00929,3,2016.90
O00647,P00942,1,720.40
O00647,P00955,2,1537.00
O00648,P00936,1,698.20
O00649,P00943,2,1448.20
O00649,P00956,3,2316.60
O00650,P00950,3,2250.00
O00650,P00963,1,798.10
O00650,P00976,2,1692.40
O00651,P00957,1,775.90
O00652,P00964,2,1603.60
O00652,P00977,3,2549.70
O00653,P00971,3,2483.10
O00653,P00984,1,875.80
O00653,P00997,2,1847.80
O00654,P00978,1,853.60
O00655,P00985,2,1759.00
O00655,P00998,3,2782.80
O00656,P00992,3,2716.20
O00656,P01005,1,28.50
O00656,P01018,2,153.20
O00657,P00999,1,931.30
O00658,P01006,2,64.40
O00658,P01019,3,240.90
O00659,P01013,3,174.30
O00659,P01026,1,106.20
O00659,P01039,2,308.60
O00660,P01020,1,84.00
O00661,P01027,2,219.80
O00661,P01040,3,474.00
O00662,P01034,3,407.40
O00662,P01047,1,183.90
O00662,P01060,2,464.00
O00663,P01041,1,161.70
O00664,P01048,2,375.20
O00664,P01061,3,707.10
O00665,P01055,3,640.50
O00665,P01068,1,261.60
O00665,P01081,2,619.40
O00666,P01062,1,239.40
O00667,P01069,2,530.60
O00667,P01082,3,940.20
O00668,P01076,3,873.60
O00668,P01089,1,339.30
O00668,P01102,2,774.80
O00669,P01083,1,317.10
O00670,P01090,2,686.00
O00670,P01103,3,1173.30
O00671,P01097,3,1106.70
O00671,P01110,1,417.00
O00671,P01123,2,930.20
O00672,P01104,1,394.80
O00673,P01111,2,841.40
O00673,P01124,3,1406.40
O00674,P01118,3,1339.80
O00674,P01131,1,494.70
O00674,P01144,2,1085.60
O00675,P01125,1,472.50
O00676,P01132,2,996.80
O00676,P01145,3,1639.50
O00677,P01139,3,1572.90
O00677,P01152,1,572.40
O00677,P01165,2,1241.00
O00678,P01146,1,550.20
O00679,P01153,2,1152.20
O00679,P01166,3,1872.60
O00680,P01160,3,1806.00
O00680,P01173,1,650.10
O00680,P01186,2,1396.40
O00681,P01167,1,627.90
O00682,P01174,2,1307.60
O00682,P01187,3,2105.70
O00683,P01181,3,2039.10
O00683,P01194,1,727.80
O00683,P00007,2,71.80
O00684,P01188,1,705.60
O00685,P01195,2,1463.00
O00685,P00008,3,118.80
O00686,P00002,3,52.20
O00686,P00015,1,65.50
O00686,P00028,2,227.20
O00687,P00009,1,43.30
O00688,P00016,2,138.40
O00688,P00029,3,351.90
O00689,P00023,3,285.30
O00689,P00036,1,143.20
O00689,P00049,2,382.60
O00690,P00030,1,121.00
O00691,P00037,2,293.80
O00691,P00050,3,0.00
O00692,P00044,3,518.40
O00692,P00057,1,220.90
O00692,P00070,2,538.00
O00693,P00051,1,198.70
O00694,P00058,2,449.20
O00694,P00071,3,818.10
O00695,P00065,3,751.50
O00695,P00078,1,298.60
O00695,P00091,2,693.40
O00696,P00072,1,276.40
O00697,P00079,2,604.60
O00697,P00092,3,1051.20
O00698,P00086,3,984.60
O00698,P00099,1,376.30
O00698,P00112,2,848.80
O00699,P00093,1,354.10
O00700,P00100,2,760.00
O00700,P00113,3,1284.30
O00701,P00107,3,1217.70
O00701,P00120,1,454.00
O00701,P00133,2,1004.20
O00702,P00114,1,431.80
O00703,P00121,2,915.40
O00703,P00134,3,1517.40
O00704,P00128,3,1450.80
O00704,P00141,1,531.70
O00704,P00154,2,1159.60
O00705,P00135,1,509.50
O00706,P00142,2,1070.80
O00706,P00155,3,1750.50
O00707,P00149,3,1683.90
O00707,P00162,1,609.40
O00707,P00175,2,1315.00
O00708,P00156,1,587.20
O00709,P00163,2,1226.20
O00709,P00176,3,1983.60
O00710,P00170,3,1917.00
O00710,P00183,1,687.10
O00710,P00196,2,1470.40
O00711,P00177,1,664.90
O00712,P00184,2,1381.60
O00712,P00197,3,2216.70
O00713,P00191,3,2150.10
O00713,P00204,1,764.80
O00713,P00217,2,1625.80
O00714,P00198,1,742.60
O00715,P00205,2,1537.00
O00715,P00218,3,2449.80
O00716,P00212,3,2383.20
O00716,P00225,1,842.50
O00716,P00238,2,1781.20
O00717,P00219,1,820.30
O00718,P00226,2,1692.40
O00718,P00239,3,2682.90
O00719,P00233,3,2616.30
O00719,P00246,1,920.20
O00719,P00259,2,86.60
O00720,P00240,1,898.00
O00721,P00247,2,1847.80
O00721,P00260,3,141.00
O00722,P00254,3,74.40
O00722,P00267,1,72.90
O00722,P00280,2,242.00
O00723,P00261,1,50.70
O00724,P00268,2,153.20
O00724,P00281,3,374.10
O00725,P00275,3,307.50
O00725,P00288,1,150.60
O00725,P00301,2,397.40
O00726,P00282,1,128.40
O00727,P00289,2,308.60
O00727,P00302,3,607.20
O00728,P00296,3,540.60
O00728,P00309,1,228.30
O00728,P00322,2,552.80
O00729,P00303,1,206.10
O00730,P00310,2,464.00
O00730,P00323,3,840.30
O00731,P00317,3,773.70
O00731,P00330,1,306.00
O00731,P00343,2,708.20
O00732,P00324,1,283.80
O00733,P00331,2,619.40
O00733,P00344,3,1073.40
O00734,P00338,3,1006.80
O00734,P00351,1,383.70
O00734,P00364,2,863.60
O00735,P00345,1,361.50
O00736,P00352,2,774.80
O00736,P00365,3,1306.50
O00737,P00359,3,1239.90
O00737,P00372,1,461.40
O00737,P00385,2,1019.00
O00738,P00366,1,439.20
O00739,P00373,2,930.20
O00739,P00386,3,1539.60
O00740,P00380,3,1473.00
O00740,P00393,1,539.10
O00740,P00406,2,1174.40
O00741,P00387,1,516.90
O00742,P00394,2,1085.60
O00742,P00407,3,1772.70
O00743,P00401,3,1706.10
O00743,P00414,1,616.80
O00743,P00427,2,1329.80
O00744,P00408,1,594.60
O00745,P00415,2,1241.00
O00745,P00428,3,2005.80
O00746,P00422,3,1939.20
O00746,P00435,1,694.50
O00746,P00448,2,1485.20
O00747,P00429,1,672.30
O00748,P00436,2,1396.40
O00748,P00449,3,2238.90
O00749,P00443,3,2172.30
O00749,P00456,1,772.20
O00749,P00469,2,1640.60
O00750,P00450,1,750.00
O00751,P00457,2,1551.80
O00751,P00470,3,2472.00
O00752,P00464,3,2405.40
O00752,P00477,1,849.90
O00752,P00490,2,1796.00
O00753,P00471,1,827.70
O00754,P00478,2,1707.20
O00754,P00491,3,2705.10
O00755,P00485,3,2638.50
O00755,P00498,1,927.60
O00755,P00511,2,101.40
O00756,P00492,1,905.40
O00757,P00499,2,1862.60
O00757,P00512,3,163.20
O00758,P00506,3,96.60
O00758,P00519,1,80.30
O00758,P00532,2,256.80
O00759,P00513,1,58.10
O00760,P00520,2,168.00
O00760,P00533,3,396.30
O00761,P00527,3,329.70
O00761,P00540,1,158.00
O00761,P00553,2,412.20
O00762,P00534,1,135.80
O00763,P00541,2,323.40
O00763,P00554,3,629.40
O00764,P00548,3,562.80
O00764,P00561,1,235.70
O00764,P00574,2,567.60
O00765,P00555,1,213.50
O00766,P00562,2,478.80
O00766,P00575,3,862.50
O00767,P00569,3,795.90
O00767,P00582,1,313.40
O00767,P00595,2,723.00
O00768,P00576,1,291.20
O00769,P00583,2,634.20
O00769,P00596,3,1095.60
O00770,P00590,3,1029.00
O00770,P00603,1,391.10
O00770,P00616,2,878.40
O00771,P00597,1,368.90
O00772,P00604,2,789.60
O00772,P00617,3,1328.70
O00773,P00611,3,1262.10
O00773,P00624,1,468.80
O00773,P00637,2,1033.80
O00774,P00618,1,446.60
O00775,P00625,2,945.00
O00775,P00638,3,1561.80
O00776,P00632,3,1495.20
O00776,P00645,1,546.50
O00776,P00658,2,1189.20
O00777,P00639,1,524.30
O00778,P00646,2,1100.40
O00778,P00659,3,1794.90
O00779,P00653,3,1728.30
O00779,P00666,1,624.20
O00779,P00679,2,1344.60
O00780,P00660,1,602.00
O00781,P00667,2,1255.80
O00781,P00680,3,2028.00
O00782,P00674,3,1961.40
O00782,P00687,1,701.90
O00782,P00700,2,1500.00
O00783,P00681,1,679.70
O00784,P00688,2,1411.20
O00784,P00701,3,2261.10
O00785,P00695,3,2194.50
O00785,P00708,1,779.60
O00785,P00721,2,1655.40
O00786,P00702,1,757.40
O00787,P00709,2,1566.60
O00787,P00722,3,2494.20
O00788,P00716,3,2427.60
O00788,P00729,1,857.30
O00788,P00742,2,1810.80
O00789,P00723,1,835.10
O00790,P00730,2,1722.00
O00790,P00743,3,2727.30
O00791,P00737,3,2660.70
O00791,P00750,1,10.00
O00791,P00763,2,116.20
O00792,P00744,1,912.80
O00793,P00751,2,27.40
O00793,P00764,3,185.40
O00794,P00758,3,118.80
O00794,P00771,1,87.70
O00794,P00784,2,271.60
O00795,P00765,1,65.50
O00796,P00772,2,182.80
O00796,P00785,3,418.50
O00797,P00779,3,351.90
O00797,P00792,1,165.40
O00797,P00805,2,427.00
O00798,P00786,1,143.20
O00799,P00793,2,338.20
O00799,P00806,3,651.60
O00800,P00800,3,585.00
O00800,P00813,1,243.10
O00800,P00826,2,582.40
O00801,P00807,1,220.90
O00802,P00814,2,493.60
O00802,P00827,3,884.70
O00803,P00821,3,818.10
O00803,P00834,1,320.80
O00803,P00847,2,737.80
O00804,P00828,1,298.60
O00805,P00835,2,649.00
O00805,P00848,3,1117.80
O00806,P00842,3,1051.20
O00806,P00855,1,398.50
O00806,P00868,2,893.20
O00807,P00849,1,376.30
O00808,P00856,2,804.40
O00808,P00869,3,1350.90
O00809,P00863,3,1284.30
O00809,P00876,1,476.20
O00809,P00889,2,1048.60
O00810,P00870,1,454.00
O00811,P00877,2,959.80
O00811,P00890,3,1584.00
O00812,P00884,3,1517.40
O00812,P00897,1,553.90
O00812,P00910,2,1204.00
O00813,P00891,1,531.70
O00814,P00898,2,1115.20
O00814,P00911,3,1817.10
O00815,P00905,3,1750.50
O00815,P00918,1,631.60
O00815,P00931,2,1359.40
O00816,P00912,1,609.40
O00817,P00919,2,1270.60
O00817,P00932,3,2050.20
O00818,P00926,3,1983.60
O00818,P00939,1,709.30
O00818,P00952,2,1514.80
O00819,P00933,1,687.10
O00820,P00940,2,1426.00
O00820,P00953,3,2283.30
O00821,P00947,3,2216.70
O00821,P00960,1,787.00
O00821,P00973,2,1670.20
O00822,P00954,1,764.80
O00823,P00961,2,1581.40
O00823,P00974,3,2516.40
O00824,P00968,3,2449.80
O00824,P00981,1,864.70
O00824,P00994,2,1825.60
O00825,P00975,1,842.50
O00826,P00982,2,1736.80
O00826,P00995,3,2749.50
O00827,P00989,3,2682.90
O00827,P01002,1,17.40
O00827,P01015,2,131.00
O00828,P00996,1,920.20
O00829,P01003,2,42.20
O00829,P01016,3,207.60
O00830,P01010,3,141.00
O00830,P01023,1,95.10
O00830,P01036,2,286.40
O00831,P01017,1,72.90
O00832,P01024,2,197.60
O00832,P01037,3,440.70
O00833,P01031,3,374.10
O00833,P01044,1,172.80
O00833,P01057,2,441.80
O00834,P01038,1,150.60
O00835,P01045,2,353.00
O00835,P01058,3,673.80
O00836,P01052,3,607.20
O00836,P01065,1,250.50
O00836,P01078,2,597.20
O00837,P01059,1,228.30
O00838,P01066,2,508.40
O00838,P01079,3,906.90
O00839,P01073,3,840.30
O00839,P01086,1,328.20
O00839,P01099,2,752.60
O00840,P01080,1,306.00
O00841,P01087,2,663.80
O00841,P01100,3,1140.00
O00842,P01094,3,1073.40
O00842,P01107,1,405.90
O00842,P01120,2,908.00
O00843,P01101,1,383.70
O00844,P01108,2,819.20
O00844,P01121,3,1373.10
O00845,P01115,3,1306.50
O00845,P01128,1,483.60
O00845,P01141,2,1063.40
O00846,P01122,1,461.40
O00847,P01129,2,974.60
O00847,P01142,3,1606.20
O00848,P01136,3,1539.60
O00848,P01149,1,561.30
O00848,P01162,2,1218.80
O00849,P01143,1,539.10
O00850,P01150,2,1130.00
O00850,P01163,3,1839.30
O00851,P01157,3,1772.70
O00851,P01170,1,639.00
O00851,P01183,2,1374.20
O00852,P01164,1,616.80
O00853,P01171,2,1285.40
O00853,P01184,3,2072.40
O00854,P01178,3,2005.80
O00854,P01191,1,716.70
O00854,P00004,2,49.60
O00855,P01185,1,694.50
O00856,P01192,2,1440.80
O00856,P00005,3,85.50
O00857,P01199,3,2238.90
O00857,P00012,1,54.40
O00857,P00025,2,205.00
O00858,P00006,1,32.20
O00859,P00013,2,116.20
O00859,P00026,3,318.60
O00860,P00020,3,252.00
O00860,P00033,1,132.10
O00860,P00046,2,360.40
O00861,P00027,1,109.90
O00862,P00034,2,271.60
O00862,P00047,3,551.70
O00863,P00041,3,485.10
O00863,P00054,1,209.80
O00863,P00067,2,515.80
O00864,P00048,1,187.60
O00865,P00055,2,427.00
O00865,P00068,3,784.80
O00866,P00062,3,718.20
O00866,P00075,1,287.50
O00866,P00088,2,671.20
O00867,P00069,1,265.30
O00868,P00076,2,582.40
O00868,P00089,3,1017.90
O00869,P00083,3,951.30
O00869,P00096,1,365.20
O00869,P00109,2,826.60
O00870,P00090,1,343.00
O00871,P00097,2,737.80
O00871,P00110,3,1251.00
O00872,P00104,3,1184.40
O00872,P00117,1,442.90
O00872,P00130,2,982.00
O00873,P00111,1,420.70
O00874,P00118,2,893.20
O00874,P00131,3,1484.10
O00875,P00125,3,1417.50
O00875,P00138,1,520.60
O00875,P00151,2,1137.40
O00876,P00132,1,498.40
O00877,P00139,2,1048.60
O00877,P00152,3,1717.20
O00878,P00146,3,1650.60
O00878,P00159,1,598.30
O00878,P00172,2,1292.80
O00879,P00153,1,576.10
O00880,P00160,2,1204.00
O00880,P00173,3,1950.30
O00881,P00167,3,1883.70
O00881,P00180,1,676.00
O00881,P00193,2,1448.20
O00882,P00174,1,653.80
O00883,P00181,2,1359.40
O00883,P00194,3,2183.40
O00884,P00188,3,2116.80
O00884,P00201,1,753.70
O00884,P00214,2,1603.60
O00885,P00195,1,731.50
O00886,P00202,2,1514.80
O00886,P00215,3,2416.50
O00887,P00209,3,2349.90
O00887,P00222,1,831.40
O00887,P00235,2,1759.00
O00888,P00216,1,809.20
O00889,P00223,2,1670.20
O00889,P00236,3,2649.60
O00890,P00230,3,2583.00
O00890,P00243,1,909.10
O00890,P00256,2,64.40
O00891,P00237,1,886.90
O00892,P00244,2,1825.60
O00892,P00257,3,107.70
O00893,P00251,3,41.10
O00893,P00264,1,61.80
O00893,P00277,2,219.80
O00894,P00258,1,39.60
O00895,P00265,2,131.00
O00895,P00278,3,340.80
O00896,P00272,3,274.20
O00896,P00285,1,139.50
O00896,P00298,2,375.20
O00897,P00279,1,117.30
O00898,P00286,2,286.40
O00898,P00299,3,573.90
O00899,P00293,3,507.30
O00899,P00306,1,217.20
O00899,P00319,2,530.60
O00900,P00300,1,195.00
O00901,P00307,2,441.80
O00901,P00320,3,807.00
O00902,P00314,3,740.40
O00902,P00327,1,294.90
O00902,P00340,2,686.00
O00903,P00321,1,272.70
O00904,P00328,2,597.20
O00904,P00341,3,1040.10
O00905,P00335,3,973.50
O00905,P00348,1,372.60
O00905,P00361,2,841.40
O00906,P00342,1,350.40
O00907,P00349,2,752.60
O00907,P00362,3,1273.20
O00908,P00356,3,1206.60
O00908,P00369,1,450.30
O00908,P00382,2,996.80
O00909,P00363,1,428.10
O00910,P00370,2,908.00
O00910,P00383,3,1506.30
O00911,P00377,3,1439.70
O00911,P00390,1,528.00
O00911,P00403,2,1152.20
O00912,P00384,1,505.80
O00913,P00391,2,1063.40
O00913,P00404,3,1739.40
O00914,P00398,3,1672.80
O00914,P00411,1,605.70
O00914,P00424,2,1307.60
O00915,P00405,1,583.50
O00916,P00412,2,1218.80
O00916,P00425,3,1972.50
O00917,P00419,3,1905.90
O00917,P00432,1,683.40
O00917,P00445,2,1463.00
O00918,P00426,1,661.20
O00919,P00433,2,1374.20
O00919,P00446,3,2205.60
O00920,P00440,3,2139.00
O00920,P00453,1,761.10
O00920,P00466,2,1618.40
O00921,P00447,1,738.90
O00922,P00454,2,1529.60
O00922,P00467,3,2438.70
O00923,P00461,3,2372.10
O00923,P00474,1,838.80
O00923,P00487,2,1773.80
O00924,P00468,1,816.60
O00925,P00475,2,1685.00
O00925,P00488,3,2671.80
O00926,P00482,3,2605.20
O00926,P00495,1,916.50
O00926,P00508,2,79.20
O00927,P00489,1,894.30
O00928,P00496,2,1840.40
O00928,P00509,3,129.90
O00929,P00503,3,63.30
O00929,P00516,1,69.20
O00929,P00529,2,234.60
O00930,P00510,1,47.00
O00931,P00517,2,145.80
O00931,P00530,3,363.00
O00932,P00524,3,296.40
O00932,P00537,1,146.90
O00932,P00550,2,390.00
O00933,P00531,1,124.70
O00934,P00538,2,301.20
O00934,P00551,3,596.10
O00935,P00545,3,529.50
O00935,P00558,1,224.60
O00935,P00571,2,545.40
O00936,P00552,1,202.40
O00937,P00559,2,456.60
O00937,P00572,3,829.20
O00938,P00566,3,762.60
O00938,P00579,1,302.30
O00938,P00592,2,700.80
O00939,P00573,1,280.10
O00940,P00580,2,612.00
O00940,P00593,3,1062.30
O00941,P00587,3,995.70
O00941,P00600,1,380.00
O00941,P00613,2,856.20
O00942,P00594,1,357.80
O00943,P00601,2,767.40
O00943,P00614,3,1295.40
O00944,P00608,3,1228.80
O00944,P00621,1,457.70
O00944,P00634,2,1011.60
O00945,P00615,1,435.50
O00946,P00622,2,922.80
O00946,P00635,3,1528.50
O00947,P00629,3,1461.90
O00947,P00642,1,535.40
O00947,P00655,2,1167.00
O00948,P00636,1,513.20
O00949,P00643,2,1078.20
O00949,P00656,3,1761.60
O00950,P00650,3,1695.00
O00950,P00663,1,613.10
O00950,P00676,2,1322.40
O00951,P00657,1,590.90
O00952,P00664,2,1233.60
O00952,P00677,3,1994.70
O00953,P00671,3,1928.10
O00953,P00684,1,690.80
O00953,P00697,2,1477.80
O00954,P00678,1,668.60
O00955,P00685,2,1389.00
O00955,P00698,3,2227.80
O00956,P00692,3,2161.20
O00956,P00705,1,768.50
O00956,P00718,2,1633.20
O00957,P00699,1,746.30
O00958,P00706,2,1544.40
O00958,P00719,3,2460.90
O00959,P00713,3,2394.30
O00959,P00726,1,846.20
O00959,P00739,2,1788.60
O00960,P00720,1,824.00
O00961,P00727,2,1699.80
O00961,P00740,3,2694.00
O00962,P00734,3,2627.40
O00962,P00747,1,923.90
O00962,P00760,2,94.00
O00963,P00741,1,901.70
O00964,P00748,2,1855.20
O00964,P00761,3,152.10
O00965,P00755,3,85.50
O00965,P00768,1,76.60
O00965,P00781,2,249.40
O00966,P00762,1,54.40
O00967,P00769,2,160.60
O00967,P00782,3,385.20
O00968,P00776,3,318.60
O00968,P00789,1,154.30
O00968,P00802,2,404.80
O00969,P00783,1,132.10
O00970,P00790,2,316.00
O00970,P00803,3,618.30
O00971,P00797,3,551.70
O00971,P00810,1,232.00
O00971,P00823,2,560.20
O00972,P00804,1,209.80
O00973,P00811,2,471.40
O00973,P00824,3,851.40
