customer_id,customer_segment,customer_tier,join_date
C00704,AtRisk,Bronze,2024-12-05
C00705,New,Silver,2024-12-06
C00706,Loyal,Gold,2024-12-07
C00707,AtRisk,Platinum,2024-12-08
C00708,New,Bronze,2024-12-09
C00709,Loyal,Silver,2024-12-10
C00710,AtRisk,Gold,2024-12-11
C00711,New,Platinum,2024-12-12
C00712,Loyal,Bronze,2024-12-13
C00713,AtRisk,Silver,2024-12-14
C00714,New,Gold,2024-12-15
C00715,Loyal,Platinum,2024-12-16
C00716,AtRisk,Bronze,2024-12-17
C00717,New,Silver,2024-12-18
C00718,Loyal,Gold,2024-12-19
C00719,AtRisk,Platinum,2024-12-20
C00720,New,Bronze,2024-12-21
C00721,Loyal,Silver,2024-12-22
C00722,AtRisk,Gold,2024-12-23
C00723,New,Platinum,2024-12-24
C00724,Loyal,Bronze,2024-12-25
C00725,AtRisk,Silver,2024-12-26
C00726,New,Gold,2024-12-27
C00727,Loyal,Platinum,2024-12-28
C00728,AtRisk,Bronze,2024-12-29
C00729,New,Silver,2024-12-30
C00730,Loyal,Gold,2024-12-31
C00731,AtRisk,Platinum,2025-01-01
C00732,New,Bronze,2025-01-02
C00733,Loyal,Silver,2025-01-03
C00734,AtRisk,Gold,2025-01-04
C00735,New,Platinum,2025-01-05
C00736,Loyal,Bronze,2025-01-06
C00737,AtRisk,Silver,2025-01-07
C00738,New,Gold,2025-01-08
C00739,Loyal,Platinum,2025-01-09
C00740,AtRisk,Bronze,2025-01-10
C00741,New,Silver,2025-01-11
C00742,Loyal,Gold,2025-01-12
C00743,AtRisk,Platinum,2025-01-13
C00744,New,Bronze,2025-01-14
C00745,Loyal,Silver,2025-01-15
C00746,AtRisk,Gold,2025-01-16
C00747,New,Platinum,2025-01-17
C00748,Loyal,Bronze,2025-01-18
C00749,AtRisk,Silver,2025-01-19
C00750,New,Gold,2025-01-20
C00751,Loyal,Platinum,2025-01-21
C00752,AtRisk,Bronze,2025-01-22
C00753,New,Silver,2025-01-23
C00754,Loyal,Gold,2025-01-24
C00755,AtRisk,Platinum,2025-01-25
C00756,New,Bronze,2025-01-26
C00757,Loyal,Silver,2025-01-27
C00758,AtRisk,Gold,2025-01-28
C00759,New,Platinum,2025-01-29
C00760,Loyal,Bronze,2025-01-30
C00761,AtRisk,Silver,2025-01-31
C00762,New,Gold,2025-02-01
C00763,Loyal,Platinum,2025-02-02
C00764,AtRisk,Bronze,2025-02-03
C00765,New,Silver,2025-02-04
C00766,Loyal,Gold,2025-02-05
C00767,AtRisk,Platinum,2025-02-06
C00768,New,Bronze,2025-02-07
C00769,Loyal,Silver,2025-02-08
C00770,AtRisk,Gold,2025-02-09
C00771,New,Platinum,2025-02-10
C00772,Loyal,Bronze,2025-02-11
C00773,AtRisk,Silver,2025-02-12
C00774,New,Gold,2025-02-13
C00775,Loyal,Platinum,2025-02-14
C00776,AtRisk,Bronze,2025-02-15
C00777,New,Silver,2025-02-16
C00778,Loyal,Gold,2025-02-17
C00779,AtRisk,Platinum,2025-02-18
C00780,New,Bronze,2025-02-19
C00781,Loyal,Silver,2025-02-20
C00782,AtRisk,Gold,2025-02-21
C00783,New,Platinum,2025-02-22
C00784,Loyal,Bronze,2025-02-23
C00785,AtRisk,Silver,2025-02-24
C00786,New,Gold,2025-02-25
C00787,Loyal,Platinum,2025-02-26
C00788,AtRisk,Bronze,2025-02-27
C00789,New,Silver,2025-02-28
C00790,Loyal,Gold,2025-03-01
C00791,AtRisk,Platinum,2025-03-02
C00792,New,Bronze,2025-03-03
C00793,Loyal,Silver,2025-03-04
C00794,AtRisk,Gold,2025-03-05
C00795,New,Platinum,2025-03-06
C00796,Loyal,Bronze,2025-03-07
C00797,AtRisk,Silver,2025-03-08
C00798,New,Gold,2025-03-09
C00799,Loyal,Platinum,2025-03-10
C00800,AtRisk,Bronze,2025-03-11
C00801,New,Silver,2025-03-12
C00802,Loyal,Gold,2025-03-13
C00803,AtRisk,Platinum,2025-03-14
C00804,New,Bronze,2025-03-15
C00805,Loyal,Silver,2025-03-16
C00806,AtRisk,Gold,2025-03-17
C00807,New,Platinum,2025-03-18
C00808,Loyal,Bronze,2025-03-19
C00809,AtRisk,Silver,2025-03-20
C00810,New,Gold,2025-03-21
C00811,Loyal,Platinum,2025-03-22
C00812,AtRisk,Bronze,2025-03-23
C00813,New,Silver,2025-03-24
C00814,Loyal,Gold,2025-03-25
C00815,AtRisk,Platinum,2025-03-26
C00816,New,Bronze,2025-03-27
C00817,Loyal,Silver,2025-03-28
C00818,AtRisk,Gold,2025-03-29
C00819,New,Platinum,2025-03-30
C00820,Loyal,Bronze,2025-03-31
C00821,AtRisk,Silver,2025-04-01
C00822,New,Gold,2025-04-02
C00823,Loyal,Platinum,2025-04-03
C00824,AtRisk,Bronze,2025-04-04
C00825,New,Silver,2025-04-05
C00826,Loyal,Gold,2025-04-06
C00827,AtRisk,Platinum,2025-04-07
C00828,New,Bronze,2025-04-08
C00829,Loyal,Silver,2025-04-09
C00830,AtRisk,Gold,2025-04-10
C00831,New,Platinum,2025-04-11
C00832,Loyal,Bronze,2025-04-12
C00833,AtRisk,Silver,2025-04-13
C00834,New,Gold,2025-04-14
C00835,Loyal,Platinum,2025-04-15
C00836,AtRisk,Bronze,2025-04-16
C00837,New,Silver,2025-04-17
C00838,Loyal,Gold,2025-04-18
C00839,AtRisk,Platinum,2025-04-19
C00840,New,Bronze,2025-04-20
C00841,Loyal,Silver,2025-04-21
C00842,AtRisk,Gold,2025-04-22
C00843,New,Platinum,2025-04-23
C00844,Loyal,Bronze,2025-04-24
C00845,AtRisk,Silver,2025-04-25
C00846,New,Gold,2025-04-26
C00847,Loyal,Platinum,2025-04-27
C00848,AtRisk,Bronze,2025-04-28
C00849,New,Silver,2025-04-29
C00850,Loyal,Gold,2025-04-30
C00851,AtRisk,Platinum,2025-05-01
C00852,New,Bronze,2025-05-02
C00853,Loyal,Silver,2025-05-03
C00854,AtRisk,Gold,2025-05-04
C00855,New,Platinum,2025-05-05
C00856,Loyal,Bronze,2025-05-06
C00857,AtRisk,Silver,2025-05-07
C00858,New,Gold,2025-05-08
C00859,Loyal,Platinum,2025-05-09
C00860,AtRisk,Bronze,2025-05-10
C00861,New,Silver,2025-05-11
C00862,Loyal,Gold,2025-05-12
C00863,AtRisk,Platinum,2025-05-13
C00864,New,Bronze,2025-05-14
C00865,Loyal,Silver,2025-05-15
C00866,AtRisk,Gold,2025-05-16
C00867,New,Platinum,2025-05-17
C00868,Loyal,Bronze,2025-05-18
C00869,AtRisk,Silver,2025-05-19
C00870,New,Gold,2025-05-20
C00871,Loyal,Platinum,2025-05-21
C00872,AtRisk,Bronze,2025-05-22
C00873,New,Silver,2025-05-23
C00874,Loyal,Gold,2025-05-24
C00875,AtRisk,Platinum,2025-05-25
C00876,New,Bronze,2025-05-26
C00877,Loyal,Silver,2025-05-27
C00878,AtRisk,Gold,2025-05-28
C00879,New,Platinum,2025-05-29
C00880,Loyal,Bronze,2025-05-30
C00881,AtRisk,Silver,2025-05-31
C00882,New,Gold,2025-06-01
C00883,Loyal,Platinum,2025-06-02
C00884,AtRisk,Bronze,2025-06-03
C00885,New,Silver,2025-06-04
C00886,Loyal,Gold,2025-06-05
C00887,AtRisk,Platinum,2025-06-06
C00888,New,Bronze,2025-06-07
C00889,Loyal,Silver,2025-06-08
C00890,AtRisk,Gold,2025-06-09
C00891,New,Platinum,2025-06-10
C00892,Loyal,Bronze,2025-06-11
C00893,AtRisk,Silver,2025-06-12
C00894,New,Gold,2025-06-13
C00895,Loyal,Platinum,2025-06-14
C00896,AtRisk,Bronze,2025-06-15
C00897,New,Silver,2025-06-16
C00898,Loyal,Gold,2025-06-17
C00899,AtRisk,Platinum,2025-06-18
C00900,New,Bronze,2023-01-01
C00901,Loyal,Silver,2023-01-02
C00902,AtRisk,Gold,2023-01-03
C00903,New,Platinum,2023-01-04
C00904,Loyal,Bronze,2023-01-05
C00905,AtRisk,Silver,2023-01-06
C00906,New,Gold,2023-01-07
C00907,Loyal,Platinum,2023-01-08
C00908,AtRisk,Bronze,2023-01-09
C00909,New,Silver,2023-01-10
C00910,Loyal,Gold,2023-01-11
C00911,AtRisk,Platinum,2023-01-12
C00912,New,Bronze,2023-01-13
C00913,Loyal,Silver,2023-01-14
C00914,AtRisk,Gold,2023-01-15
C00915,New,Platinum,2023-01-16
C00916,Loyal,Bronze,2023-01-17
C00917,AtRisk,Silver,2023-01-18
C00918,New,Gold,2023-01-19
C00919,Loyal,Platinum,2023-01-20
C00920,AtRisk,Bronze,2023-01-21
C00921,New,Silver,2023-01-22
C00922,Loyal,Gold,2023-01-23
C00923,AtRisk,Platinum,2023-01-24
C00924,New,Bronze,2023-01-25
C00925,Loyal,Silver,2023-01-26
C00926,AtRisk,Gold,2023-01-27
C00927,New,Platinum,2023-01-28
C00928,Loyal,Bronze,2023-01-29
C00929,AtRisk,Silver,2023-01-30
C00930,New,Gold,2023-01-31
C00931,Loyal,Platinum,2023-02-01
C00932,AtRisk,Bronze,2023-02-02
C00933,New,Silver,2023-02-03
C00934,Loyal,Gold,2023-02-04
C00935,AtRisk,Platinum,2023-02-05
C00936,New,Bronze,2023-02-06
C00937,Loyal,Silver,2023-02-07
C00938,AtRisk,Gold,2023-02-08
C00939,New,Platinum,2023-02-09
C00940,Loyal,Bronze,2023-02-10
C00941,AtRisk,Silver,2023-02-11
C00942,New,Gold,2023-02-12
C00943,Loyal,Platinum,2023-02-13
C00944,AtRisk,Bronze,2023-02-14
C00945,New,Silver,2023-02-15
C00946,Loyal,Gold,2023-02-16
C00947,AtRisk,Platinum,2023-02-17
C00948,New,Bronze,2023-02-18
C00949,Loyal,Silver,2023-02-19
C00950,AtRisk,Gold,2023-02-20
C00951,New,Platinum,2023-02-21
C00952,Loyal,Bronze,2023-02-22
C00953,AtRisk,Silver,2023-02-23
C00954,New,Gold,2023-02-24
C00955,Loyal,Platinum,2023-02-25
C00956,AtRisk,Bronze,2023-02-26
C00957,New,Silver,2023-02-27
C00958,Loyal,Gold,2023-02-28
C00959,AtRisk,Platinum,2023-03-01
C00960,New,Bronze,2023-03-02
C00961,Loyal,Silver,2023-03-03
C00962,AtRisk,Gold,2023-03-04
C00963,New,Platinum,2023-03-05
C00964,Loyal,Bronze,2023-03-06
C00965,AtRisk,Silver,2023-03-07
C00966,New,Gold,2023-03-08
C00967,Loyal,Platinum,2023-03-09
C00968,AtRisk,Bronze,2023-03-10
C00969,New,Silver,2023-03-11
C00970,Loyal,Gold,2023-03-12
C00971,AtRisk,Platinum,2023-03-13
C00972,New,Bronze,2023-03-14
C00973,Loyal,Silver,2023-03-15
C00974,AtRisk,Gold,2023-03-16
C00975,New,Platinum,2023-03-17
C00976,Loyal,Bronze,2023-03-18
C00977,AtRisk,Silver,2023-03-19
C00978,New,Gold,2023-03-20
C00979,Loyal,Platinum,2023-03-21
C00980,AtRisk,Bronze,2023-03-22
C00981,New,Silver,2023-03-23
C00982,Loyal,Gold,2023-03-24
C00983,AtRisk,Platinum,2023-03-25
C00984,New,Bronze,2023-03-26
C00985,Loyal,Silver,2023-03-27
C00986,AtRisk,Gold,2023-03-28
C00987,New,Platinum,2023-03-29
C00988,Loyal,Bronze,2023-03-30
C00989,AtRisk,Silver,2023-03-31
C00990,New,Gold,2023-04-01
C00991,Loyal,Platinum,2023-04-02
C00992,AtRisk,Bronze,2023-04-03
C00993,New,Silver,2023-04-04
C00994,Loyal,Gold,2023-04-05
C00995,AtRisk,Platinum,2023-04-06
C00996,New,Bronze,2023-04-07
C00997,Loyal,Silver,2023-04-08
C00998,AtRisk,Gold,2023-04-09
C00999,New,Platinum,2023-04-10
C01000,Loyal,Bronze,2023-04-11
C01001,AtRisk,Silver,2023-04-12
C01002,New,Gold,2023-04-13
C01003,Loyal,Platinum,2023-04-14
C01004,AtRisk,Bronze,2023-04-15
C01005,New,Silver,2023-04-16
C01006,Loyal,Gold,2023-04-17
C01007,AtRisk,Platinum,2023-04-18
C01008,New,Bronze,2023-04-19
C01009,Loyal,Silver,2023-04-20
C01010,AtRisk,Gold,2023-04-21
C01011,New,Platinum,2023-04-22
C01012,Loyal,Bronze,2023-04-23
C01013,AtRisk,Silver,2023-04-24
C01014,New,Gold,2023-04-25
C01015,Loyal,Platinum,2023-04-26
C01016,AtRisk,Bronze,2023-04-27
C01017,New,Silver,2023-04-28
C01018,Loyal,Gold,2023-04-29
C01019,AtRisk,Platinum,2023-04-30
C01020,New,Bronze,2023-05-01
C01021,Loyal,Silver,2023-05-02
C01022,AtRisk,Gold,2023-05-03
C01023,New,Platinum,2023-05-04
C01024,Loyal,Bronze,2023-05-05
C01025,AtRisk,Silver,2023-05-06
C01026,New,Gold,2023-05-07
C01027,Loyal,Platinum,2023-05-08
C01028,AtRisk,Bronze,2023-05-09
C01029,New,Silver,2023-05-10
C01030,Loyal,Gold,2023-05-11
C01031,AtRisk,Platinum,2023-05-12
C01032,New,Bronze,2023-05-13
C01033,Loyal,Silver,2023-05-14
C01034,AtRisk,Gold,2023-05-15
C01035,New,Platinum,2023-05-16
C01036,Loyal,Bronze,2023-05-17
C01037,AtRisk,Silver,2023-05-18
C01038,New,Gold,2023-05-19
C01039,Loyal,Platinum,2023-05-20
C01040,AtRisk,Bronze,2023-05-21
C01041,New,Silver,2023-05-22
C01042,Loyal,Gold,2023-05-23
C01043,AtRisk,Platinum,2023-05-24
C01044,New,Bronze,2023-05-25
C01045,Loyal,Silver,2023-05-26
C01046,AtRisk,Gold,2023-05-27
C01047,New,Platinum,2023-05-28
C01048,Loyal,Bronze,2023-05-29
C01049,AtRisk,Silver,2023-05-30
C01050,New,Gold,2023-05-31
C01051,Loyal,Platinum,2023-06-01
C01052,AtRisk,Bronze,2023-06-02
C01053,New,Silver,2023-06-03
C01054,Loyal,Gold,2023-06-04
C01055,AtRisk,Platinum,2023-06-05
C01056,New,Bronze,2023-06-06
C01057,Loyal,Silver,2023-06-07
C01058,AtRisk,Gold,2023-06-08
C01059,New,Platinum,2023-06-09
C01060,Loyal,Bronze,2023-06-10
C01061,AtRisk,Silver,2023-06-11
C01062,New,Gold,2023-06-12
C01063,Loyal,Platinum,2023-06-13
C01064,AtRisk,Bronze,2023-06-14
C01065,New,Silver,2023-06-15
C01066,Loyal,Gold,2023-06-16
C01067,AtRisk,Platinum,2023-06-17
C01068,New,Bronze,2023-06-18
C01069,Loyal,Silver,2023-06-19
C01070,AtRisk,Gold,2023-06-20
C01071,New,Platinum,2023-06-21
C01072,Loyal,Bronze,2023-06-22
C01073,AtRisk,Silver,2023-06-23
C01074,New,Gold,2023-06-24
C01075,Loyal,Platinum,2023-06-25
C01076,AtRisk,Bronze,2023-06-26
C01077,New,Silver,2023-06-27
C01078,Loyal,Gold,2023-06-28
C01079,AtRisk,Platinum,2023-06-29
C01080,New,Bronze,2023-06-30
C01081,Loyal,Silver,2023-07-01
C01082,AtRisk,Gold,2023-07-02
C01083,New,Platinum,2023-07-03
C01084,Loyal,Bronze,2023-07-04
C01085,AtRisk,Silver,2023-07-05
C01086,New,Gold,2023-07-06
C01087,Loyal,Platinum,2023-07-07
C01088,AtRisk,Bronze,2023-07-08
C01089,New,Silver,2023-07-09
C01090,Loyal,Gold,2023-07-10
C01091,AtRisk,Platinum,2023-07-11
C01092,New,Bronze,2023-07-12
C01093,Loyal,Silver,2023-07-13
C01094,AtRisk,Gold,2023-07-14
C01095,New,Platinum,2023-07-15
C01096,Loyal,Bronze,2023-07-16
C01097,AtRisk,Silver,2023-07-17
C01098,New,Gold,2023-07-18
C01099,Loyal,Platinum,2023-07-19
C01100,AtRisk,Bronze,2023-07-20
C01101,New,Silver,2023-07-21
C01102,Loyal,Gold,2023-07-22
C01103,AtRisk,Platinum,2023-07-23
C01104,New,Bronze,2023-07-24
C01105,Loyal,Silver,2023-07-25
C01106,AtRisk,Gold,2023-07-26
C01107,New,Platinum,2023-07-27
C01108,Loyal,Bronze,2023-07-28
C01109,AtRisk,Silver,2023-07-29
C01110,New,Gold,2023-07-30
C01111,Loyal,Platinum,2023-07-31
C01112,AtRisk,Bronze,2023-08-01
C01113,New,Silver,2023-08-02
C01114,Loyal,Gold,2023-08-03
C01115,AtRisk,Platinum,2023-08-04
C01116,New,Bronze,2023-08-05
C01117,Loyal,Silver,2023-08-06
C01118,AtRisk,Gold,2023-08-07
C01119,New,Platinum,2023-08-08
C01120,Loyal,Bronze,2023-08-09
C01121,AtRisk,Silver,2023-08-10
C01122,New,Gold,2023-08-11
C01123,Loyal,Platinum,2023-08-12
C01124,AtRisk,Bronze,2023-08-13
C01125,New,Silver,2023-08-14
C01126,Loyal,Gold,2023-08-15
C01127,AtRisk,Platinum,2023-08-16
C01128,New,Bronze,2023-08-17
C01129,Loyal,Silver,2023-08-18
C01130,AtRisk,Gold,2023-08-19
C01131,New,Platinum,2023-08-20
C01132,Loyal,Bronze,2023-08-21
C01133,AtRisk,Silver,2023-08-22
C01134,New,Gold,2023-08-23
C01135,Loyal,Platinum,2023-08-24
C01136,AtRisk,Bronze,2023-08-25
C01137,New,Silver,2023-08-26
C01138,Loyal,Gold,2023-08-27
C01139,AtRisk,Platinum,2023-08-28
C01140,New,Bronze,2023-08-29
C01141,Loyal,Silver,2023-08-30
C01142,AtRisk,Gold,2023-08-31
C01143,New,Platinum,2023-09-01
C01144,Loyal,Bronze,2023-09-02
C01145,AtRisk,Silver,2023-09-03
C01146,New,Gold,2023-09-04
C01147,Loyal,Platinum,2023-09-05
C01148,AtRisk,Bronze,2023-09-06
C01149,New,Silver,2023-09-07
C01150,Loyal,Gold,2023-09-08
C01151,AtRisk,Platinum,2023-09-09
C01152,New,Bronze,2023-09-10
C01153,Loyal,Silver,2023-09-11
C01154,AtRisk,Gold,2023-09-12
C01155,New,Platinum,2023-09-13
C01156,Loyal,Bronze,2023-09-14
C01157,AtRisk,Silver,2023-09-15
C01158,New,Gold,2023-09-16
C01159,Loyal,Platinum,2023-09-17
C01160,AtRisk,Bronze,2023-09-18
C01161,New,Silver,2023-09-19
C01162,Loyal,Gold,2023-09-20
C01163,AtRisk,Platinum,2023-09-21
C01164,New,Bronze,2023-09-22
C01165,Loyal,Silver,2023-09-23
C01166,AtRisk,Gold,2023-09-24
C01167,New,Platinum,2023-09-25
C01168,Loyal,Bronze,2023-09-26
C01169,AtRisk,Silver,2023-09-27
C01170,New,Gold,2023-09-28
C01171,Loyal,Platinum,2023-09-29
C01172,AtRisk,Bronze,2023-09-30
C01173,New,Silver,2023-10-01
C01174,Loyal,Gold,2023-10-02
C01175,AtRisk,Platinum,2023-10-03
C01176,New,Bronze,2023-10-04
C01177,Loyal,Silver,2023-10-05
C01178,AtRisk,Gold,2023-10-06
C01179,New,Platinum,2023-10-07
C01180,Loyal,Bronze,2023-10-08
C01181,AtRisk,Silver,2023-10-09
C01182,New,Gold,2023-10-10
C01183,Loyal,Platinum,2023-10-11
C01184,AtRisk,Bronze,2023-10-12
C01185,New,Silver,2023-10-13
C01186,Loyal,Gold,2023-10-14
C01187,AtRisk,Platinum,2023-10-15
C01188,New,Bronze,2023-10-16
C01189,Loyal,Silver,2023-10-17
C01190,AtRisk,Gold,2023-10-18
C01191,New,Platinum,2023-10-19
C01192,Loyal,Bronze,2023-10-20
C01193,AtRisk,Silver,2023-10-21
C01194,New,Gold,2023-10-22
C01195,Loyal,Platinum,2023-10-23
C01196,AtRisk,Bronze,2023-10-24
C01197,New,Silver,2023-10-25
C01198,Loyal,Gold,2023-10-26
C01199,AtRisk,Platinum,2023-10-27
C01200,New,Bronze,2023-10-28
