payment_id,order_id,payment_status,approved_amount,approved_at
PAY00386,O00386,RetrySuccess,107.48,2026-05-02T21:02:00+09:00
PAY00387,O00387,Failed,0.00,2026-05-02T21:09:00+09:00
PAY00388,O00388,Failed,0.00,2026-05-02T21:16:00+09:00
PAY00389,O00389,Success,1185.66,2026-05-02T21:23:00+09:00
PAY00390,O00390,Success,329.51,2026-05-02T21:30:00+09:00
PAY00391,O00391,Failed,0.00,2026-05-02T21:37:00+09:00
PAY00392,O00392,Failed,0.00,2026-05-02T21:44:00+09:00
PAY00393,O00393,RetrySuccess,439.30,2026-05-02T21:51:00+09:00
PAY00394,O00394,Failed,0.00,2026-05-02T21:58:00+09:00
PAY00395,O00395,Success,1766.78,2026-05-02T22:05:00+09:00
PAY00396,O00396,Failed,0.00,2026-05-02T22:12:00+09:00
PAY00397,O00397,Failed,0.00,2026-05-02T22:19:00+09:00
PAY00398,O00398,RetrySuccess,1403.07,2026-05-02T22:26:00+09:00
PAY00399,O00399,RetrySuccess,2976.91,2026-05-02T22:33:00+09:00
PAY00400,O00400,RetrySuccess,359.17,2026-05-02T22:40:00+09:00
PAY00401,O00401,Failed,0.00,2026-05-02T22:47:00+09:00
PAY00402,O00402,RetrySuccess,2202.80,2026-05-02T22:54:00+09:00
PAY00403,O00403,Success,431.28,2026-05-02T23:01:00+09:00
PAY00404,O00404,RetrySuccess,1545.41,2026-05-02T23:08:00+09:00
PAY00405,O00405,Failed,0.00,2026-05-02T23:15:00+09:00
PAY00406,O00406,Success,1776.90,2026-05-02T23:22:00+09:00
PAY00407,O00407,Success,891.52,2026-05-02T23:29:00+09:00
PAY00408,O00408,RetrySuccess,2641.37,2026-05-02T23:36:00+09:00
PAY00409,O00409,RetrySuccess,497.03,2026-05-02T23:43:00+09:00
PAY00410,O00410,RetrySuccess,2719.53,2026-05-02T23:50:00+09:00
PAY00411,O00411,RetrySuccess,2042.80,2026-05-02T23:57:00+09:00
PAY00412,O00412,Success,3890.84,2026-05-03T00:04:00+09:00
PAY00413,O00413,Success,1935.16,2026-05-03T00:11:00+09:00
PAY00414,O00414,Failed,0.00,2026-05-03T00:18:00+09:00
PAY00415,O00415,Success,1080.22,2026-05-03T00:25:00+09:00
PAY00416,O00416,Success,767.53,2026-05-03T00:32:00+09:00
PAY00417,O00417,RetrySuccess,568.80,2026-05-03T00:39:00+09:00
PAY00418,O00418,RetrySuccess,447.42,2026-05-03T00:46:00+09:00
PAY00419,O00419,Success,163.64,2026-05-03T00:53:00+09:00
PAY00420,O00420,Success,460.85,2026-05-03T01:00:00+09:00
PAY00421,O00421,RetrySuccess,2018.35,2026-05-03T01:07:00+09:00
PAY00422,O00422,Failed,0.00,2026-05-03T01:14:00+09:00
PAY00423,O00423,Success,1339.77,2026-05-03T01:21:00+09:00
PAY00424,O00424,RetrySuccess,1481.64,2026-05-03T01:28:00+09:00
PAY00425,O00425,Success,554.59,2026-05-03T01:35:00+09:00
PAY00426,O00426,Success,1957.19,2026-05-03T01:42:00+09:00
PAY00427,O00427,Failed,0.00,2026-05-03T01:49:00+09:00
PAY00428,O00428,Failed,0.00,2026-05-03T01:56:00+09:00
PAY00429,O00429,RetrySuccess,1988.86,2026-05-03T02:03:00+09:00
PAY00430,O00430,Success,2398.03,2026-05-03T02:10:00+09:00
PAY00431,O00431,Success,1714.06,2026-05-03T02:17:00+09:00
PAY00432,O00432,Failed,0.00,2026-05-03T02:24:00+09:00
PAY00433,O00433,Failed,0.00,2026-05-03T02:31:00+09:00
PAY00434,O00434,Success,1011.47,2026-05-03T02:38:00+09:00
PAY00435,O00435,Success,1486.47,2026-05-03T02:45:00+09:00
PAY00436,O00436,Success,1564.02,2026-05-03T02:52:00+09:00
PAY00437,O00437,RetrySuccess,3281.95,2026-05-03T02:59:00+09:00
PAY00438,O00438,Failed,0.00,2026-05-03T03:06:00+09:00
PAY00439,O00439,RetrySuccess,1640.51,2026-05-03T03:13:00+09:00
PAY00440,O00440,RetrySuccess,1747.84,2026-05-03T03:20:00+09:00
PAY00441,O00441,Failed,0.00,2026-05-03T03:27:00+09:00
PAY00442,O00442,Failed,0.00,2026-05-03T03:34:00+09:00
PAY00443,O00443,RetrySuccess,1377.04,2026-05-03T03:41:00+09:00
PAY00444,O00444,RetrySuccess,142.28,2026-05-03T03:48:00+09:00
PAY00445,O00445,Failed,0.00,2026-05-03T03:55:00+09:00
PAY00446,O00446,RetrySuccess,76.62,2026-05-03T04:02:00+09:00
PAY00447,O00447,Failed,0.00,2026-05-03T04:09:00+09:00
PAY00448,O00448,Success,3366.71,2026-05-03T04:16:00+09:00
PAY00449,O00449,Success,1378.17,2026-05-03T04:23:00+09:00
PAY00450,O00450,Failed,0.00,2026-05-03T04:30:00+09:00
PAY00451,O00451,Failed,0.00,2026-05-03T04:37:00+09:00
PAY00452,O00452,RetrySuccess,551.48,2026-05-03T04:44:00+09:00
PAY00453,O00453,RetrySuccess,1019.64,2026-05-03T04:51:00+09:00
PAY00454,O00454,Failed,0.00,2026-05-03T04:58:00+09:00
PAY00455,O00455,Success,2545.41,2026-05-03T05:05:00+09:00
PAY00456,O00456,Failed,0.00,2026-05-03T05:12:00+09:00
PAY00457,O00457,Failed,0.00,2026-05-03T05:19:00+09:00
PAY00458,O00458,Failed,0.00,2026-05-03T05:26:00+09:00
PAY00459,O00459,Failed,0.00,2026-05-03T05:33:00+09:00
PAY00460,O00460,Success,719.65,2026-05-03T05:40:00+09:00
PAY00461,O00461,Success,831.25,2026-05-03T05:47:00+09:00
PAY00462,O00462,Success,930.53,2026-05-03T05:54:00+09:00
PAY00463,O00463,Failed,0.00,2026-05-03T06:01:00+09:00
PAY00464,O00464,Success,581.36,2026-05-03T06:08:00+09:00
PAY00465,O00465,Failed,0.00,2026-05-03T06:15:00+09:00
PAY00466,O00466,Failed,0.00,2026-05-03T06:22:00+09:00
PAY00467,O00467,Success,825.61,2026-05-03T06:29:00+09:00
PAY00468,O00468,Success,533.35,2026-05-03T06:36:00+09:00
PAY00469,O00469,Failed,0.00,2026-05-03T06:43:00+09:00
PAY00470,O00470,Success,1851.57,2026-05-03T06:50:00+09:00
PAY00471,O00471,RetrySuccess,2168.31,2026-05-03T06:57:00+09:00
PAY00472,O00472,Failed,0.00,2026-05-03T07:04:00+09:00
PAY00473,O00473,Failed,0.00,2026-05-03T07:11:00+09:00
PAY00474,O00474,Success,2035.75,2026-05-03T07:18:00+09:00
PAY00475,O00475,Success,454.27,2026-05-03T07:25:00+09:00
PAY00476,O00476,RetrySuccess,230.06,2026-05-03T07:32:00+09:00
PAY00477,O00477,Success,1585.30,2026-05-03T07:39:00+09:00
PAY00478,O00478,Failed,0.00,2026-05-03T07:46:00+09:00
PAY00479,O00479,Failed,0.00,2026-05-03T07:53:00+09:00
PAY00480,O00480,Success,939.61,2026-05-03T08:00:00+09:00
PAY00481,O00481,Failed,0.00,2026-05-03T08:07:00+09:00
PAY00482,O00482,Failed,0.00,2026-05-03T08:14:00+09:00
PAY00483,O00483,Failed,0.00,2026-05-03T08:21:00+09:00
PAY00484,O00484,Failed,0.00,2026-05-03T08:28:00+09:00
PAY00485,O00485,Failed,0.00,2026-05-03T08:35:00+09:00
PAY00486,O00486,Failed,0.00,2026-05-03T08:42:00+09:00
PAY00487,O00487,Success,1760.30,2026-05-03T08:49:00+09:00
PAY00488,O00488,RetrySuccess,810.01,2026-05-03T08:56:00+09:00
PAY00489,O00489,Failed,0.00,2026-05-03T09:03:00+09:00
PAY00490,O00490,Success,2818.41,2026-05-03T09:10:00+09:00
PAY00491,O00491,RetrySuccess,3670.36,2026-05-03T09:17:00+09:00
PAY00492,O00492,Success,2217.48,2026-05-03T09:24:00+09:00
PAY00493,O00493,RetrySuccess,845.01,2026-05-03T09:31:00+09:00
PAY00494,O00494,Failed,0.00,2026-05-03T09:38:00+09:00
PAY00495,O00495,Failed,0.00,2026-05-03T09:45:00+09:00
PAY00496,O00496,RetrySuccess,2634.82,2026-05-03T09:52:00+09:00
PAY00497,O00497,Success,106.09,2026-05-03T09:59:00+09:00
PAY00498,O00498,Success,2375.53,2026-05-03T10:06:00+09:00
PAY00499,O00499,RetrySuccess,57.32,2026-05-03T10:13:00+09:00
PAY00500,O00500,RetrySuccess,1044.77,2026-05-03T10:20:00+09:00
PAY00501,O00501,Success,1729.93,2026-05-03T10:27:00+09:00
PAY00502,O00502,Success,71.65,2026-05-03T10:34:00+09:00
PAY00503,O00503,Failed,0.00,2026-05-03T10:41:00+09:00
PAY00504,O00504,Success,3531.45,2026-05-03T10:48:00+09:00
PAY00505,O00505,Success,3525.61,2026-05-03T10:55:00+09:00
PAY00506,O00506,Success,1296.44,2026-05-03T11:02:00+09:00
PAY00507,O00507,Failed,0.00,2026-05-03T11:09:00+09:00
PAY00508,O00508,Success,2002.77,2026-05-03T11:16:00+09:00
PAY00509,O00509,RetrySuccess,460.13,2026-05-03T11:23:00+09:00
PAY00510,O00510,RetrySuccess,1155.44,2026-05-03T11:30:00+09:00
PAY00511,O00511,Failed,0.00,2026-05-03T11:37:00+09:00
PAY00512,O00512,Failed,0.00,2026-05-03T11:44:00+09:00
PAY00513,O00513,RetrySuccess,198.80,2026-05-03T11:51:00+09:00
PAY00514,O00514,Success,2969.48,2026-05-03T11:58:00+09:00
PAY00515,O00515,Failed,0.00,2026-05-03T12:05:00+09:00
PAY00516,O00516,RetrySuccess,1845.27,2026-05-03T12:12:00+09:00
PAY00517,O00517,Success,555.89,2026-05-03T12:19:00+09:00
PAY00518,O00518,Success,2063.07,2026-05-03T12:26:00+09:00
PAY00519,O00519,RetrySuccess,137.93,2026-05-03T12:33:00+09:00
PAY00520,O00520,Success,2901.69,2026-05-03T12:40:00+09:00
PAY00521,O00521,Failed,0.00,2026-05-03T12:47:00+09:00
PAY00522,O00522,Failed,0.00,2026-05-03T12:54:00+09:00
PAY00523,O00523,Success,1471.22,2026-05-03T13:01:00+09:00
PAY00524,O00524,Failed,0.00,2026-05-03T13:08:00+09:00
PAY00525,O00525,Success,479.68,2026-05-03T13:15:00+09:00
PAY00526,O00526,Failed,0.00,2026-05-03T13:22:00+09:00
PAY00527,O00527,Failed,0.00,2026-05-03T13:29:00+09:00
PAY00528,O00528,RetrySuccess,204.46,2026-05-03T13:36:00+09:00
PAY00529,O00529,RetrySuccess,1370.90,2026-05-03T13:43:00+09:00
PAY00530,O00530,Success,2968.87,2026-05-03T13:50:00+09:00
PAY00531,O00531,Failed,0.00,2026-05-03T13:57:00+09:00
PAY00532,O00532,Success,1390.48,2026-05-03T14:04:00+09:00
PAY00533,O00533,Failed,0.00,2026-05-03T14:11:00+09:00
PAY00534,O00534,Success,2620.83,2026-05-03T14:18:00+09:00
PAY00535,O00535,Success,725.33,2026-05-03T14:25:00+09:00
PAY00536,O00536,RetrySuccess,3857.76,2026-05-03T14:32:00+09:00
PAY00537,O00537,Success,399.18,2026-05-03T14:39:00+09:00
PAY00538,O00538,Failed,0.00,2026-05-03T14:46:00+09:00
PAY00539,O00539,Success,4452.14,2026-05-03T14:53:00+09:00
PAY00540,O00540,Failed,0.00,2026-05-03T15:00:00+09:00
PAY00541,O00541,RetrySuccess,337.11,2026-05-03T15:07:00+09:00
PAY00542,O00542,RetrySuccess,924.19,2026-05-03T15:14:00+09:00
PAY00543,O00543,Failed,0.00,2026-05-03T15:21:00+09:00
PAY00544,O00544,Failed,0.00,2026-05-03T15:28:00+09:00
PAY00545,O00545,RetrySuccess,1879.82,2026-05-03T15:35:00+09:00
PAY00546,O00546,RetrySuccess,153.79,2026-05-03T15:42:00+09:00
PAY00547,O00547,Success,1732.58,2026-05-03T15:49:00+09:00
PAY00548,O00548,Failed,0.00,2026-05-03T15:56:00+09:00
PAY00549,O00549,Success,4548.07,2026-05-03T16:03:00+09:00
PAY00550,O00550,Success,2578.46,2026-05-03T16:10:00+09:00
PAY00551,O00551,Success,1157.72,2026-05-03T16:17:00+09:00
PAY00552,O00552,Success,2856.59,2026-05-03T16:24:00+09:00
PAY00553,O00553,Success,3370.40,2026-05-03T16:31:00+09:00
PAY00554,O00554,Failed,0.00,2026-05-03T16:38:00+09:00
PAY00555,O00555,Success,2133.79,2026-05-03T16:45:00+09:00
PAY00556,O00556,Failed,0.00,2026-05-03T16:52:00+09:00
PAY00557,O00557,Success,1114.59,2026-05-03T16:59:00+09:00
PAY00558,O00558,Failed,0.00,2026-05-03T17:06:00+09:00
PAY00559,O00559,Success,2270.32,2026-05-03T17:13:00+09:00
PAY00560,O00560,RetrySuccess,2278.75,2026-05-03T17:20:00+09:00
PAY00561,O00561,Success,753.00,2026-05-03T17:27:00+09:00
PAY00562,O00562,Success,1227.42,2026-05-03T17:34:00+09:00
PAY00563,O00563,Failed,0.00,2026-05-03T17:41:00+09:00
PAY00564,O00564,Success,508.65,2026-05-03T17:48:00+09:00
PAY00565,O00565,RetrySuccess,3068.13,2026-05-03T17:55:00+09:00
PAY00566,O00566,RetrySuccess,1442.24,2026-05-03T18:02:00+09:00
PAY00567,O00567,Success,207.79,2026-05-03T18:09:00+09:00
PAY00568,O00568,Success,4473.59,2026-05-03T18:16:00+09:00
PAY00569,O00569,Success,2147.83,2026-05-03T18:23:00+09:00
PAY00570,O00570,Failed,0.00,2026-05-03T18:30:00+09:00
PAY00571,O00571,RetrySuccess,1037.63,2026-05-03T18:37:00+09:00
PAY00572,O00572,Success,4220.24,2026-05-03T18:44:00+09:00
PAY00573,O00573,Failed,0.00,2026-05-03T18:51:00+09:00
PAY00574,O00574,Failed,0.00,2026-05-03T18:58:00+09:00
PAY00575,O00575,Failed,0.00,2026-05-03T19:05:00+09:00
PAY00576,O00576,Failed,0.00,2026-05-03T19:12:00+09:00
PAY00577,O00577,Failed,0.00,2026-05-03T19:19:00+09:00
PAY00578,O00578,Failed,0.00,2026-05-03T19:26:00+09:00
PAY00579,O00579,Success,1433.03,2026-05-03T19:33:00+09:00
PAY00580,O00580,Success,1304.25,2026-05-03T19:40:00+09:00
PAY00581,O00581,Success,1598.95,2026-05-03T19:47:00+09:00
PAY00582,O00582,Success,1656.99,2026-05-03T19:54:00+09:00
PAY00583,O00583,RetrySuccess,599.43,2026-05-03T20:01:00+09:00
PAY00584,O00584,RetrySuccess,2887.46,2026-05-03T20:08:00+09:00
PAY00585,O00585,Failed,0.00,2026-05-03T20:15:00+09:00
PAY00586,O00586,Failed,0.00,2026-05-03T20:22:00+09:00
PAY00587,O00587,Success,2843.72,2026-05-03T20:29:00+09:00
PAY00588,O00588,Failed,0.00,2026-05-03T20:36:00+09:00
PAY00589,O00589,Failed,0.00,2026-05-03T20:43:00+09:00
PAY00590,O00590,Failed,0.00,2026-05-03T20:50:00+09:00
PAY00591,O00591,Failed,0.00,2026-05-03T20:57:00+09:00
PAY00592,O00592,Failed,0.00,2026-05-03T21:04:00+09:00
PAY00593,O00593,RetrySuccess,252.92,2026-05-03T21:11:00+09:00
PAY00594,O00594,Failed,0.00,2026-05-03T21:18:00+09:00
PAY00595,O00595,Failed,0.00,2026-05-03T21:25:00+09:00
PAY00596,O00596,Failed,0.00,2026-05-03T21:32:00+09:00
PAY00597,O00597,Success,2110.23,2026-05-03T21:39:00+09:00
PAY00598,O00598,Failed,0.00,2026-05-03T21:46:00+09:00
PAY00599,O00599,RetrySuccess,2452.95,2026-05-03T21:53:00+09:00
PAY00600,O00600,Success,1956.29,2026-05-03T22:00:00+09:00
PAY00601,O00601,Success,1150.00,2026-05-03T22:07:00+09:00
PAY00602,O00602,RetrySuccess,1680.53,2026-05-03T22:14:00+09:00
PAY00603,O00603,RetrySuccess,1758.58,2026-05-03T22:21:00+09:00
PAY00604,O00604,Success,1779.81,2026-05-03T22:28:00+09:00
PAY00605,O00605,Success,2803.65,2026-05-03T22:35:00+09:00
PAY00606,O00606,Success,339.47,2026-05-03T22:42:00+09:00
PAY00607,O00607,Success,1486.91,2026-05-03T22:49:00+09:00
PAY00608,O00608,Failed,0.00,2026-05-03T22:56:00+09:00
PAY00609,O00609,Failed,0.00,2026-05-03T23:03:00+09:00
PAY00610,O00610,Success,3724.42,2026-05-03T23:10:00+09:00
PAY00611,O00611,Failed,0.00,2026-05-03T23:17:00+09:00
PAY00612,O00612,RetrySuccess,2465.23,2026-05-03T23:24:00+09:00
PAY00613,O00613,Success,2521.31,2026-05-03T23:31:00+09:00
PAY00614,O00614,Failed,0.00,2026-05-03T23:38:00+09:00
PAY00615,O00615,RetrySuccess,1446.47,2026-05-03T23:45:00+09:00
PAY00616,O00616,Failed,0.00,2026-05-03T23:52:00+09:00
PAY00617,O00617,Failed,0.00,2026-05-03T23:59:00+09:00
PAY00618,O00618,Failed,0.00,2026-05-04T00:06:00+09:00
PAY00619,O00619,Success,3152.33,2026-05-04T00:13:00+09:00
PAY00620,O00620,Success,534.50,2026-05-04T00:20:00+09:00
PAY00621,O00621,RetrySuccess,1441.77,2026-05-04T00:27:00+09:00
PAY00622,O00622,Success,3547.08,2026-05-04T00:34:00+09:00
PAY00623,O00623,Failed,0.00,2026-05-04T00:41:00+09:00
PAY00624,O00624,Failed,0.00,2026-05-04T00:48:00+09:00
PAY00625,O00625,Failed,0.00,2026-05-04T00:55:00+09:00
PAY00626,O00626,Success,1402.71,2026-05-04T01:02:00+09:00
PAY00627,O00627,Success,1042.57,2026-05-04T01:09:00+09:00
PAY00628,O00628,Success,1109.04,2026-05-04T01:16:00+09:00
PAY00629,O00629,Failed,0.00,2026-05-04T01:23:00+09:00
PAY00630,O00630,Success,2525.67,2026-05-04T01:30:00+09:00
PAY00631,O00631,RetrySuccess,3203.82,2026-05-04T01:37:00+09:00
PAY00632,O00632,Failed,0.00,2026-05-04T01:44:00+09:00
PAY00633,O00633,RetrySuccess,1546.23,2026-05-04T01:51:00+09:00
PAY00634,O00634,Failed,0.00,2026-05-04T01:58:00+09:00
PAY00635,O00635,Failed,0.00,2026-05-04T02:05:00+09:00
PAY00636,O00636,RetrySuccess,2226.66,2026-05-04T02:12:00+09:00
PAY00637,O00637,Success,2192.68,2026-05-04T02:19:00+09:00
PAY00638,O00638,Failed,0.00,2026-05-04T02:26:00+09:00
PAY00639,O00639,RetrySuccess,1825.14,2026-05-04T02:33:00+09:00
PAY00640,O00640,RetrySuccess,3447.36,2026-05-04T02:40:00+09:00
PAY00641,O00641,Success,1442.17,2026-05-04T02:47:00+09:00
PAY00642,O00642,Success,2010.72,2026-05-04T02:54:00+09:00
PAY00643,O00643,Success,1042.38,2026-05-04T03:01:00+09:00
PAY00644,O00644,Success,1929.50,2026-05-04T03:08:00+09:00
PAY00645,O00645,Success,651.49,2026-05-04T03:15:00+09:00
PAY00646,O00646,Success,1541.32,2026-05-04T03:22:00+09:00
PAY00647,O00647,Success,2401.59,2026-05-04T03:29:00+09:00
PAY00648,O00648,RetrySuccess,2800.32,2026-05-04T03:36:00+09:00
PAY00649,O00649,Failed,0.00,2026-05-04T03:43:00+09:00
PAY00650,O00650,Failed,0.00,2026-05-04T03:50:00+09:00
PAY00651,O00651,Failed,0.00,2026-05-04T03:57:00+09:00
PAY00652,O00652,RetrySuccess,2204.88,2026-05-04T04:04:00+09:00
PAY00653,O00653,Failed,0.00,2026-05-04T04:11:00+09:00
PAY00654,O00654,Failed,0.00,2026-05-04T04:18:00+09:00
PAY00655,O00655,Failed,0.00,2026-05-04T04:25:00+09:00
PAY00656,O00656,Failed,0.00,2026-05-04T04:32:00+09:00
PAY00657,O00657,Failed,0.00,2026-05-04T04:39:00+09:00
PAY00658,O00658,Success,427.79,2026-05-04T04:46:00+09:00
PAY00659,O00659,Failed,0.00,2026-05-04T04:53:00+09:00
PAY00660,O00660,Success,2612.05,2026-05-04T05:00:00+09:00
PAY00661,O00661,RetrySuccess,1034.38,2026-05-04T05:07:00+09:00
PAY00662,O00662,Failed,0.00,2026-05-04T05:14:00+09:00
PAY00663,O00663,Success,1407.51,2026-05-04T05:21:00+09:00
PAY00664,O00664,Failed,0.00,2026-05-04T05:28:00+09:00
PAY00665,O00665,Success,1566.33,2026-05-04T05:35:00+09:00
PAY00666,O00666,Failed,0.00,2026-05-04T05:42:00+09:00
PAY00667,O00667,Success,2387.66,2026-05-04T05:49:00+09:00
PAY00668,O00668,RetrySuccess,1906.14,2026-05-04T05:56:00+09:00
PAY00669,O00669,RetrySuccess,180.83,2026-05-04T06:03:00+09:00
PAY00670,O00670,Failed,0.00,2026-05-04T06:10:00+09:00
PAY00671,O00671,RetrySuccess,2153.69,2026-05-04T06:17:00+09:00
PAY00672,O00672,Failed,0.00,2026-05-04T06:24:00+09:00
PAY00673,O00673,Success,1307.20,2026-05-04T06:31:00+09:00
PAY00674,O00674,Success,2703.14,2026-05-04T06:38:00+09:00
PAY00675,O00675,RetrySuccess,2132.69,2026-05-04T06:45:00+09:00
PAY00676,O00676,RetrySuccess,2019.00,2026-05-04T06:52:00+09:00
PAY00677,O00677,Success,3228.08,2026-05-04T06:59:00+09:00
PAY00678,O00678,Success,1189.12,2026-05-04T07:06:00+09:00
PAY00679,O00679,Success,2374.66,2026-05-04T07:13:00+09:00
PAY00680,O00680,Failed,0.00,2026-05-04T07:20:00+09:00
PAY00681,O00681,Success,70.19,2026-05-04T07:27:00+09:00
PAY00682,O00682,RetrySuccess,1551.88,2026-05-04T07:34:00+09:00
PAY00683,O00683,Failed,0.00,2026-05-04T07:41:00+09:00
PAY00684,O00684,Failed,0.00,2026-05-04T07:48:00+09:00
PAY00685,O00685,Failed,0.00,2026-05-04T07:55:00+09:00
PAY00686,O00686,Success,570.39,2026-05-04T08:02:00+09:00
PAY00687,O00687,Success,3335.91,2026-05-04T08:09:00+09:00
PAY00688,O00688,Success,276.62,2026-05-04T08:16:00+09:00
PAY00689,O00689,Failed,0.00,2026-05-04T08:23:00+09:00
PAY00690,O00690,RetrySuccess,2045.32,2026-05-04T08:30:00+09:00
PAY00691,O00691,Failed,0.00,2026-05-04T08:37:00+09:00
PAY00692,O00692,Failed,0.00,2026-05-04T08:44:00+09:00
PAY00693,O00693,RetrySuccess,363.43,2026-05-04T08:51:00+09:00
PAY00694,O00694,RetrySuccess,4418.55,2026-05-04T08:58:00+09:00
PAY00695,O00695,Success,307.59,2026-05-04T09:05:00+09:00
PAY00696,O00696,RetrySuccess,2081.48,2026-05-04T09:12:00+09:00
PAY00697,O00697,Failed,0.00,2026-05-04T09:19:00+09:00
PAY00698,O00698,Success,257.15,2026-05-04T09:26:00+09:00
PAY00699,O00699,Failed,0.00,2026-05-04T09:33:00+09:00
PAY00700,O00700,Failed,0.00,2026-05-04T09:40:00+09:00
PAY00701,O00701,Failed,0.00,2026-05-04T09:47:00+09:00
PAY00702,O00702,Success,395.46,2026-05-04T09:54:00+09:00
PAY00703,O00703,Failed,0.00,2026-05-04T10:01:00+09:00
PAY00704,O00704,Success,936.18,2026-05-04T10:08:00+09:00
PAY00705,O00705,Success,1010.25,2026-05-04T10:15:00+09:00
PAY00706,O00706,Success,1301.73,2026-05-04T10:22:00+09:00
PAY00707,O00707,Success,638.84,2026-05-04T10:29:00+09:00
PAY00708,O00708,Failed,0.00,2026-05-04T10:36:00+09:00
PAY00709,O00709,Failed,0.00,2026-05-04T10:43:00+09:00
PAY00710,O00710,RetrySuccess,745.92,2026-05-04T10:50:00+09:00
PAY00711,O00711,Success,1492.13,2026-05-04T10:57:00+09:00
PAY00712,O00712,RetrySuccess,837.82,2026-05-04T11:04:00+09:00
PAY00713,O00713,RetrySuccess,1814.48,2026-05-04T11:11:00+09:00
PAY00714,O00714,Success,579.12,2026-05-04T11:18:00+09:00
PAY00715,O00715,Failed,0.00,2026-05-04T11:25:00+09:00
PAY00716,O00716,Failed,0.00,2026-05-04T11:32:00+09:00
PAY00717,O00717,Success,1374.63,2026-05-04T11:39:00+09:00
PAY00718,O00718,Failed,0.00,2026-05-04T11:46:00+09:00
PAY00719,O00719,RetrySuccess,2351.57,2026-05-04T11:53:00+09:00
PAY00720,O00720,Success,1566.38,2026-05-04T12:00:00+09:00
PAY00721,O00721,RetrySuccess,1260.31,2026-05-04T12:07:00+09:00
PAY00722,O00722,Failed,0.00,2026-05-04T12:14:00+09:00
PAY00723,O00723,Success,220.38,2026-05-04T12:21:00+09:00
PAY00724,O00724,Success,559.82,2026-05-04T12:28:00+09:00
PAY00725,O00725,Success,2231.35,2026-05-04T12:35:00+09:00
PAY00726,O00726,Success,367.42,2026-05-04T12:42:00+09:00
PAY00727,O00727,Success,3884.14,2026-05-04T12:49:00+09:00
PAY00728,O00728,Success,1530.85,2026-05-04T12:56:00+09:00
PAY00729,O00729,Success,1440.10,2026-05-04T13:03:00+09:00
PAY00730,O00730,RetrySuccess,143.13,2026-05-04T13:10:00+09:00
PAY00731,O00731,Success,1337.22,2026-05-04T13:17:00+09:00
PAY00732,O00732,Success,1911.07,2026-05-04T13:24:00+09:00
PAY00733,O00733,Success,2619.36,2026-05-04T13:31:00+09:00
PAY00734,O00734,Success,551.99,2026-05-04T13:38:00+09:00
PAY00735,O00735,Success,443.74,2026-05-04T13:45:00+09:00
PAY00736,O00736,Failed,0.00,2026-05-04T13:52:00+09:00
PAY00737,O00737,Failed,0.00,2026-05-04T13:59:00+09:00
PAY00738,O00738,Failed,0.00,2026-05-04T14:06:00+09:00
PAY00739,O00739,Failed,0.00,2026-05-04T14:13:00+09:00
PAY00740,O00740,Failed,0.00,2026-05-04T14:20:00+09:00
PAY00741,O00741,Success,2189.18,2026-05-04T14:27:00+09:00
PAY00742,O00742,Failed,0.00,2026-05-04T14:34:00+09:00
PAY00743,O00743,Success,101.43,2026-05-04T14:41:00+09:00
PAY00744,O00744,Success,1994.39,2026-05-04T14:48:00+09:00
PAY00745,O00745,Failed,0.00,2026-05-04T14:55:00+09:00
PAY00746,O00746,RetrySuccess,660.06,2026-05-04T15:02:00+09:00
PAY00747,O00747,Success,1133.78,2026-05-04T15:09:00+09:00
PAY00748,O00748,Success,1091.54,2026-05-04T15:16:00+09:00
PAY00749,O00749,RetrySuccess,2634.97,2026-05-04T15:23:00+09:00
PAY00750,O00750,Failed,0.00,2026-05-04T15:30:00+09:00
PAY00751,O00751,Failed,0.00,2026-05-04T15:37:00+09:00
PAY00752,O00752,Success,1579.20,2026-05-04T15:44:00+09:00
PAY00753,O00753,Success,1088.10,2026-05-04T15:51:00+09:00
PAY00754,O00754,RetrySuccess,1431.05,2026-05-04T15:58:00+09:00
PAY00755,O00755,Success,5419.23,2026-05-04T16:05:00+09:00
PAY00756,O00756,Success,1674.50,2026-05-04T16:12:00+09:00
PAY00757,O00757,Failed,0.00,2026-05-04T16:19:00+09:00
PAY00758,O00758,RetrySuccess,3832.62,2026-05-04T16:26:00+09:00
PAY00759,O00759,Success,2059.26,2026-05-04T16:33:00+09:00
PAY00760,O00760,RetrySuccess,3143.70,2026-05-04T16:40:00+09:00
PAY00761,O00761,Success,1696.16,2026-05-04T16:47:00+09:00
PAY00762,O00762,Failed,0.00,2026-05-04T16:54:00+09:00
PAY00763,O00763,Failed,0.00,2026-05-04T17:01:00+09:00
PAY00764,O00764,Success,351.29,2026-05-04T17:08:00+09:00
PAY00765,O00765,Failed,0.00,2026-05-04T17:15:00+09:00
PAY00766,O00766,Success,2592.54,2026-05-04T17:22:00+09:00
PAY00767,O00767,Failed,0.00,2026-05-04T17:29:00+09:00
PAY00768,O00768,Failed,0.00,2026-05-04T17:36:00+09:00
PAY00769,O00769,Success,852.36,2026-05-04T17:43:00+09:00
PAY00770,O00770,RetrySuccess,1489.94,2026-05-04T17:50:00+09:00
PAY00771,O00771,Failed,0.00,2026-05-04T17:57:00+09:00
PAY00772,O00772,Failed,0.00,2026-05-04T18:04:00+09:00
PAY00773,O00773,Success,2620.87,2026-05-04T18:11:00+09:00
