order_id,customer_id,channel_id,order_date,order_status,gross_amount,discount_applied,net_amount,order_value,currency
O00303,C00181,CH0002,2026-06-01,Completed,1159.02,51.08,1107.94,1107.94,KRW
O00304,C00181,CH0004,2026-06-18,Completed,667.52,76.41,591.11,591.11,KRW
O00305,C00182,CH0003,2026-05-09,Completed,1869.40,527.43,1341.97,1341.97,KRW
O00306,C00183,CH0001,2026-05-28,Completed,977.55,209.90,767.65,767.65,KRW
O00307,C00183,CH0002,2026-05-25,Completed,1114.58,172.23,942.35,942.35,KRW
O00308,C00183,CH0004,2026-05-05,Completed,4021.59,204.12,3817.47,3817.47,KRW
O00309,C00184,CH0001,2026-05-01,Completed,5115.33,127.82,4987.51,4987.51,KRW
O00310,C00184,CH0001,2026-05-03,Completed,1765.42,255.16,1510.26,1510.26,KRW
O00311,C00185,CH0003,2026-06-10,Completed,247.49,61.90,185.59,185.59,KRW
O00312,C00186,CH0001,2026-05-04,Completed,1626.35,70.53,1555.82,1555.82,KRW
O00313,C00186,CH0001,2026-06-04,Completed,1496.69,146.19,1350.50,1350.50,KRW
O00314,C00186,CH0001,2026-06-10,Completed,3983.44,197.43,3786.01,3786.01,KRW
O00315,C00187,CH0002,2026-05-04,Completed,2529.58,540.66,1988.92,1988.92,KRW
O00316,C00188,CH0004,2026-05-05,Completed,869.31,74.52,794.79,794.79,KRW
O00317,C00188,CH0002,2026-05-28,Completed,4913.55,488.31,4425.24,4425.24,KRW
O00318,C00189,CH0003,2026-05-26,Completed,261.36,0.58,260.78,260.78,KRW
O00319,C00190,CH0001,2026-05-21,Completed,295.47,27.66,267.81,267.81,KRW
O00320,C00191,CH0002,2026-05-29,Completed,4414.83,1143.76,3271.07,3271.07,KRW
O00321,C00192,CH0003,2026-06-29,Completed,1495.88,26.14,1469.74,1469.74,KRW
O00322,C00193,CH0004,2026-06-01,Completed,3275.47,324.48,2950.99,2950.99,KRW
O00323,C00194,CH0003,2026-05-12,Completed,2204.43,110.82,2093.61,2093.61,KRW
O00324,C00195,CH0002,2026-06-07,Completed,738.55,119.75,618.80,618.80,KRW
O00325,C00195,CH0004,2026-06-24,Completed,3473.50,933.22,2540.28,2540.28,KRW
O00326,C00195,CH0002,2026-06-19,Completed,3121.35,7.82,3113.53,3113.53,KRW
O00327,C00196,CH0002,2026-06-13,Completed,3122.48,500.04,2622.44,2622.44,KRW
O00328,C00196,CH0002,2026-06-23,Completed,2698.80,398.03,2300.77,2300.77,KRW
O00329,C00197,CH0002,2026-06-06,Completed,1943.76,546.80,1396.96,1396.96,KRW
O00330,C00198,CH0004,2026-06-12,Completed,984.09,238.62,745.47,745.47,KRW
O00331,C00198,CH0003,2026-06-22,Completed,1540.43,83.78,1456.65,1456.65,KRW
O00332,C00198,CH0001,2026-05-31,Completed,2036.36,223.05,1813.31,1813.31,KRW
O00333,C00199,CH0001,2026-06-03,Completed,2357.35,20.93,2336.42,2336.42,KRW
O00334,C00199,CH0004,2026-05-19,Completed,1527.40,248.79,1278.61,1278.61,KRW
O00335,C00199,CH0003,2026-06-07,Completed,3800.37,531.53,3268.84,3268.84,KRW
O00336,C00200,CH0001,2026-05-02,Completed,2064.68,327.87,1736.81,1736.81,KRW
O00337,C00200,CH0001,2026-06-14,Completed,690.27,157.57,532.70,532.70,KRW
O00338,C00200,CH0004,2026-06-12,Cancelled,310.61,29.03,281.58,281.58,KRW
O00339,C00201,CH0003,2026-05-12,Completed,4261.57,941.16,3320.41,3320.41,KRW
O00340,C00202,CH0002,2026-06-01,Completed,2576.31,224.08,2352.23,2352.23,KRW
O00341,C00203,CH0003,2026-06-21,Completed,4162.10,13.04,4149.06,4149.06,KRW
O00342,C00203,CH0002,2026-06-06,Completed,1442.44,82.29,1360.15,1360.15,KRW
O00343,C00204,CH0002,2026-05-16,Completed,1780.74,45.49,1735.25,1735.25,KRW
O00344,C00205,CH0002,2026-06-16,Completed,1651.72,224.05,1427.67,1427.67,KRW
O00345,C00206,CH0004,2026-05-29,Completed,863.66,241.88,621.78,621.78,KRW
O00346,C00207,CH0004,2026-05-30,Completed,383.90,49.73,334.17,334.17,KRW
O00347,C00207,CH0004,2026-06-12,Completed,3471.51,991.13,2480.38,2480.38,KRW
O00348,C00208,CH0002,2026-05-10,Cancelled,1892.04,7.85,1884.19,1884.19,KRW
O00349,C00209,CH0001,2026-05-08,Completed,2940.70,293.34,2647.36,2647.36,KRW
O00350,C00209,CH0003,2026-06-27,Completed,695.98,116.39,579.59,579.59,KRW
O00351,C00210,CH0001,2026-05-01,Cancelled,1504.04,42.03,1462.01,1462.01,KRW
O00352,C00211,CH0004,2026-05-08,Completed,2082.87,591.73,1491.14,1491.14,KRW
O00353,C00212,CH0002,2026-06-07,Cancelled,1930.30,110.30,1820.00,1820.00,KRW
O00354,C00212,CH0001,2026-05-12,Completed,1937.21,177.55,1759.66,1759.66,KRW
O00355,C00213,CH0004,2026-06-10,Completed,1333.32,373.87,959.45,959.45,KRW
O00356,C00214,CH0003,2026-06-19,Completed,1174.74,55.23,1119.51,1119.51,KRW
O00357,C00214,CH0003,2026-06-11,Cancelled,3784.56,176.53,3608.03,3608.03,KRW
O00358,C00215,CH0004,2026-06-09,Cancelled,2538.08,692.64,1845.44,1845.44,KRW
O00359,C00215,CH0004,2026-05-22,Completed,2974.60,44.12,2930.48,2930.48,KRW
O00360,C00216,CH0003,2026-06-10,Completed,373.16,94.21,278.95,278.95,KRW
O00361,C00216,CH0001,2026-06-27,Completed,999.39,53.66,945.73,945.73,KRW
O00362,C00216,CH0001,2026-06-29,Completed,1924.23,433.91,1490.32,1490.32,KRW
O00363,C00217,CH0001,2026-06-06,Completed,949.42,83.32,866.10,866.10,KRW
O00364,C00218,CH0004,2026-05-09,Completed,1754.40,484.25,1270.15,1270.15,KRW
O00365,C00219,CH0004,2026-05-13,Completed,1090.67,30.18,1060.49,1060.49,KRW
O00366,C00220,CH0003,2026-06-11,Completed,3081.28,466.97,2614.31,2614.31,KRW
O00367,C00220,CH0004,2026-06-15,Completed,2316.70,125.70,2191.00,2191.00,KRW
O00368,C00221,CH0001,2026-06-23,Completed,775.14,105.12,670.02,670.02,KRW
O00369,C00222,CH0002,2026-05-21,Completed,1897.69,446.85,1450.84,1450.84,KRW
O00370,C00223,CH0002,2026-06-04,Completed,1075.79,98.64,977.15,977.15,KRW
O00371,C00224,CH0004,2026-06-22,Completed,2890.92,133.93,2756.99,2756.99,KRW
O00372,C00224,CH0004,2026-05-13,Completed,1589.50,180.54,1408.96,1408.96,KRW
O00373,C00225,CH0003,2026-06-15,Completed,317.46,85.31,232.15,232.15,KRW
O00374,C00226,CH0001,2026-05-27,Completed,850.72,187.44,663.28,663.28,KRW
O00375,C00227,CH0003,2026-05-22,Completed,2227.73,112.32,2115.41,2115.41,KRW
O00376,C00227,CH0001,2026-06-13,Completed,2694.86,348.29,2346.57,2346.57,KRW
O00377,C00228,CH0002,2026-05-26,Completed,759.66,122.04,637.62,637.62,KRW
O00378,C00228,CH0001,2026-06-15,Completed,1916.01,89.33,1826.68,1826.68,KRW
O00379,C00229,CH0001,2026-05-31,Completed,2531.80,290.11,2241.69,2241.69,KRW
O00380,C00229,CH0001,2026-05-28,Completed,2802.77,310.45,2492.32,2492.32,KRW
O00381,C00230,CH0003,2026-06-21,Completed,3572.33,580.82,2991.51,2991.51,KRW
O00382,C00230,CH0004,2026-05-13,Completed,408.75,59.93,348.82,348.82,KRW
O00383,C00231,CH0003,2026-06-23,Completed,1506.47,22.45,1484.02,1484.02,KRW
O00384,C00232,CH0001,2026-06-17,Completed,1060.58,153.34,907.24,907.24,KRW
O00385,C00232,CH0003,2026-05-14,Completed,2869.22,389.34,2479.88,2479.88,KRW
O00386,C00233,CH0001,2026-05-14,Completed,137.62,30.14,107.48,107.48,KRW
O00387,C00234,CH0003,2026-06-29,Completed,2170.72,489.46,1681.26,1681.26,KRW
O00388,C00235,CH0004,2026-06-04,Completed,997.70,55.09,942.61,942.61,KRW
O00389,C00235,CH0004,2026-05-12,Completed,1506.19,320.53,1185.66,1185.66,KRW
O00390,C00236,CH0004,2026-06-19,Completed,434.50,104.99,329.51,329.51,KRW
O00391,C00236,CH0004,2026-06-22,Completed,1680.60,142.98,1537.62,1537.62,KRW
O00392,C00237,CH0004,2026-06-01,Cancelled,2275.07,563.27,1711.80,1711.80,KRW
O00393,C00238,CH0001,2026-05-28,Completed,605.10,165.80,439.30,439.30,KRW
O00394,C00239,CH0002,2026-06-06,Completed,511.30,26.92,484.38,484.38,KRW
O00395,C00239,CH0003,2026-06-11,Completed,1985.88,219.10,1766.78,1766.78,KRW
O00396,C00240,CH0004,2026-05-25,Completed,2468.94,30.94,2438.00,2438.00,KRW
O00397,C00241,CH0003,2026-06-15,Completed,3854.55,375.19,3479.36,3479.36,KRW
O00398,C00241,CH0001,2026-06-19,Completed,1544.08,141.01,1403.07,1403.07,KRW
O00399,C00241,CH0003,2026-05-25,Completed,3136.30,159.39,2976.91,2976.91,KRW
O00400,C00242,CH0001,2026-06-26,Completed,396.90,37.73,359.17,359.17,KRW
O00401,C00243,CH0001,2026-05-24,Completed,813.38,19.41,793.97,793.97,KRW
O00402,C00244,CH0003,2026-05-28,Completed,2654.73,451.93,2202.80,2202.80,KRW
O00403,C00244,CH0004,2026-05-21,Completed,480.90,49.62,431.28,431.28,KRW
O00404,C00245,CH0004,2026-06-27,Completed,2108.67,563.26,1545.41,1545.41,KRW
O00405,C00246,CH0001,2026-05-11,Completed,2302.80,207.83,2094.97,2094.97,KRW
O00406,C00247,CH0003,2026-06-28,Completed,2049.45,272.55,1776.90,1776.90,KRW
O00407,C00247,CH0002,2026-06-28,Completed,1059.24,167.72,891.52,891.52,KRW
O00408,C00247,CH0004,2026-06-08,Completed,3176.22,534.85,2641.37,2641.37,KRW
O00409,C00248,CH0001,2026-06-25,Completed,686.07,189.04,497.03,497.03,KRW
O00410,C00249,CH0001,2026-05-21,Completed,3649.16,929.63,2719.53,2719.53,KRW
O00411,C00250,CH0003,2026-06-27,Completed,2141.22,98.42,2042.80,2042.80,KRW
O00412,C00250,CH0004,2026-06-06,Completed,4604.04,713.20,3890.84,3890.84,KRW
O00413,C00251,CH0002,2026-05-27,Completed,2119.34,184.18,1935.16,1935.16,KRW
O00414,C00251,CH0002,2026-06-11,Cancelled,3052.96,40.32,3012.64,3012.64,KRW
O00415,C00252,CH0004,2026-06-14,Completed,1372.23,292.01,1080.22,1080.22,KRW
O00416,C00253,CH0001,2026-06-27,Completed,1042.45,274.92,767.53,767.53,KRW
O00417,C00254,CH0002,2026-06-08,Completed,596.42,27.62,568.80,568.80,KRW
O00418,C00254,CH0001,2026-05-10,Completed,493.26,45.84,447.42,447.42,KRW
O00419,C00254,CH0001,2026-06-07,Completed,192.38,28.74,163.64,163.64,KRW
O00420,C00255,CH0003,2026-06-12,Completed,587.52,126.67,460.85,460.85,KRW
O00421,C00256,CH0004,2026-06-07,Cancelled,2212.94,194.59,2018.35,2018.35,KRW
O00422,C00256,CH0004,2026-05-31,Completed,2396.22,367.80,2028.42,2028.42,KRW
O00423,C00257,CH0004,2026-05-27,Completed,1611.44,271.67,1339.77,1339.77,KRW
O00424,C00257,CH0002,2026-05-13,Completed,1559.08,77.44,1481.64,1481.64,KRW
O00425,C00258,CH0004,2026-05-21,Completed,709.30,154.71,554.59,554.59,KRW
O00426,C00259,CH0002,2026-05-16,Completed,2632.95,675.76,1957.19,1957.19,KRW
O00427,C00259,CH0003,2026-06-16,Completed,520.41,80.67,439.74,439.74,KRW
O00428,C00260,CH0004,2026-06-28,Completed,1033.67,105.31,928.36,928.36,KRW
O00429,C00260,CH0003,2026-06-05,Completed,2090.49,101.63,1988.86,1988.86,KRW
O00430,C00261,CH0004,2026-06-21,Completed,2411.36,13.33,2398.03,2398.03,KRW
O00431,C00262,CH0002,2026-06-21,Completed,1721.25,7.19,1714.06,1714.06,KRW
O00432,C00263,CH0001,2026-06-08,Completed,1295.91,62.52,1233.39,1233.39,KRW
O00433,C00263,CH0002,2026-06-26,Completed,1479.76,43.35,1436.41,1436.41,KRW
O00434,C00264,CH0001,2026-05-18,Completed,1072.35,60.88,1011.47,1011.47,KRW
O00435,C00264,CH0002,2026-06-25,Completed,1571.68,85.21,1486.47,1486.47,KRW
O00436,C00265,CH0001,2026-06-20,Completed,2182.74,618.72,1564.02,1564.02,KRW
O00437,C00266,CH0004,2026-05-21,Completed,3614.40,332.45,3281.95,3281.95,KRW
O00438,C00266,CH0004,2026-06-11,Completed,1630.32,1.83,1628.49,1628.49,KRW
O00439,C00266,CH0003,2026-05-31,Completed,1725.74,85.23,1640.51,1640.51,KRW
O00440,C00267,CH0004,2026-06-22,Completed,2110.79,362.95,1747.84,1747.84,KRW
O00441,C00267,CH0004,2026-06-28,Completed,2050.14,104.03,1946.11,1946.11,KRW
O00442,C00268,CH0001,2026-06-12,Completed,1741.38,92.88,1648.50,1648.50,KRW
O00443,C00268,CH0002,2026-05-29,Completed,1589.58,212.54,1377.04,1377.04,KRW
O00444,C00268,CH0001,2026-05-19,Completed,149.87,7.59,142.28,142.28,KRW
O00445,C00269,CH0002,2026-06-22,Completed,1852.89,299.54,1553.35,1553.35,KRW
O00446,C00270,CH0001,2026-06-14,Completed,97.94,21.32,76.62,76.62,KRW
O00447,C00271,CH0003,2026-05-23,Completed,880.53,143.81,736.72,736.72,KRW
O00448,C00272,CH0001,2026-06-08,Completed,3469.31,102.60,3366.71,3366.71,KRW
O00449,C00273,CH0004,2026-05-04,Completed,1796.41,418.24,1378.17,1378.17,KRW
O00450,C00274,CH0002,2026-05-22,Completed,1225.46,112.21,1113.25,1113.25,KRW
O00451,C00274,CH0003,2026-05-31,Completed,1386.03,28.43,1357.60,1357.60,KRW
O00452,C00274,CH0004,2026-06-05,Completed,661.89,110.41,551.48,551.48,KRW
O00453,C00275,CH0004,2026-05-02,Completed,1192.51,172.87,1019.64,1019.64,KRW
O00454,C00275,CH0004,2026-06-06,Completed,363.54,53.49,310.05,310.05,KRW
O00455,C00276,CH0003,2026-05-07,Completed,2681.75,136.34,2545.41,2545.41,KRW
O00456,C00276,CH0004,2026-05-21,Completed,3203.97,453.99,2749.98,2749.98,KRW
O00457,C00277,CH0004,2026-05-01,Completed,2426.36,115.39,2310.97,2310.97,KRW
O00458,C00277,CH0001,2026-05-10,Completed,391.51,11.44,380.07,380.07,KRW
O00459,C00278,CH0003,2026-05-03,Completed,2867.24,27.25,2839.99,2839.99,KRW
O00460,C00278,CH0001,2026-05-29,Completed,760.79,41.14,719.65,719.65,KRW
O00461,C00279,CH0002,2026-06-13,Completed,976.28,145.03,831.25,831.25,KRW
O00462,C00279,CH0003,2026-05-27,Completed,1123.38,192.85,930.53,930.53,KRW
O00463,C00279,CH0004,2026-05-17,Cancelled,2066.12,91.08,1975.04,1975.04,KRW
O00464,C00280,CH0003,2026-06-02,Completed,588.14,6.78,581.36,581.36,KRW
O00465,C00280,CH0002,2026-06-24,Completed,1803.34,277.47,1525.87,1525.87,KRW
O00466,C00280,CH0001,2026-05-22,Completed,1456.84,4.47,1452.37,1452.37,KRW
O00467,C00281,CH0003,2026-05-07,Completed,1104.66,279.05,825.61,825.61,KRW
O00468,C00282,CH0003,2026-05-07,Completed,642.14,108.79,533.35,533.35,KRW
O00469,C00282,CH0002,2026-05-30,Completed,2025.60,339.65,1685.95,1685.95,KRW
O00470,C00283,CH0001,2026-05-15,Completed,2182.44,330.87,1851.57,1851.57,KRW
O00471,C00283,CH0003,2026-05-28,Completed,2591.80,423.49,2168.31,2168.31,KRW
O00472,C00283,CH0003,2026-06-10,Completed,2266.82,225.94,2040.88,2040.88,KRW
O00473,C00284,CH0003,2026-05-10,Completed,1824.18,24.20,1799.98,1799.98,KRW
O00474,C00285,CH0004,2026-06-23,Completed,2420.52,384.77,2035.75,2035.75,KRW
O00475,C00285,CH0003,2026-05-31,Completed,544.24,89.97,454.27,454.27,KRW
O00476,C00286,CH0003,2026-05-12,Completed,310.66,80.60,230.06,230.06,KRW
O00477,C00287,CH0002,2026-05-01,Completed,2082.62,497.32,1585.30,1585.30,KRW
O00478,C00288,CH0001,2026-05-18,Completed,2434.41,219.28,2215.13,2215.13,KRW
O00479,C00288,CH0003,2026-05-29,Completed,1710.78,150.08,1560.70,1560.70,KRW
O00480,C00289,CH0001,2026-06-21,Completed,992.04,52.43,939.61,939.61,KRW
O00481,C00289,CH0004,2026-06-26,Completed,3805.64,504.23,3301.41,3301.41,KRW
O00482,C00290,CH0002,2026-06-07,Completed,860.78,226.18,634.60,634.60,KRW
O00483,C00291,CH0004,2026-05-20,Completed,3280.69,560.76,2719.93,2719.93,KRW
O00484,C00292,CH0003,2026-06-18,Completed,3137.01,535.31,2601.70,2601.70,KRW
O00485,C00292,CH0003,2026-06-03,Completed,3112.86,163.68,2949.18,2949.18,KRW
O00486,C00292,CH0003,2026-05-14,Completed,403.40,18.15,385.25,385.25,KRW
O00487,C00293,CH0002,2026-06-01,Cancelled,2314.87,554.57,1760.30,1760.30,KRW
O00488,C00294,CH0003,2026-06-24,Cancelled,894.77,84.76,810.01,810.01,KRW
O00489,C00294,CH0002,2026-05-29,Completed,2302.80,17.70,2285.10,2285.10,KRW
O00490,C00295,CH0001,2026-06-13,Completed,2986.08,167.67,2818.41,2818.41,KRW
O00491,C00295,CH0001,2026-05-15,Completed,3879.51,209.15,3670.36,3670.36,KRW
O00492,C00296,CH0001,2026-05-14,Completed,2323.32,105.84,2217.48,2217.48,KRW
O00493,C00296,CH0004,2026-05-20,Completed,896.23,51.22,845.01,845.01,KRW
O00494,C00296,CH0004,2026-06-27,Completed,1032.11,138.56,893.55,893.55,KRW
O00495,C00297,CH0003,2026-05-09,Completed,1660.33,23.10,1637.23,1637.23,KRW
O00496,C00298,CH0002,2026-05-12,Completed,3128.73,493.91,2634.82,2634.82,KRW
O00497,C00298,CH0003,2026-05-12,Completed,106.56,0.47,106.09,106.09,KRW
O00498,C00299,CH0004,2026-05-30,Completed,2835.03,459.50,2375.53,2375.53,KRW
O00499,C00299,CH0002,2026-05-14,Completed,67.01,9.69,57.32,57.32,KRW
O00500,C00299,CH0001,2026-05-27,Completed,1106.76,61.99,1044.77,1044.77,KRW
O00501,C00300,CH0001,2026-06-26,Completed,1811.20,81.27,1729.93,1729.93,KRW
O00502,C00300,CH0004,2026-06-03,Completed,72.78,1.13,71.65,71.65,KRW
O00503,C00300,CH0002,2026-05-21,Completed,2122.01,94.50,2027.51,2027.51,KRW
O00504,C00301,CH0003,2026-06-11,Completed,3582.42,50.97,3531.45,3531.45,KRW
O00505,C00302,CH0003,2026-05-22,Completed,3590.24,64.63,3525.61,3525.61,KRW
O00506,C00303,CH0002,2026-05-12,Completed,1462.32,165.88,1296.44,1296.44,KRW
O00507,C00303,CH0004,2026-05-11,Completed,2374.02,371.90,2002.12,2002.12,KRW
O00508,C00303,CH0003,2026-05-05,Completed,2099.64,96.87,2002.77,2002.77,KRW
O00509,C00304,CH0002,2026-05-25,Completed,505.08,44.95,460.13,460.13,KRW
O00510,C00305,CH0004,2026-06-24,Completed,1182.12,26.68,1155.44,1155.44,KRW
O00511,C00306,CH0001,2026-05-23,Completed,1286.40,217.10,1069.30,1069.30,KRW
O00512,C00306,CH0002,2026-06-17,Completed,3470.63,319.93,3150.70,3150.70,KRW
O00513,C00307,CH0003,2026-06-09,Completed,217.70,18.90,198.80,198.80,KRW
O00514,C00307,CH0004,2026-06-16,Completed,3121.87,152.39,2969.48,2969.48,KRW
O00515,C00307,CH0003,2026-05-04,Completed,1883.76,161.28,1722.48,1722.48,KRW
O00516,C00308,CH0003,2026-06-10,Completed,2030.75,185.48,1845.27,1845.27,KRW
O00517,C00309,CH0002,2026-05-23,Completed,661.60,105.71,555.89,555.89,KRW
O00518,C00310,CH0001,2026-05-05,Completed,2324.60,261.53,2063.07,2063.07,KRW
O00519,C00310,CH0001,2026-05-29,Completed,163.82,25.89,137.93,137.93,KRW
O00520,C00311,CH0002,2026-05-15,Completed,3392.36,490.67,2901.69,2901.69,KRW
O00521,C00311,CH0002,2026-06-27,Completed,259.13,6.93,252.20,252.20,KRW
O00522,C00312,CH0004,2026-05-04,Cancelled,2363.07,586.74,1776.33,1776.33,KRW
O00523,C00313,CH0002,2026-06-08,Completed,1728.31,257.09,1471.22,1471.22,KRW
O00524,C00313,CH0001,2026-05-04,Completed,1404.74,62.53,1342.21,1342.21,KRW
O00525,C00314,CH0001,2026-06-03,Completed,658.02,178.34,479.68,479.68,KRW
O00526,C00315,CH0001,2026-06-07,Completed,3121.22,26.26,3094.96,3094.96,KRW
O00527,C00316,CH0002,2026-06-19,Completed,923.73,85.45,838.28,838.28,KRW
O00528,C00316,CH0002,2026-05-19,Completed,228.96,24.50,204.46,204.46,KRW
O00529,C00317,CH0004,2026-05-21,Completed,1511.40,140.50,1370.90,1370.90,KRW
O00530,C00318,CH0002,2026-06-12,Completed,3047.61,78.74,2968.87,2968.87,KRW
O00531,C00318,CH0001,2026-05-23,Completed,2734.07,1.14,2732.93,2732.93,KRW
O00532,C00319,CH0003,2026-06-14,Completed,1453.56,63.08,1390.48,1390.48,KRW
O00533,C00319,CH0002,2026-06-23,Completed,789.14,38.75,750.39,750.39,KRW
O00534,C00319,CH0002,2026-06-22,Completed,2764.96,144.13,2620.83,2620.83,KRW
O00535,C00320,CH0003,2026-06-10,Completed,818.92,93.59,725.33,725.33,KRW
O00536,C00321,CH0002,2026-05-07,Completed,4925.10,1067.34,3857.76,3857.76,KRW
O00537,C00322,CH0002,2026-05-16,Completed,538.09,138.91,399.18,399.18,KRW
O00538,C00323,CH0001,2026-05-27,Completed,2619.43,143.13,2476.30,2476.30,KRW
O00539,C00323,CH0002,2026-06-28,Completed,4530.98,78.84,4452.14,4452.14,KRW
O00540,C00324,CH0004,2026-06-02,Completed,421.62,10.29,411.33,411.33,KRW
O00541,C00324,CH0001,2026-05-02,Completed,353.73,16.62,337.11,337.11,KRW
O00542,C00325,CH0001,2026-05-30,Completed,1012.95,88.76,924.19,924.19,KRW
O00543,C00326,CH0002,2026-06-09,Completed,1380.16,150.57,1229.59,1229.59,KRW
O00544,C00326,CH0004,2026-06-17,Completed,513.85,22.47,491.38,491.38,KRW
O00545,C00326,CH0004,2026-06-11,Completed,1972.64,92.82,1879.82,1879.82,KRW
O00546,C00327,CH0003,2026-05-09,Completed,161.12,7.33,153.79,153.79,KRW
O00547,C00327,CH0002,2026-06-11,Completed,1756.18,23.60,1732.58,1732.58,KRW
O00548,C00327,CH0002,2026-05-19,Completed,1015.56,163.98,851.58,851.58,KRW
O00549,C00328,CH0002,2026-05-27,Completed,4779.20,231.13,4548.07,4548.07,KRW
O00550,C00329,CH0002,2026-06-24,Completed,2637.30,58.84,2578.46,2578.46,KRW
O00551,C00330,CH0003,2026-06-15,Completed,1161.16,3.44,1157.72,1157.72,KRW
O00552,C00331,CH0004,2026-05-07,Completed,3163.80,307.21,2856.59,2856.59,KRW
O00553,C00331,CH0003,2026-06-18,Completed,3436.24,65.84,3370.40,3370.40,KRW
O00554,C00331,CH0001,2026-06-11,Completed,800.08,6.44,793.64,793.64,KRW
O00555,C00332,CH0004,2026-05-24,Completed,2254.37,120.58,2133.79,2133.79,KRW
O00556,C00332,CH0001,2026-05-19,Cancelled,3052.26,131.23,2921.03,2921.03,KRW
O00557,C00332,CH0001,2026-06-28,Completed,1247.40,132.81,1114.59,1114.59,KRW
O00558,C00333,CH0003,2026-06-11,Completed,67.53,17.95,49.58,49.58,KRW
O00559,C00334,CH0003,2026-06-12,Completed,2638.44,368.12,2270.32,2270.32,KRW
O00560,C00334,CH0002,2026-05-22,Completed,2642.85,364.10,2278.75,2278.75,KRW
O00561,C00334,CH0003,2026-05-07,Completed,790.97,37.97,753.00,753.00,KRW
O00562,C00335,CH0001,2026-06-28,Completed,1704.11,476.69,1227.42,1227.42,KRW
O00563,C00336,CH0003,2026-05-28,Completed,388.83,34.25,354.58,354.58,KRW
O00564,C00336,CH0004,2026-06-26,Completed,571.45,62.80,508.65,508.65,KRW
O00565,C00337,CH0003,2026-05-15,Completed,4291.02,1222.89,3068.13,3068.13,KRW
O00566,C00338,CH0003,2026-05-19,Cancelled,1522.40,80.16,1442.24,1442.24,KRW
O00567,C00338,CH0003,2026-06-12,Completed,217.70,9.91,207.79,207.79,KRW
O00568,C00339,CH0001,2026-06-26,Completed,4543.39,69.80,4473.59,4473.59,KRW
O00569,C00339,CH0004,2026-05-09,Completed,2268.63,120.80,2147.83,2147.83,KRW
O00570,C00339,CH0003,2026-05-16,Completed,3439.91,168.30,3271.61,3271.61,KRW
O00571,C00340,CH0003,2026-06-12,Completed,1146.51,108.88,1037.63,1037.63,KRW
O00572,C00340,CH0004,2026-05-21,Completed,5003.94,783.70,4220.24,4220.24,KRW
O00573,C00341,CH0002,2026-06-02,Completed,1933.25,202.18,1731.07,1731.07,KRW
O00574,C00342,CH0002,2026-05-27,Completed,95.30,21.89,73.41,73.41,KRW
O00575,C00343,CH0004,2026-05-27,Completed,711.83,108.79,603.04,603.04,KRW
O00576,C00344,CH0001,2026-05-29,Completed,1442.98,202.36,1240.62,1240.62,KRW
O00577,C00344,CH0001,2026-05-09,Completed,979.16,92.86,886.30,886.30,KRW
O00578,C00345,CH0004,2026-05-02,Completed,416.38,119.54,296.84,296.84,KRW
O00579,C00346,CH0003,2026-06-26,Completed,1593.16,160.13,1433.03,1433.03,KRW
O00580,C00346,CH0001,2026-06-16,Completed,1429.87,125.62,1304.25,1304.25,KRW
O00581,C00346,CH0002,2026-05-28,Cancelled,1754.40,155.45,1598.95,1598.95,KRW
O00582,C00347,CH0003,2026-06-03,Completed,2223.61,566.62,1656.99,1656.99,KRW
O00583,C00348,CH0002,2026-06-04,Completed,795.95,196.52,599.43,599.43,KRW
O00584,C00349,CH0002,2026-05-04,Completed,3051.12,163.66,2887.46,2887.46,KRW
O00585,C00350,CH0001,2026-05-05,Completed,819.36,175.83,643.53,643.53,KRW
O00586,C00351,CH0004,2026-05-19,Completed,2804.03,138.63,2665.40,2665.40,KRW
O00587,C00351,CH0003,2026-05-27,Completed,3262.49,418.77,2843.72,2843.72,KRW
O00588,C00352,CH0004,2026-06-11,Completed,1639.52,83.77,1555.75,1555.75,KRW
O00589,C00352,CH0002,2026-06-27,Completed,2176.80,359.68,1817.12,1817.12,KRW
O00590,C00353,CH0004,2026-05-20,Cancelled,5097.80,269.12,4828.68,4828.68,KRW
O00591,C00353,CH0004,2026-06-23,Completed,635.91,0.35,635.56,635.56,KRW
O00592,C00354,CH0004,2026-05-25,Completed,993.66,128.27,865.39,865.39,KRW
O00593,C00354,CH0004,2026-06-06,Completed,283.30,30.38,252.92,252.92,KRW
O00594,C00355,CH0001,2026-05-24,Completed,2834.94,464.70,2370.24,2370.24,KRW
O00595,C00355,CH0003,2026-05-27,Completed,664.60,60.74,603.86,603.86,KRW
O00596,C00356,CH0003,2026-05-10,Completed,1623.30,366.19,1257.11,1257.11,KRW
O00597,C00356,CH0002,2026-06-25,Completed,2448.27,338.04,2110.23,2110.23,KRW
O00598,C00357,CH0001,2026-06-07,Completed,1007.79,55.36,952.43,952.43,KRW
O00599,C00357,CH0002,2026-06-25,Completed,2884.11,431.16,2452.95,2452.95,KRW
O00600,C00358,CH0003,2026-05-14,Completed,2489.30,558.01,1931.29,1931.29,KRW
O00601,C00359,CH0001,2026-06-23,Completed,1338.70,188.70,1150.00,1150.00,KRW
O00602,C00359,CH0003,2026-06-12,Completed,1756.68,76.15,1680.53,1680.53,KRW
O00603,C00360,CH0004,2026-06-26,Completed,1984.80,226.22,1758.58,1758.58,KRW
O00604,C00361,CH0004,2026-05-22,Completed,1880.16,100.35,1779.81,1779.81,KRW
