order_id,promotion_id
O01617,PR00227
O01619,PR00255
O01619,PR00815
O01620,PR00517
O01622,PR00032
O01623,PR00640
O01624,PR00586
O01625,PR00287
O01626,PR00879
O01627,PR00556
O01628,PR00456
O01629,PR00139
O01630,PR00252
O01631,PR00284
O01632,PR00050
O01633,PR00013
O01634,PR00938
O01635,PR00522
O01636,PR00136
O01638,PR00105
O01638,PR00881
O01639,PR00886
O01640,PR00104
O01642,PR00715
O01643,PR00914
O01644,PR00443
O01645,PR00742
O01647,PR00473
O01647,PR00753
O01648,PR00020
O01649,PR00573
O01650,PR00048
O01651,PR00341
O01652,PR00025
O01653,PR00722
O01654,PR00897
O01655,PR00378
O01656,PR00279
O01657,PR00507
O01658,PR00582
O01659,PR00518
O01660,PR00765
O01661,PR00621
O01662,PR00230
O01663,PR00373
O01665,PR00138
O01666,PR00762
O01667,PR00599
O01668,PR00122
O01669,PR00673
O01670,PR00702
O01673,PR00321
O01675,PR00931
O01675,PR00227
O01676,PR00774
O01677,PR00697
O01678,PR00681
O01680,PR00555
O01680,PR00363
O01681,PR00062
O01682,PR00279
O01683,PR00918
O01684,PR00330
O01686,PR00341
O01687,PR00055
O01687,PR00971
O01689,PR00649
O01690,PR00410
O01691,PR00949
O01692,PR00047
O01693,PR00627
O01694,PR00101
O01696,PR00700
O01698,PR00557
O01699,PR00323
O01700,PR00451
O01702,PR00797
O01703,PR00197
O01704,PR00656
O01705,PR00688
O01707,PR00213
O01708,PR00720
O01709,PR00167
O01710,PR00051
O01711,PR00592
O01712,PR00058
O01712,PR00042
O01713,PR00882
O01715,PR00285
O01716,PR00657
O01717,PR00959
O01718,PR00900
O01719,PR00673
O01721,PR00246
O01721,PR00818
O01722,PR00533
O01724,PR00977
O01725,PR00102
O01726,PR00604
O01728,PR00961
O01729,PR00200
O01730,PR00231
O01730,PR00487
O01731,PR00715
O01732,PR00614
O01733,PR00259
O01734,PR00392
O01734,PR00992
O01735,PR00064
O01736,PR00229
O01737,PR00375
O01739,PR00890
O01740,PR00134
O01742,PR00858
O01743,PR00774
O01744,PR00530
O01745,PR00183
O01746,PR00386
O01747,PR00518
O01747,PR00646
O01748,PR00742
O01749,PR00691
O01750,PR00847
O01752,PR00128
O01753,PR00053
O01754,PR00430
O01754,PR00506
O01755,PR00286
O01756,PR00309
O01757,PR00566
O01759,PR00779
O01761,PR00625
O01762,PR00311
O01763,PR00628
O01764,PR00924
O01764,PR00724
O01765,PR00464
O01766,PR00161
O01767,PR00083
O01767,PR00667
O01768,PR00813
O01769,PR00070
O01770,PR00546
O01771,PR00527
O01772,PR00152
O01773,PR00084
O01774,PR00057
O01776,PR00967
O01777,PR00210
O01778,PR00396
O01779,PR00126
O01780,PR00939
O01781,PR00283
O01782,PR00157
O01783,PR00618
O01784,PR00627
O01784,PR00375
O01785,PR00654
O01785,PR00406
O01786,PR00141
O01787,PR00566
O01788,PR00643
O01790,PR00608
O01791,PR00892
O01792,PR00762
O01793,PR00175
O01793,PR00059
O01795,PR00825
O01796,PR00687
O01796,PR00779
O01798,PR00789
O01799,PR00511
O01800,PR00730
O01801,PR00160
O01803,PR00616
O01804,PR00437
O01805,PR00423
O01806,PR00944
O01806,PR00652
O01807,PR00068
O01808,PR00321
O01809,PR00540
O01810,PR00231
O01811,PR00307
O01811,PR00063
O01812,PR00907
O01813,PR00538
O01814,PR00903
O01815,PR00012
O01816,PR00160
O01818,PR00045
O01819,PR00968
O01820,PR00911
O01821,PR00175
O01821,PR00003
O01822,PR00634
O01822,PR00038
O01823,PR00271
O01824,PR00334
O01825,PR00575
O01826,PR00199
O01827,PR00114
O01828,PR00091
O01829,PR00515
O01832,PR00316
O01833,PR00720
O01834,PR00423
O01835,PR00170
O01836,PR00206
O01837,PR00913
O01838,PR00486
O01841,PR00723
O01842,PR00290
O01842,PR00042
O01843,PR00838
O01845,PR00765
O01845,PR00209
O01848,PR00319
O01849,PR00654
O01850,PR00332
O01850,PR00204
O01852,PR00535
O01854,PR00406
O01855,PR00677
O01856,PR00696
O01859,PR00036
O01860,PR00116
O01861,PR00526
O01862,PR00933
O01865,PR00969
O01866,PR00252
O01869,PR00210
O01870,PR00291
O01870,PR00063
O01871,PR00852
O01872,PR00696
O01873,PR00310
O01874,PR00371
O01874,PR00751
O01879,PR00942
O01880,PR00588
O01881,PR00163
O01883,PR00883
O01884,PR00290
O01884,PR00618
O01885,PR00645
O01886,PR00318
O01887,PR00961
O01888,PR00554
O01889,PR00410
O01890,PR00317
O01892,PR00334
O01893,PR00464
O01894,PR00344
O01895,PR00824
O01896,PR00783
O01897,PR00487
O01898,PR00163
O01899,PR00962
O01900,PR00875
O01901,PR00401
O01901,PR00273
O01902,PR00714
O01902,PR00066
O01903,PR00232
O01904,PR00686
O01906,PR00625
O01907,PR00750
O01908,PR00705
O01909,PR00442
O01910,PR00471
O01911,PR00560
O01912,PR00432
O01914,PR00407
O01914,PR00203
O01915,PR00218
O01916,PR00383
O01917,PR00357
O01917,PR00133
O01918,PR00542
O01919,PR00387
O01919,PR00483
O01920,PR00461
O01920,PR00229
O01922,PR00892
O01923,PR00316
O01925,PR00178
O01926,PR00695
O01927,PR00867
O01928,PR00159
O01929,PR00625
O01931,PR00192
O01933,PR00072
O01933,PR00384
O01935,PR00636
O01936,PR00070
O01936,PR00814
O01937,PR00519
O01938,PR00733
O01939,PR00018
O01940,PR00386
O01942,PR00932
O01943,PR00457
O01945,PR00681
O01946,PR00595
O01948,PR00207
O01949,PR00945
O01950,PR00520
O01951,PR00856
O01952,PR00185
O01954,PR00864
O01955,PR00205
O01956,PR00707
O01957,PR00296
O01958,PR00503
O01959,PR00336
O01960,PR00188
O01961,PR00093
O01962,PR00374
O01963,PR00160
O01963,PR00812
O01964,PR00485
O01965,PR00651
O01966,PR00876
O01967,PR00635
O01969,PR00762
O01970,PR00025
O01972,PR00136
O01973,PR00575
O01973,PR00671
O01975,PR00975
O01976,PR00598
O01976,PR00882
O01977,PR00231
O01978,PR00427
O01979,PR00160
O01980,PR00331
O01981,PR00748
O01982,PR00953
O01983,PR00582
O01984,PR00166
O01984,PR00958
O01985,PR00127
O01986,PR00103
O01987,PR00553
O01988,PR00403
O01989,PR00446
O01990,PR00317
O01990,PR00817
O01991,PR00971
O01993,PR00250
O01994,PR00213
O01995,PR00822
O01995,PR00350
O01996,PR00516
O01998,PR00297
O01999,PR00289
