snapshot_id,product_id,snapshot_date,on_hand_qty,reserved_qty
S00734,P00734,2026-05-22,222,33
S00735,P00735,2026-05-23,225,35
S00736,P00736,2026-05-24,228,37
S00737,P00737,2026-05-25,231,39
S00738,P00738,2026-05-26,234,41
S00739,P00739,2026-05-27,237,43
S00740,P00740,2026-05-28,240,45
S00741,P00741,2026-05-29,243,47
S00742,P00742,2026-05-30,246,49
S00743,P00743,2026-05-31,249,51
S00744,P00744,2026-05-01,252,53
S00745,P00745,2026-05-02,255,55
S00746,P00746,2026-05-03,258,57
S00747,P00747,2026-05-04,261,59
S00748,P00748,2026-05-05,264,61
S00749,P00749,2026-05-06,267,63
S00750,P00750,2026-05-07,270,65
S00751,P00751,2026-05-08,273,67
S00752,P00752,2026-05-09,276,69
S00753,P00753,2026-05-10,279,71
S00754,P00754,2026-05-11,282,73
S00755,P00755,2026-05-12,285,75
S00756,P00756,2026-05-13,288,77
S00757,P00757,2026-05-14,291,79
S00758,P00758,2026-05-15,294,81
S00759,P00759,2026-05-16,297,83
S00760,P00760,2026-05-17,300,5
S00761,P00761,2026-05-18,303,7
S00762,P00762,2026-05-19,306,9
S00763,P00763,2026-05-20,309,11
S00764,P00764,2026-05-21,312,13
S00765,P00765,2026-05-22,315,15
S00766,P00766,2026-05-23,318,17
S00767,P00767,2026-05-24,321,19
S00768,P00768,2026-05-25,324,21
S00769,P00769,2026-05-26,327,23
S00770,P00770,2026-05-27,330,25
S00771,P00771,2026-05-28,333,27
S00772,P00772,2026-05-29,336,29
S00773,P00773,2026-05-30,339,31
S00774,P00774,2026-05-31,342,33
S00775,P00775,2026-05-01,345,35
S00776,P00776,2026-05-02,348,37
S00777,P00777,2026-05-03,351,39
S00778,P00778,2026-05-04,354,41
S00779,P00779,2026-05-05,357,43
S00780,P00780,2026-05-06,360,45
S00781,P00781,2026-05-07,363,47
S00782,P00782,2026-05-08,366,49
S00783,P00783,2026-05-09,369,51
S00784,P00784,2026-05-10,372,53
S00785,P00785,2026-05-11,375,55
S00786,P00786,2026-05-12,378,57
S00787,P00787,2026-05-13,381,59
S00788,P00788,2026-05-14,384,61
S00789,P00789,2026-05-15,387,63
S00790,P00790,2026-05-16,390,65
S00791,P00791,2026-05-17,393,67
S00792,P00792,2026-05-18,396,69
S00793,P00793,2026-05-19,399,71
S00794,P00794,2026-05-20,402,73
S00795,P00795,2026-05-21,405,75
S00796,P00796,2026-05-22,408,77
S00797,P00797,2026-05-23,411,79
S00798,P00798,2026-05-24,414,81
S00799,P00799,2026-05-25,417,83
S00800,P00800,2026-05-26,420,5
S00801,P00801,2026-05-27,423,7
S00802,P00802,2026-05-28,426,9
S00803,P00803,2026-05-29,429,11
S00804,P00804,2026-05-30,432,13
S00805,P00805,2026-05-31,435,15
S00806,P00806,2026-05-01,438,17
S00807,P00807,2026-05-02,441,19
S00808,P00808,2026-05-03,444,21
S00809,P00809,2026-05-04,447,23
S00810,P00810,2026-05-05,450,25
S00811,P00811,2026-05-06,453,27
S00812,P00812,2026-05-07,456,29
S00813,P00813,2026-05-08,459,31
S00814,P00814,2026-05-09,462,33
S00815,P00815,2026-05-10,465,35
S00816,P00816,2026-05-11,468,37
S00817,P00817,2026-05-12,471,39
S00818,P00818,2026-05-13,474,41
S00819,P00819,2026-05-14,477,43
S00820,P00820,2026-05-15,480,45
S00821,P00821,2026-05-16,483,47
S00822,P00822,2026-05-17,486,49
S00823,P00823,2026-05-18,489,51
S00824,P00824,2026-05-19,492,53
S00825,P00825,2026-05-20,495,55
S00826,P00826,2026-05-21,498,57
S00827,P00827,2026-05-22,501,59
S00828,P00828,2026-05-23,504,61
S00829,P00829,2026-05-24,507,63
S00830,P00830,2026-05-25,510,65
S00831,P00831,2026-05-26,513,67
S00832,P00832,2026-05-27,516,69
S00833,P00833,2026-05-28,519,71
S00834,P00834,2026-05-29,22,73
S00835,P00835,2026-05-30,25,75
S00836,P00836,2026-05-31,28,77
S00837,P00837,2026-05-01,31,79
S00838,P00838,2026-05-02,34,81
S00839,P00839,2026-05-03,37,83
S00840,P00840,2026-05-04,40,5
S00841,P00841,2026-05-05,43,7
S00842,P00842,2026-05-06,46,9
S00843,P00843,2026-05-07,49,11
S00844,P00844,2026-05-08,52,13
S00845,P00845,2026-05-09,55,15
S00846,P00846,2026-05-10,58,17
S00847,P00847,2026-05-11,61,19
S00848,P00848,2026-05-12,64,21
S00849,P00849,2026-05-13,67,23
S00850,P00850,2026-05-14,70,25
S00851,P00851,2026-05-15,73,27
S00852,P00852,2026-05-16,76,29
S00853,P00853,2026-05-17,79,31
S00854,P00854,2026-05-18,82,33
S00855,P00855,2026-05-19,85,35
S00856,P00856,2026-05-20,88,37
S00857,P00857,2026-05-21,91,39
S00858,P00858,2026-05-22,94,41
S00859,P00859,2026-05-23,97,43
S00860,P00860,2026-05-24,100,45
S00861,P00861,2026-05-25,103,47
S00862,P00862,2026-05-26,106,49
S00863,P00863,2026-05-27,109,51
S00864,P00864,2026-05-28,112,53
S00865,P00865,2026-05-29,115,55
S00866,P00866,2026-05-30,118,57
S00867,P00867,2026-05-31,121,59
S00868,P00868,2026-05-01,124,61
S00869,P00869,2026-05-02,127,63
S00870,P00870,2026-05-03,130,65
S00871,P00871,2026-05-04,133,67
S00872,P00872,2026-05-05,136,69
S00873,P00873,2026-05-06,139,71
S00874,P00874,2026-05-07,142,73
S00875,P00875,2026-05-08,145,75
S00876,P00876,2026-05-09,148,77
S00877,P00877,2026-05-10,151,79
S00878,P00878,2026-05-11,154,81
S00879,P00879,2026-05-12,157,83
S00880,P00880,2026-05-13,160,5
S00881,P00881,2026-05-14,163,7
S00882,P00882,2026-05-15,166,9
S00883,P00883,2026-05-16,169,11
S00884,P00884,2026-05-17,172,13
S00885,P00885,2026-05-18,175,15
S00886,P00886,2026-05-19,178,17
S00887,P00887,2026-05-20,181,19
S00888,P00888,2026-05-21,184,21
S00889,P00889,2026-05-22,187,23
S00890,P00890,2026-05-23,190,25
S00891,P00891,2026-05-24,193,27
S00892,P00892,2026-05-25,196,29
S00893,P00893,2026-05-26,199,31
S00894,P00894,2026-05-27,202,33
S00895,P00895,2026-05-28,205,35
S00896,P00896,2026-05-29,208,37
S00897,P00897,2026-05-30,211,39
S00898,P00898,2026-05-31,214,41
S00899,P00899,2026-05-01,217,43
S00900,P00900,2026-05-02,220,45
S00901,P00901,2026-05-03,223,47
S00902,P00902,2026-05-04,226,49
S00903,P00903,2026-05-05,229,51
S00904,P00904,2026-05-06,232,53
S00905,P00905,2026-05-07,235,55
S00906,P00906,2026-05-08,238,57
S00907,P00907,2026-05-09,241,59
S00908,P00908,2026-05-10,244,61
S00909,P00909,2026-05-11,247,63
S00910,P00910,2026-05-12,250,65
S00911,P00911,2026-05-13,253,67
S00912,P00912,2026-05-14,256,69
S00913,P00913,2026-05-15,259,71
S00914,P00914,2026-05-16,262,73
S00915,P00915,2026-05-17,265,75
S00916,P00916,2026-05-18,268,77
S00917,P00917,2026-05-19,271,79
S00918,P00918,2026-05-20,274,81
S00919,P00919,2026-05-21,277,83
S00920,P00920,2026-05-22,280,5
S00921,P00921,2026-05-23,283,7
S00922,P00922,2026-05-24,286,9
S00923,P00923,2026-05-25,289,11
S00924,P00924,2026-05-26,292,13
S00925,P00925,2026-05-27,295,15
S00926,P00926,2026-05-28,298,17
S00927,P00927,2026-05-29,301,19
S00928,P00928,2026-05-30,304,21
S00929,P00929,2026-05-31,307,23
S00930,P00930,2026-05-01,310,25
S00931,P00931,2026-05-02,313,27
S00932,P00932,2026-05-03,316,29
S00933,P00933,2026-05-04,319,31
S00934,P00934,2026-05-05,322,33
S00935,P00935,2026-05-06,325,35
S00936,P00936,2026-05-07,328,37
S00937,P00937,2026-05-08,331,39
S00938,P00938,2026-05-09,334,41
S00939,P00939,2026-05-10,337,43
S00940,P00940,2026-05-11,340,45
S00941,P00941,2026-05-12,343,47
S00942,P00942,2026-05-13,346,49
S00943,P00943,2026-05-14,349,51
S00944,P00944,2026-05-15,352,53
S00945,P00945,2026-05-16,355,55
S00946,P00946,2026-05-17,358,57
S00947,P00947,2026-05-18,361,59
S00948,P00948,2026-05-19,364,61
S00949,P00949,2026-05-20,367,63
S00950,P00950,2026-05-21,370,65
S00951,P00951,2026-05-22,373,67
S00952,P00952,2026-05-23,376,69
S00953,P00953,2026-05-24,379,71
S00954,P00954,2026-05-25,382,73
S00955,P00955,2026-05-26,385,75
S00956,P00956,2026-05-27,388,77
S00957,P00957,2026-05-28,391,79
S00958,P00958,2026-05-29,394,81
S00959,P00959,2026-05-30,397,83
S00960,P00960,2026-05-31,400,5
S00961,P00961,2026-05-01,403,7
S00962,P00962,2026-05-02,406,9
S00963,P00963,2026-05-03,409,11
S00964,P00964,2026-05-04,412,13
S00965,P00965,2026-05-05,415,15
S00966,P00966,2026-05-06,418,17
S00967,P00967,2026-05-07,421,19
S00968,P00968,2026-05-08,424,21
S00969,P00969,2026-05-09,427,23
S00970,P00970,2026-05-10,430,25
S00971,P00971,2026-05-11,433,27
S00972,P00972,2026-05-12,436,29
S00973,P00973,2026-05-13,439,31
S00974,P00974,2026-05-14,442,33
S00975,P00975,2026-05-15,445,35
S00976,P00976,2026-05-16,448,37
S00977,P00977,2026-05-17,451,39
S00978,P00978,2026-05-18,454,41
S00979,P00979,2026-05-19,457,43
S00980,P00980,2026-05-20,460,45
S00981,P00981,2026-05-21,463,47
S00982,P00982,2026-05-22,466,49
S00983,P00983,2026-05-23,469,51
S00984,P00984,2026-05-24,472,53
S00985,P00985,2026-05-25,475,55
S00986,P00986,2026-05-26,478,57
S00987,P00987,2026-05-27,481,59
S00988,P00988,2026-05-28,484,61
S00989,P00989,2026-05-29,487,63
S00990,P00990,2026-05-30,490,65
S00991,P00991,2026-05-31,493,67
S00992,P00992,2026-05-01,496,69
S00993,P00993,2026-05-02,499,71
S00994,P00994,2026-05-03,502,73
S00995,P00995,2026-05-04,505,75
S00996,P00996,2026-05-05,508,77
S00997,P00997,2026-05-06,511,79
S00998,P00998,2026-05-07,514,81
S00999,P00999,2026-05-08,517,83
S01000,P01000,2026-05-09,20,5
S01001,P01001,2026-05-10,23,7
S01002,P01002,2026-05-11,26,9
S01003,P01003,2026-05-12,29,11
S01004,P01004,2026-05-13,32,13
S01005,P01005,2026-05-14,35,15
S01006,P01006,2026-05-15,38,17
S01007,P01007,2026-05-16,41,19
S01008,P01008,2026-05-17,44,21
S01009,P01009,2026-05-18,47,23
S01010,P01010,2026-05-19,50,25
S01011,P01011,2026-05-20,53,27
S01012,P01012,2026-05-21,56,29
S01013,P01013,2026-05-22,59,31
S01014,P01014,2026-05-23,62,33
S01015,P01015,2026-05-24,65,35
S01016,P01016,2026-05-25,68,37
S01017,P01017,2026-05-26,71,39
S01018,P01018,2026-05-27,74,41
S01019,P01019,2026-05-28,77,43
S01020,P01020,2026-05-29,80,45
S01021,P01021,2026-05-30,83,47
S01022,P01022,2026-05-31,86,49
S01023,P01023,2026-05-01,89,51
S01024,P01024,2026-05-02,92,53
S01025,P01025,2026-05-03,95,55
S01026,P01026,2026-05-04,98,57
S01027,P01027,2026-05-05,101,59
S01028,P01028,2026-05-06,104,61
S01029,P01029,2026-05-07,107,63
S01030,P01030,2026-05-08,110,65
S01031,P01031,2026-05-09,113,67
S01032,P01032,2026-05-10,116,69
S01033,P01033,2026-05-11,119,71
S01034,P01034,2026-05-12,122,73
S01035,P01035,2026-05-13,125,75
S01036,P01036,2026-05-14,128,77
S01037,P01037,2026-05-15,131,79
S01038,P01038,2026-05-16,134,81
S01039,P01039,2026-05-17,137,83
S01040,P01040,2026-05-18,140,5
S01041,P01041,2026-05-19,143,7
S01042,P01042,2026-05-20,146,9
S01043,P01043,2026-05-21,149,11
S01044,P01044,2026-05-22,152,13
S01045,P01045,2026-05-23,155,15
S01046,P01046,2026-05-24,158,17
S01047,P01047,2026-05-25,161,19
S01048,P01048,2026-05-26,164,21
S01049,P01049,2026-05-27,167,23
S01050,P01050,2026-05-28,170,25
S01051,P01051,2026-05-29,173,27
S01052,P01052,2026-05-30,176,29
S01053,P01053,2026-05-31,179,31
S01054,P01054,2026-05-01,182,33
S01055,P01055,2026-05-02,185,35
S01056,P01056,2026-05-03,188,37
S01057,P01057,2026-05-04,191,39
S01058,P01058,2026-05-05,194,41
S01059,P01059,2026-05-06,197,43
S01060,P01060,2026-05-07,200,45
S01061,P01061,2026-05-08,203,47
S01062,P01062,2026-05-09,206,49
S01063,P01063,2026-05-10,209,51
S01064,P01064,2026-05-11,212,53
S01065,P01065,2026-05-12,215,55
S01066,P01066,2026-05-13,218,57
S01067,P01067,2026-05-14,221,59
S01068,P01068,2026-05-15,224,61
S01069,P01069,2026-05-16,227,63
S01070,P01070,2026-05-17,230,65
S01071,P01071,2026-05-18,233,67
S01072,P01072,2026-05-19,236,69
S01073,P01073,2026-05-20,239,71
S01074,P01074,2026-05-21,242,73
S01075,P01075,2026-05-22,245,75
S01076,P01076,2026-05-23,248,77
S01077,P01077,2026-05-24,251,79
S01078,P01078,2026-05-25,254,81
S01079,P01079,2026-05-26,257,83
S01080,P01080,2026-05-27,260,5
S01081,P01081,2026-05-28,263,7
S01082,P01082,2026-05-29,266,9
S01083,P01083,2026-05-30,269,11
S01084,P01084,2026-05-31,272,13
S01085,P01085,2026-05-01,275,15
S01086,P01086,2026-05-02,278,17
S01087,P01087,2026-05-03,281,19
S01088,P01088,2026-05-04,284,21
S01089,P01089,2026-05-05,287,23
S01090,P01090,2026-05-06,290,25
S01091,P01091,2026-05-07,293,27
S01092,P01092,2026-05-08,296,29
S01093,P01093,2026-05-09,299,31
S01094,P01094,2026-05-10,302,33
S01095,P01095,2026-05-11,305,35
S01096,P01096,2026-05-12,308,37
S01097,P01097,2026-05-13,311,39
S01098,P01098,2026-05-14,314,41
S01099,P01099,2026-05-15,317,43
S01100,P01100,2026-05-16,320,45
S01101,P01101,2026-05-17,323,47
S01102,P01102,2026-05-18,326,49
S01103,P01103,2026-05-19,329,51
S01104,P01104,2026-05-20,332,53
S01105,P01105,2026-05-21,335,55
S01106,P01106,2026-05-22,338,57
S01107,P01107,2026-05-23,341,59
S01108,P01108,2026-05-24,344,61
S01109,P01109,2026-05-25,347,63
S01110,P01110,2026-05-26,350,65
S01111,P01111,2026-05-27,353,67
S01112,P01112,2026-05-28,356,69
S01113,P01113,2026-05-29,359,71
S01114,P01114,2026-05-30,362,73
S01115,P01115,2026-05-31,365,75
S01116,P01116,2026-05-01,368,77
S01117,P01117,2026-05-02,371,79
S01118,P01118,2026-05-03,374,81
S01119,P01119,2026-05-04,377,83
S01120,P01120,2026-05-05,380,5
S01121,P01121,2026-05-06,383,7
S01122,P01122,2026-05-07,386,9
S01123,P01123,2026-05-08,389,11
S01124,P01124,2026-05-09,392,13
S01125,P01125,2026-05-10,395,15
S01126,P01126,2026-05-11,398,17
S01127,P01127,2026-05-12,401,19
S01128,P01128,2026-05-13,404,21
S01129,P01129,2026-05-14,407,23
S01130,P01130,2026-05-15,410,25
S01131,P01131,2026-05-16,413,27
S01132,P01132,2026-05-17,416,29
S01133,P01133,2026-05-18,419,31
S01134,P01134,2026-05-19,422,33
S01135,P01135,2026-05-20,425,35
S01136,P01136,2026-05-21,428,37
S01137,P01137,2026-05-22,431,39
S01138,P01138,2026-05-23,434,41
S01139,P01139,2026-05-24,437,43
S01140,P01140,2026-05-25,440,45
S01141,P01141,2026-05-26,443,47
S01142,P01142,2026-05-27,446,49
S01143,P01143,2026-05-28,449,51
S01144,P01144,2026-05-29,452,53
S01145,P01145,2026-05-30,455,55
S01146,P01146,2026-05-31,458,57
S01147,P01147,2026-05-01,461,59
S01148,P01148,2026-05-02,464,61
S01149,P01149,2026-05-03,467,63
S01150,P01150,2026-05-04,470,65
S01151,P01151,2026-05-05,473,67
S01152,P01152,2026-05-06,476,69
S01153,P01153,2026-05-07,479,71
S01154,P01154,2026-05-08,482,73
S01155,P01155,2026-05-09,485,75
S01156,P01156,2026-05-10,488,77
S01157,P01157,2026-05-11,491,79
S01158,P01158,2026-05-12,494,81
S01159,P01159,2026-05-13,497,83
S01160,P01160,2026-05-14,500,5
S01161,P01161,2026-05-15,503,7
S01162,P01162,2026-05-16,506,9
S01163,P01163,2026-05-17,509,11
S01164,P01164,2026-05-18,512,13
S01165,P01165,2026-05-19,515,15
S01166,P01166,2026-05-20,518,17
S01167,P01167,2026-05-21,21,19
S01168,P01168,2026-05-22,24,21
S01169,P01169,2026-05-23,27,23
S01170,P01170,2026-05-24,30,25
S01171,P01171,2026-05-25,33,27
S01172,P01172,2026-05-26,36,29
S01173,P01173,2026-05-27,39,31
S01174,P01174,2026-05-28,42,33
S01175,P01175,2026-05-29,45,35
S01176,P01176,2026-05-30,48,37
S01177,P01177,2026-05-31,51,39
S01178,P01178,2026-05-01,54,41
S01179,P01179,2026-05-02,57,43
S01180,P01180,2026-05-03,60,45
S01181,P01181,2026-05-04,63,47
S01182,P01182,2026-05-05,66,49
S01183,P01183,2026-05-06,69,51
S01184,P01184,2026-05-07,72,53
S01185,P01185,2026-05-08,75,55
S01186,P01186,2026-05-09,78,57
S01187,P01187,2026-05-10,81,59
S01188,P01188,2026-05-11,84,61
S01189,P01189,2026-05-12,87,63
S01190,P01190,2026-05-13,90,65
S01191,P01191,2026-05-14,93,67
S01192,P01192,2026-05-15,96,69
S01193,P01193,2026-05-16,99,71
S01194,P01194,2026-05-17,102,73
S01195,P01195,2026-05-18,105,75
S01196,P01196,2026-05-19,108,77
S01197,P01197,2026-05-20,111,79
S01198,P01198,2026-05-21,114,81
S01199,P01199,2026-05-22,117,83
S01200,P01200,2026-05-23,120,5
S01201,P00001,2026-05-24,123,7
S01202,P00002,2026-05-25,126,9
S01203,P00003,2026-05-26,129,11
S01204,P00004,2026-05-27,132,13
S01205,P00005,2026-05-28,135,15
S01206,P00006,2026-05-29,138,17
S01207,P00007,2026-05-30,141,19
S01208,P00008,2026-05-31,144,21
S01209,P00009,2026-05-01,147,23
S01210,P00010,2026-05-02,150,25
S01211,P00011,2026-05-03,153,27
S01212,P00012,2026-05-04,156,29
S01213,P00013,2026-05-05,159,31
S01214,P00014,2026-05-06,162,33
S01215,P00015,2026-05-07,165,35
S01216,P00016,2026-05-08,168,37
S01217,P00017,2026-05-09,171,39
S01218,P00018,2026-05-10,174,41
S01219,P00019,2026-05-11,177,43
S01220,P00020,2026-05-12,180,45
S01221,P00021,2026-05-13,183,47
S01222,P00022,2026-05-14,186,49
S01223,P00023,2026-05-15,189,51
S01224,P00024,2026-05-16,192,53
S01225,P00025,2026-05-17,195,55
S01226,P00026,2026-05-18,198,57
S01227,P00027,2026-05-19,201,59
S01228,P00028,2026-05-20,204,61
S01229,P00029,2026-05-21,207,63
S01230,P00030,2026-05-22,210,65
S01231,P00031,2026-05-23,213,67
S01232,P00032,2026-05-24,216,69
S01233,P00033,2026-05-25,219,71
S01234,P00034,2026-05-26,222,73
S01235,P00035,2026-05-27,225,75
S01236,P00036,2026-05-28,228,77
S01237,P00037,2026-05-29,231,79
S01238,P00038,2026-05-30,234,81
S01239,P00039,2026-05-31,237,83
S01240,P00040,2026-05-01,240,5
S01241,P00041,2026-05-02,243,7
S01242,P00042,2026-05-03,246,9
S01243,P00043,2026-05-04,249,11
S01244,P00044,2026-05-05,252,13
S01245,P00045,2026-05-06,255,15
S01246,P00046,2026-05-07,258,17
S01247,P00047,2026-05-08,261,19
S01248,P00048,2026-05-09,264,21
S01249,P00049,2026-05-10,267,23
S01250,P00050,2026-05-11,270,25
S01251,P00051,2026-05-12,273,27
S01252,P00052,2026-05-13,276,29
S01253,P00053,2026-05-14,279,31
S01254,P00054,2026-05-15,282,33
S01255,P00055,2026-05-16,285,35
S01256,P00056,2026-05-17,288,37
S01257,P00057,2026-05-18,291,39
S01258,P00058,2026-05-19,294,41
S01259,P00059,2026-05-20,297,43
S01260,P00060,2026-05-21,300,45
S01261,P00061,2026-05-22,303,47
S01262,P00062,2026-05-23,306,49
S01263,P00063,2026-05-24,309,51
S01264,P00064,2026-05-25,312,53
S01265,P00065,2026-05-26,315,55
S01266,P00066,2026-05-27,318,57
S01267,P00067,2026-05-28,321,59
S01268,P00068,2026-05-29,324,61
S01269,P00069,2026-05-30,327,63
S01270,P00070,2026-05-31,330,65
S01271,P00071,2026-05-01,333,67
S01272,P00072,2026-05-02,336,69
S01273,P00073,2026-05-03,339,71
S01274,P00074,2026-05-04,342,73
S01275,P00075,2026-05-05,345,75
S01276,P00076,2026-05-06,348,77
S01277,P00077,2026-05-07,351,79
S01278,P00078,2026-05-08,354,81
S01279,P00079,2026-05-09,357,83
S01280,P00080,2026-05-10,360,5
S01281,P00081,2026-05-11,363,7
S01282,P00082,2026-05-12,366,9
S01283,P00083,2026-05-13,369,11
S01284,P00084,2026-05-14,372,13
S01285,P00085,2026-05-15,375,15
S01286,P00086,2026-05-16,378,17
S01287,P00087,2026-05-17,381,19
S01288,P00088,2026-05-18,384,21
S01289,P00089,2026-05-19,387,23
S01290,P00090,2026-05-20,390,25
S01291,P00091,2026-05-21,393,27
S01292,P00092,2026-05-22,396,29
S01293,P00093,2026-05-23,399,31
S01294,P00094,2026-05-24,402,33
S01295,P00095,2026-05-25,405,35
S01296,P00096,2026-05-26,408,37
S01297,P00097,2026-05-27,411,39
S01298,P00098,2026-05-28,414,41
S01299,P00099,2026-05-29,417,43
S01300,P00100,2026-05-30,420,45
S01301,P00101,2026-05-31,423,47
S01302,P00102,2026-05-01,426,49
S01303,P00103,2026-05-02,429,51
S01304,P00104,2026-05-03,432,53
S01305,P00105,2026-05-04,435,55
S01306,P00106,2026-05-05,438,57
S01307,P00107,2026-05-06,441,59
S01308,P00108,2026-05-07,444,61
S01309,P00109,2026-05-08,447,63
S01310,P00110,2026-05-09,450,65
S01311,P00111,2026-05-10,453,67
S01312,P00112,2026-05-11,456,69
S01313,P00113,2026-05-12,459,71
S01314,P00114,2026-05-13,462,73
S01315,P00115,2026-05-14,465,75
S01316,P00116,2026-05-15,468,77
S01317,P00117,2026-05-16,471,79
S01318,P00118,2026-05-17,474,81
S01319,P00119,2026-05-18,477,83
S01320,P00120,2026-05-19,480,5
S01321,P00121,2026-05-20,483,7
S01322,P00122,2026-05-21,486,9
S01323,P00123,2026-05-22,489,11
S01324,P00124,2026-05-23,492,13
S01325,P00125,2026-05-24,495,15
S01326,P00126,2026-05-25,498,17
S01327,P00127,2026-05-26,501,19
S01328,P00128,2026-05-27,504,21
S01329,P00129,2026-05-28,507,23
S01330,P00130,2026-05-29,510,25
S01331,P00131,2026-05-30,513,27
S01332,P00132,2026-05-31,516,29
S01333,P00133,2026-05-01,519,31
S01334,P00134,2026-05-02,22,33
S01335,P00135,2026-05-03,25,35
S01336,P00136,2026-05-04,28,37
S01337,P00137,2026-05-05,31,39
S01338,P00138,2026-05-06,34,41
S01339,P00139,2026-05-07,37,43
S01340,P00140,2026-05-08,40,45
S01341,P00141,2026-05-09,43,47
S01342,P00142,2026-05-10,46,49
S01343,P00143,2026-05-11,49,51
S01344,P00144,2026-05-12,52,53
S01345,P00145,2026-05-13,55,55
S01346,P00146,2026-05-14,58,57
S01347,P00147,2026-05-15,61,59
S01348,P00148,2026-05-16,64,61
S01349,P00149,2026-05-17,67,63
S01350,P00150,2026-05-18,70,65
S01351,P00151,2026-05-19,73,67
S01352,P00152,2026-05-20,76,69
S01353,P00153,2026-05-21,79,71
S01354,P00154,2026-05-22,82,73
S01355,P00155,2026-05-23,85,75
S01356,P00156,2026-05-24,88,77
S01357,P00157,2026-05-25,91,79
S01358,P00158,2026-05-26,94,81
S01359,P00159,2026-05-27,97,83
S01360,P00160,2026-05-28,100,5
S01361,P00161,2026-05-29,103,7
S01362,P00162,2026-05-30,106,9
S01363,P00163,2026-05-31,109,11
S01364,P00164,2026-05-01,112,13
S01365,P00165,2026-05-02,115,15
S01366,P00166,2026-05-03,118,17
S01367,P00167,2026-05-04,121,19
S01368,P00168,2026-05-05,124,21
S01369,P00169,2026-05-06,127,23
S01370,P00170,2026-05-07,130,25
S01371,P00171,2026-05-08,133,27
S01372,P00172,2026-05-09,136,29
S01373,P00173,2026-05-10,139,31
S01374,P00174,2026-05-11,142,33
S01375,P00175,2026-05-12,145,35
S01376,P00176,2026-05-13,148,37
S01377,P00177,2026-05-14,151,39
S01378,P00178,2026-05-15,154,41
S01379,P00179,2026-05-16,157,43
S01380,P00180,2026-05-17,160,45
S01381,P00181,2026-05-18,163,47
S01382,P00182,2026-05-19,166,49
S01383,P00183,2026-05-20,169,51
S01384,P00184,2026-05-21,172,53
S01385,P00185,2026-05-22,175,55
S01386,P00186,2026-05-23,178,57
S01387,P00187,2026-05-24,181,59
S01388,P00188,2026-05-25,184,61
S01389,P00189,2026-05-26,187,63
S01390,P00190,2026-05-27,190,65
S01391,P00191,2026-05-28,193,67
S01392,P00192,2026-05-29,196,69
S01393,P00193,2026-05-30,199,71
S01394,P00194,2026-05-31,202,73
S01395,P00195,2026-05-01,205,75
S01396,P00196,2026-05-02,208,77
S01397,P00197,2026-05-03,211,79
S01398,P00198,2026-05-04,214,81
S01399,P00199,2026-05-05,217,83
S01400,P00200,2026-05-06,220,5
S01401,P00201,2026-05-07,223,7
S01402,P00202,2026-05-08,226,9
S01403,P00203,2026-05-09,229,11
S01404,P00204,2026-05-10,232,13
S01405,P00205,2026-05-11,235,15
S01406,P00206,2026-05-12,238,17
S01407,P00207,2026-05-13,241,19
S01408,P00208,2026-05-14,244,21
S01409,P00209,2026-05-15,247,23
S01410,P00210,2026-05-16,250,25
S01411,P00211,2026-05-17,253,27
S01412,P00212,2026-05-18,256,29
S01413,P00213,2026-05-19,259,31
S01414,P00214,2026-05-20,262,33
S01415,P00215,2026-05-21,265,35
S01416,P00216,2026-05-22,268,37
S01417,P00217,2026-05-23,271,39
S01418,P00218,2026-05-24,274,41
S01419,P00219,2026-05-25,277,43
S01420,P00220,2026-05-26,280,45
S01421,P00221,2026-05-27,283,47
S01422,P00222,2026-05-28,286,49
S01423,P00223,2026-05-29,289,51
S01424,P00224,2026-05-30,292,53
S01425,P00225,2026-05-31,295,55
S01426,P00226,2026-05-01,298,57
S01427,P00227,2026-05-02,301,59
S01428,P00228,2026-05-03,304,61
S01429,P00229,2026-05-04,307,63
S01430,P00230,2026-05-05,310,65
S01431,P00231,2026-05-06,313,67
S01432,P00232,2026-05-07,316,69
S01433,P00233,2026-05-08,319,71
S01434,P00234,2026-05-09,322,73
S01435,P00235,2026-05-10,325,75
S01436,P00236,2026-05-11,328,77
S01437,P00237,2026-05-12,331,79
S01438,P00238,2026-05-13,334,81
S01439,P00239,2026-05-14,337,83
S01440,P00240,2026-05-15,340,5
S01441,P00241,2026-05-16,343,7
S01442,P00242,2026-05-17,346,9
S01443,P00243,2026-05-18,349,11
S01444,P00244,2026-05-19,352,13
S01445,P00245,2026-05-20,355,15
S01446,P00246,2026-05-21,358,17
S01447,P00247,2026-05-22,361,19
S01448,P00248,2026-05-23,364,21
S01449,P00249,2026-05-24,367,23
S01450,P00250,2026-05-25,370,25
S01451,P00251,2026-05-26,373,27
S01452,P00252,2026-05-27,376,29
S01453,P00253,2026-05-28,379,31
S01454,P00254,2026-05-29,382,33
S01455,P00255,2026-05-30,385,35
S01456,P00256,2026-05-31,388,37
S01457,P00257,2026-05-01,391,39
S01458,P00258,2026-05-02,394,41
S01459,P00259,2026-05-03,397,43
S01460,P00260,2026-05-04,400,45
S01461,P00261,2026-05-05,403,47
S01462,P00262,2026-05-06,406,49
S01463,P00263,2026-05-07,409,51
S01464,P00264,2026-05-08,412,53
S01465,P00265,2026-05-09,415,55
S01466,P00266,2026-05-10,418,57
S01467,P00267,2026-05-11,421,59
S01468,P00268,2026-05-12,424,61
