product_id,product_name,category,unit_price,currency
P00538,Sports Item 00538,Sports,150.60,KRW
P00539,Grocery Item 00539,Grocery,154.30,KRW
P00540,Electronics Item 00540,Electronics,158.00,KRW
P00541,Fashion Item 00541,Fashion,161.70,KRW
P00542,Home Item 00542,Home,165.40,KRW
P00543,Beauty Item 00543,Beauty,169.10,KRW
P00544,Sports Item 00544,Sports,172.80,KRW
P00545,Grocery Item 00545,Grocery,176.50,KRW
P00546,Electronics Item 00546,Electronics,180.20,KRW
P00547,Fashion Item 00547,Fashion,183.90,KRW
P00548,Home Item 00548,Home,187.60,KRW
P00549,Beauty Item 00549,Beauty,191.30,KRW
P00550,Sports Item 00550,Sports,195.00,KRW
P00551,Grocery Item 00551,Grocery,198.70,KRW
P00552,Electronics Item 00552,Electronics,202.40,KRW
P00553,Fashion Item 00553,Fashion,206.10,KRW
P00554,Home Item 00554,Home,209.80,KRW
P00555,Beauty Item 00555,Beauty,213.50,KRW
P00556,Sports Item 00556,Sports,217.20,KRW
P00557,Grocery Item 00557,Grocery,220.90,KRW
P00558,Electronics Item 00558,Electronics,224.60,KRW
P00559,Fashion Item 00559,Fashion,228.30,KRW
P00560,Home Item 00560,Home,232.00,KRW
P00561,Beauty Item 00561,Beauty,235.70,KRW
P00562,Sports Item 00562,Sports,239.40,KRW
P00563,Grocery Item 00563,Grocery,243.10,KRW
P00564,Electronics Item 00564,Electronics,246.80,KRW
P00565,Fashion Item 00565,Fashion,250.50,KRW
P00566,Home Item 00566,Home,254.20,KRW
P00567,Beauty Item 00567,Beauty,257.90,KRW
P00568,Sports Item 00568,Sports,261.60,KRW
P00569,Grocery Item 00569,Grocery,265.30,KRW
P00570,Electronics Item 00570,Electronics,269.00,KRW
P00571,Fashion Item 00571,Fashion,272.70,KRW
P00572,Home Item 00572,Home,276.40,KRW
P00573,Beauty Item 00573,Beauty,280.10,KRW
P00574,Sports Item 00574,Sports,283.80,KRW
P00575,Grocery Item 00575,Grocery,287.50,KRW
P00576,Electronics Item 00576,Electronics,291.20,KRW
P00577,Fashion Item 00577,Fashion,294.90,KRW
P00578,Home Item 00578,Home,298.60,KRW
P00579,Beauty Item 00579,Beauty,302.30,KRW
P00580,Sports Item 00580,Sports,306.00,KRW
P00581,Grocery Item 00581,Grocery,309.70,KRW
P00582,Electronics Item 00582,Electronics,313.40,KRW
P00583,Fashion Item 00583,Fashion,317.10,KRW
P00584,Home Item 00584,Home,320.80,KRW
P00585,Beauty Item 00585,Beauty,324.50,KRW
P00586,Sports Item 00586,Sports,328.20,KRW
P00587,Grocery Item 00587,Grocery,331.90,KRW
P00588,Electronics Item 00588,Electronics,335.60,KRW
P00589,Fashion Item 00589,Fashion,339.30,KRW
P00590,Home Item 00590,Home,343.00,KRW
P00591,Beauty Item 00591,Beauty,346.70,KRW
P00592,Sports Item 00592,Sports,350.40,KRW
P00593,Grocery Item 00593,Grocery,354.10,KRW
P00594,Electronics Item 00594,Electronics,357.80,KRW
P00595,Fashion Item 00595,Fashion,361.50,KRW
P00596,Home Item 00596,Home,365.20,KRW
P00597,Beauty Item 00597,Beauty,368.90,KRW
P00598,Sports Item 00598,Sports,372.60,KRW
P00599,Grocery Item 00599,Grocery,376.30,KRW
P00600,Electronics Item 00600,Electronics,380.00,KRW
P00601,Fashion Item 00601,Fashion,383.70,KRW
P00602,Home Item 00602,Home,387.40,KRW
P00603,Beauty Item 00603,Beauty,391.10,KRW
P00604,Sports Item 00604,Sports,394.80,KRW
P00605,Grocery Item 00605,Grocery,398.50,KRW
P00606,Electronics Item 00606,Electronics,402.20,KRW
P00607,Fashion Item 00607,Fashion,405.90,KRW
P00608,Home Item 00608,Home,409.60,KRW
P00609,Beauty Item 00609,Beauty,413.30,KRW
P00610,Sports Item 00610,Sports,417.00,KRW
P00611,Grocery Item 00611,Grocery,420.70,KRW
P00612,Electronics Item 00612,Electronics,424.40,KRW
P00613,Fashion Item 00613,Fashion,428.10,KRW
P00614,Home Item 00614,Home,431.80,KRW
P00615,Beauty Item 00615,Beauty,435.50,KRW
P00616,Sports Item 00616,Sports,439.20,KRW
P00617,Grocery Item 00617,Grocery,442.90,KRW
P00618,Electronics Item 00618,Electronics,446.60,KRW
P00619,Fashion Item 00619,Fashion,450.30,KRW
P00620,Home Item 00620,Home,454.00,KRW
P00621,Beauty Item 00621,Beauty,457.70,KRW
P00622,Sports Item 00622,Sports,461.40,KRW
P00623,Grocery Item 00623,Grocery,465.10,KRW
P00624,Electronics Item 00624,Electronics,468.80,KRW
P00625,Fashion Item 00625,Fashion,472.50,KRW
P00626,Home Item 00626,Home,476.20,KRW
P00627,Beauty Item 00627,Beauty,479.90,KRW
P00628,Sports Item 00628,Sports,483.60,KRW
P00629,Grocery Item 00629,Grocery,487.30,KRW
P00630,Electronics Item 00630,Electronics,491.00,KRW
P00631,Fashion Item 00631,Fashion,494.70,KRW
P00632,Home Item 00632,Home,498.40,KRW
P00633,Beauty Item 00633,Beauty,502.10,KRW
P00634,Sports Item 00634,Sports,505.80,KRW
P00635,Grocery Item 00635,Grocery,509.50,KRW
P00636,Electronics Item 00636,Electronics,513.20,KRW
P00637,Fashion Item 00637,Fashion,516.90,KRW
P00638,Home Item 00638,Home,520.60,KRW
P00639,Beauty Item 00639,Beauty,524.30,KRW
P00640,Sports Item 00640,Sports,528.00,KRW
P00641,Grocery Item 00641,Grocery,531.70,KRW
P00642,Electronics Item 00642,Electronics,535.40,KRW
P00643,Fashion Item 00643,Fashion,539.10,KRW
P00644,Home Item 00644,Home,542.80,KRW
P00645,Beauty Item 00645,Beauty,546.50,KRW
P00646,Sports Item 00646,Sports,550.20,KRW
P00647,Grocery Item 00647,Grocery,553.90,KRW
P00648,Electronics Item 00648,Electronics,557.60,KRW
P00649,Fashion Item 00649,Fashion,561.30,KRW
P00650,Home Item 00650,Home,565.00,KRW
P00651,Beauty Item 00651,Beauty,568.70,KRW
P00652,Sports Item 00652,Sports,572.40,KRW
P00653,Grocery Item 00653,Grocery,576.10,KRW
P00654,Electronics Item 00654,Electronics,579.80,KRW
P00655,Fashion Item 00655,Fashion,583.50,KRW
P00656,Home Item 00656,Home,587.20,KRW
P00657,Beauty Item 00657,Beauty,590.90,KRW
P00658,Sports Item 00658,Sports,594.60,KRW
P00659,Grocery Item 00659,Grocery,598.30,KRW
P00660,Electronics Item 00660,Electronics,602.00,KRW
P00661,Fashion Item 00661,Fashion,605.70,KRW
P00662,Home Item 00662,Home,609.40,KRW
P00663,Beauty Item 00663,Beauty,613.10,KRW
P00664,Sports Item 00664,Sports,616.80,KRW
P00665,Grocery Item 00665,Grocery,620.50,KRW
P00666,Electronics Item 00666,Electronics,624.20,KRW
P00667,Fashion Item 00667,Fashion,627.90,KRW
P00668,Home Item 00668,Home,631.60,KRW
P00669,Beauty Item 00669,Beauty,635.30,KRW
P00670,Sports Item 00670,Sports,639.00,KRW
P00671,Grocery Item 00671,Grocery,642.70,KRW
P00672,Electronics Item 00672,Electronics,646.40,KRW
P00673,Fashion Item 00673,Fashion,650.10,KRW
P00674,Home Item 00674,Home,653.80,KRW
P00675,Beauty Item 00675,Beauty,657.50,KRW
P00676,Sports Item 00676,Sports,661.20,KRW
P00677,Grocery Item 00677,Grocery,664.90,KRW
P00678,Electronics Item 00678,Electronics,668.60,KRW
P00679,Fashion Item 00679,Fashion,672.30,KRW
P00680,Home Item 00680,Home,676.00,KRW
P00681,Beauty Item 00681,Beauty,679.70,KRW
P00682,Sports Item 00682,Sports,683.40,KRW
P00683,Grocery Item 00683,Grocery,687.10,KRW
P00684,Electronics Item 00684,Electronics,690.80,KRW
P00685,Fashion Item 00685,Fashion,694.50,KRW
P00686,Home Item 00686,Home,698.20,KRW
P00687,Beauty Item 00687,Beauty,701.90,KRW
P00688,Sports Item 00688,Sports,705.60,KRW
P00689,Grocery Item 00689,Grocery,709.30,KRW
P00690,Electronics Item 00690,Electronics,713.00,KRW
P00691,Fashion Item 00691,Fashion,716.70,KRW
P00692,Home Item 00692,Home,720.40,KRW
P00693,Beauty Item 00693,Beauty,724.10,KRW
P00694,Sports Item 00694,Sports,727.80,KRW
P00695,Grocery Item 00695,Grocery,731.50,KRW
P00696,Electronics Item 00696,Electronics,735.20,KRW
P00697,Fashion Item 00697,Fashion,738.90,KRW
P00698,Home Item 00698,Home,742.60,KRW
P00699,Beauty Item 00699,Beauty,746.30,KRW
P00700,Sports Item 00700,Sports,750.00,KRW
P00701,Grocery Item 00701,Grocery,753.70,KRW
P00702,Electronics Item 00702,Electronics,757.40,KRW
P00703,Fashion Item 00703,Fashion,761.10,KRW
P00704,Home Item 00704,Home,764.80,KRW
P00705,Beauty Item 00705,Beauty,768.50,KRW
P00706,Sports Item 00706,Sports,772.20,KRW
P00707,Grocery Item 00707,Grocery,775.90,KRW
P00708,Electronics Item 00708,Electronics,779.60,KRW
P00709,Fashion Item 00709,Fashion,783.30,KRW
P00710,Home Item 00710,Home,787.00,KRW
P00711,Beauty Item 00711,Beauty,790.70,KRW
P00712,Sports Item 00712,Sports,794.40,KRW
P00713,Grocery Item 00713,Grocery,798.10,KRW
P00714,Electronics Item 00714,Electronics,801.80,KRW
P00715,Fashion Item 00715,Fashion,805.50,KRW
P00716,Home Item 00716,Home,809.20,KRW
P00717,Beauty Item 00717,Beauty,812.90,KRW
P00718,Sports Item 00718,Sports,816.60,KRW
P00719,Grocery Item 00719,Grocery,820.30,KRW
P00720,Electronics Item 00720,Electronics,824.00,KRW
P00721,Fashion Item 00721,Fashion,827.70,KRW
P00722,Home Item 00722,Home,831.40,KRW
P00723,Beauty Item 00723,Beauty,835.10,KRW
P00724,Sports Item 00724,Sports,838.80,KRW
P00725,Grocery Item 00725,Grocery,842.50,KRW
P00726,Electronics Item 00726,Electronics,846.20,KRW
P00727,Fashion Item 00727,Fashion,849.90,KRW
P00728,Home Item 00728,Home,853.60,KRW
P00729,Beauty Item 00729,Beauty,857.30,KRW
P00730,Sports Item 00730,Sports,861.00,KRW
P00731,Grocery Item 00731,Grocery,864.70,KRW
P00732,Electronics Item 00732,Electronics,868.40,KRW
P00733,Fashion Item 00733,Fashion,872.10,KRW
P00734,Home Item 00734,Home,875.80,KRW
P00735,Beauty Item 00735,Beauty,879.50,KRW
P00736,Sports Item 00736,Sports,883.20,KRW
P00737,Grocery Item 00737,Grocery,886.90,KRW
P00738,Electronics Item 00738,Electronics,890.60,KRW
P00739,Fashion Item 00739,Fashion,894.30,KRW
P00740,Home Item 00740,Home,898.00,KRW
P00741,Beauty Item 00741,Beauty,901.70,KRW
P00742,Sports Item 00742,Sports,905.40,KRW
P00743,Grocery Item 00743,Grocery,909.10,KRW
P00744,Electronics Item 00744,Electronics,912.80,KRW
P00745,Fashion Item 00745,Fashion,916.50,KRW
P00746,Home Item 00746,Home,920.20,KRW
P00747,Beauty Item 00747,Beauty,923.90,KRW
P00748,Sports Item 00748,Sports,927.60,KRW
P00749,Grocery Item 00749,Grocery,931.30,KRW
P00750,Electronics Item 00750,Electronics,10.00,KRW
P00751,Fashion Item 00751,Fashion,13.70,KRW
P00752,Home Item 00752,Home,17.40,KRW
P00753,Beauty Item 00753,Beauty,21.10,KRW
P00754,Sports Item 00754,Sports,24.80,KRW
P00755,Grocery Item 00755,Grocery,28.50,KRW
P00756,Electronics Item 00756,Electronics,32.20,KRW
P00757,Fashion Item 00757,Fashion,35.90,KRW
P00758,Home Item 00758,Home,39.60,KRW
P00759,Beauty Item 00759,Beauty,43.30,KRW
P00760,Sports Item 00760,Sports,47.00,KRW
P00761,Grocery Item 00761,Grocery,50.70,KRW
P00762,Electronics Item 00762,Electronics,54.40,KRW
P00763,Fashion Item 00763,Fashion,58.10,KRW
P00764,Home Item 00764,Home,61.80,KRW
P00765,Beauty Item 00765,Beauty,65.50,KRW
P00766,Sports Item 00766,Sports,69.20,KRW
P00767,Grocery Item 00767,Grocery,72.90,KRW
P00768,Electronics Item 00768,Electronics,76.60,KRW
P00769,Fashion Item 00769,Fashion,80.30,KRW
P00770,Home Item 00770,Home,84.00,KRW
P00771,Beauty Item 00771,Beauty,87.70,KRW
P00772,Sports Item 00772,Sports,91.40,KRW
P00773,Grocery Item 00773,Grocery,95.10,KRW
P00774,Electronics Item 00774,Electronics,98.80,KRW
P00775,Fashion Item 00775,Fashion,102.50,KRW
P00776,Home Item 00776,Home,106.20,KRW
P00777,Beauty Item 00777,Beauty,109.90,KRW
P00778,Sports Item 00778,Sports,113.60,KRW
P00779,Grocery Item 00779,Grocery,117.30,KRW
P00780,Electronics Item 00780,Electronics,121.00,KRW
P00781,Fashion Item 00781,Fashion,124.70,KRW
P00782,Home Item 00782,Home,128.40,KRW
P00783,Beauty Item 00783,Beauty,132.10,KRW
P00784,Sports Item 00784,Sports,135.80,KRW
P00785,Grocery Item 00785,Grocery,139.50,KRW
P00786,Electronics Item 00786,Electronics,143.20,KRW
P00787,Fashion Item 00787,Fashion,146.90,KRW
P00788,Home Item 00788,Home,150.60,KRW
P00789,Beauty Item 00789,Beauty,154.30,KRW
P00790,Sports Item 00790,Sports,158.00,KRW
P00791,Grocery Item 00791,Grocery,161.70,KRW
P00792,Electronics Item 00792,Electronics,165.40,KRW
P00793,Fashion Item 00793,Fashion,169.10,KRW
P00794,Home Item 00794,Home,172.80,KRW
P00795,Beauty Item 00795,Beauty,176.50,KRW
P00796,Sports Item 00796,Sports,180.20,KRW
P00797,Grocery Item 00797,Grocery,183.90,KRW
P00798,Electronics Item 00798,Electronics,187.60,KRW
P00799,Fashion Item 00799,Fashion,191.30,KRW
P00800,Home Item 00800,Home,195.00,KRW
P00801,Beauty Item 00801,Beauty,198.70,KRW
P00802,Sports Item 00802,Sports,202.40,KRW
P00803,Grocery Item 00803,Grocery,206.10,KRW
P00804,Electronics Item 00804,Electronics,209.80,KRW
P00805,Fashion Item 00805,Fashion,213.50,KRW
P00806,Home Item 00806,Home,217.20,KRW
P00807,Beauty Item 00807,Beauty,220.90,KRW
P00808,Sports Item 00808,Sports,224.60,KRW
P00809,Grocery Item 00809,Grocery,228.30,KRW
P00810,Electronics Item 00810,Electronics,232.00,KRW
P00811,Fashion Item 00811,Fashion,235.70,KRW
P00812,Home Item 00812,Home,239.40,KRW
P00813,Beauty Item 00813,Beauty,243.10,KRW
P00814,Sports Item 00814,Sports,246.80,KRW
P00815,Grocery Item 00815,Grocery,250.50,KRW
P00816,Electronics Item 00816,Electronics,254.20,KRW
P00817,Fashion Item 00817,Fashion,257.90,KRW
P00818,Home Item 00818,Home,261.60,KRW
P00819,Beauty Item 00819,Beauty,265.30,KRW
P00820,Sports Item 00820,Sports,269.00,KRW
P00821,Grocery Item 00821,Grocery,272.70,KRW
P00822,Electronics Item 00822,Electronics,276.40,KRW
P00823,Fashion Item 00823,Fashion,280.10,KRW
P00824,Home Item 00824,Home,283.80,KRW
P00825,Beauty Item 00825,Beauty,287.50,KRW
P00826,Sports Item 00826,Sports,291.20,KRW
P00827,Grocery Item 00827,Grocery,294.90,KRW
P00828,Electronics Item 00828,Electronics,298.60,KRW
P00829,Fashion Item 00829,Fashion,302.30,KRW
P00830,Home Item 00830,Home,306.00,KRW
P00831,Beauty Item 00831,Beauty,309.70,KRW
P00832,Sports Item 00832,Sports,313.40,KRW
P00833,Grocery Item 00833,Grocery,317.10,KRW
P00834,Electronics Item 00834,Electronics,320.80,KRW
P00835,Fashion Item 00835,Fashion,324.50,KRW
P00836,Home Item 00836,Home,328.20,KRW
P00837,Beauty Item 00837,Beauty,331.90,KRW
P00838,Sports Item 00838,Sports,335.60,KRW
P00839,Grocery Item 00839,Grocery,339.30,KRW
P00840,Electronics Item 00840,Electronics,343.00,KRW
P00841,Fashion Item 00841,Fashion,346.70,KRW
P00842,Home Item 00842,Home,350.40,KRW
P00843,Beauty Item 00843,Beauty,354.10,KRW
P00844,Sports Item 00844,Sports,357.80,KRW
P00845,Grocery Item 00845,Grocery,361.50,KRW
P00846,Electronics Item 00846,Electronics,365.20,KRW
P00847,Fashion Item 00847,Fashion,368.90,KRW
P00848,Home Item 00848,Home,372.60,KRW
P00849,Beauty Item 00849,Beauty,376.30,KRW
P00850,Sports Item 00850,Sports,380.00,KRW
P00851,Grocery Item 00851,Grocery,383.70,KRW
P00852,Electronics Item 00852,Electronics,387.40,KRW
P00853,Fashion Item 00853,Fashion,391.10,KRW
P00854,Home Item 00854,Home,394.80,KRW
P00855,Beauty Item 00855,Beauty,398.50,KRW
P00856,Sports Item 00856,Sports,402.20,KRW
P00857,Grocery Item 00857,Grocery,405.90,KRW
P00858,Electronics Item 00858,Electronics,409.60,KRW
P00859,Fashion Item 00859,Fashion,413.30,KRW
P00860,Home Item 00860,Home,417.00,KRW
P00861,Beauty Item 00861,Beauty,420.70,KRW
P00862,Sports Item 00862,Sports,424.40,KRW
P00863,Grocery Item 00863,Grocery,428.10,KRW
P00864,Electronics Item 00864,Electronics,431.80,KRW
P00865,Fashion Item 00865,Fashion,435.50,KRW
P00866,Home Item 00866,Home,439.20,KRW
P00867,Beauty Item 00867,Beauty,442.90,KRW
P00868,Sports Item 00868,Sports,446.60,KRW
P00869,Grocery Item 00869,Grocery,450.30,KRW
P00870,Electronics Item 00870,Electronics,454.00,KRW
P00871,Fashion Item 00871,Fashion,457.70,KRW
P00872,Home Item 00872,Home,461.40,KRW
P00873,Beauty Item 00873,Beauty,465.10,KRW
P00874,Sports Item 00874,Sports,468.80,KRW
P00875,Grocery Item 00875,Grocery,472.50,KRW
P00876,Electronics Item 00876,Electronics,476.20,KRW
P00877,Fashion Item 00877,Fashion,479.90,KRW
P00878,Home Item 00878,Home,483.60,KRW
P00879,Beauty Item 00879,Beauty,487.30,KRW
P00880,Sports Item 00880,Sports,491.00,KRW
P00881,Grocery Item 00881,Grocery,494.70,KRW
P00882,Electronics Item 00882,Electronics,498.40,KRW
P00883,Fashion Item 00883,Fashion,502.10,KRW
P00884,Home Item 00884,Home,505.80,KRW
P00885,Beauty Item 00885,Beauty,509.50,KRW
P00886,Sports Item 00886,Sports,513.20,KRW
P00887,Grocery Item 00887,Grocery,516.90,KRW
P00888,Electronics Item 00888,Electronics,520.60,KRW
P00889,Fashion Item 00889,Fashion,524.30,KRW
P00890,Home Item 00890,Home,528.00,KRW
P00891,Beauty Item 00891,Beauty,531.70,KRW
P00892,Sports Item 00892,Sports,535.40,KRW
P00893,Grocery Item 00893,Grocery,539.10,KRW
P00894,Electronics Item 00894,Electronics,542.80,KRW
P00895,Fashion Item 00895,Fashion,546.50,KRW
P00896,Home Item 00896,Home,550.20,KRW
P00897,Beauty Item 00897,Beauty,553.90,KRW
P00898,Sports Item 00898,Sports,557.60,KRW
P00899,Grocery Item 00899,Grocery,561.30,KRW
P00900,Electronics Item 00900,Electronics,565.00,KRW
P00901,Fashion Item 00901,Fashion,568.70,KRW
P00902,Home Item 00902,Home,572.40,KRW
P00903,Beauty Item 00903,Beauty,576.10,KRW
P00904,Sports Item 00904,Sports,579.80,KRW
P00905,Grocery Item 00905,Grocery,583.50,KRW
P00906,Electronics Item 00906,Electronics,587.20,KRW
P00907,Fashion Item 00907,Fashion,590.90,KRW
P00908,Home Item 00908,Home,594.60,KRW
P00909,Beauty Item 00909,Beauty,598.30,KRW
P00910,Sports Item 00910,Sports,602.00,KRW
P00911,Grocery Item 00911,Grocery,605.70,KRW
P00912,Electronics Item 00912,Electronics,609.40,KRW
P00913,Fashion Item 00913,Fashion,613.10,KRW
P00914,Home Item 00914,Home,616.80,KRW
P00915,Beauty Item 00915,Beauty,620.50,KRW
P00916,Sports Item 00916,Sports,624.20,KRW
P00917,Grocery Item 00917,Grocery,627.90,KRW
P00918,Electronics Item 00918,Electronics,631.60,KRW
P00919,Fashion Item 00919,Fashion,635.30,KRW
P00920,Home Item 00920,Home,639.00,KRW
P00921,Beauty Item 00921,Beauty,642.70,KRW
P00922,Sports Item 00922,Sports,646.40,KRW
P00923,Grocery Item 00923,Grocery,650.10,KRW
P00924,Electronics Item 00924,Electronics,653.80,KRW
P00925,Fashion Item 00925,Fashion,657.50,KRW
P00926,Home Item 00926,Home,661.20,KRW
P00927,Beauty Item 00927,Beauty,664.90,KRW
P00928,Sports Item 00928,Sports,668.60,KRW
P00929,Grocery Item 00929,Grocery,672.30,KRW
P00930,Electronics Item 00930,Electronics,676.00,KRW
P00931,Fashion Item 00931,Fashion,679.70,KRW
P00932,Home Item 00932,Home,683.40,KRW
P00933,Beauty Item 00933,Beauty,687.10,KRW
P00934,Sports Item 00934,Sports,690.80,KRW
P00935,Grocery Item 00935,Grocery,694.50,KRW
P00936,Electronics Item 00936,Electronics,698.20,KRW
P00937,Fashion Item 00937,Fashion,701.90,KRW
P00938,Home Item 00938,Home,705.60,KRW
P00939,Beauty Item 00939,Beauty,709.30,KRW
P00940,Sports Item 00940,Sports,713.00,KRW
P00941,Grocery Item 00941,Grocery,716.70,KRW
P00942,Electronics Item 00942,Electronics,720.40,KRW
P00943,Fashion Item 00943,Fashion,724.10,KRW
P00944,Home Item 00944,Home,727.80,KRW
P00945,Beauty Item 00945,Beauty,731.50,KRW
P00946,Sports Item 00946,Sports,735.20,KRW
P00947,Grocery Item 00947,Grocery,738.90,KRW
P00948,Electronics Item 00948,Electronics,742.60,KRW
P00949,Fashion Item 00949,Fashion,746.30,KRW
P00950,Home Item 00950,Home,750.00,KRW
P00951,Beauty Item 00951,Beauty,753.70,KRW
P00952,Sports Item 00952,Sports,757.40,KRW
P00953,Grocery Item 00953,Grocery,761.10,KRW
P00954,Electronics Item 00954,Electronics,764.80,KRW
P00955,Fashion Item 00955,Fashion,768.50,KRW
P00956,Home Item 00956,Home,772.20,KRW
P00957,Beauty Item 00957,Beauty,775.90,KRW
P00958,Sports Item 00958,Sports,779.60,KRW
P00959,Grocery Item 00959,Grocery,783.30,KRW
P00960,Electronics Item 00960,Electronics,787.00,KRW
P00961,Fashion Item 00961,Fashion,790.70,KRW
P00962,Home Item 00962,Home,794.40,KRW
P00963,Beauty Item 00963,Beauty,798.10,KRW
P00964,Sports Item 00964,Sports,801.80,KRW
P00965,Grocery Item 00965,Grocery,805.50,KRW
P00966,Electronics Item 00966,Electronics,809.20,KRW
P00967,Fashion Item 00967,Fashion,812.90,KRW
P00968,Home Item 00968,Home,816.60,KRW
P00969,Beauty Item 00969,Beauty,820.30,KRW
P00970,Sports Item 00970,Sports,824.00,KRW
P00971,Grocery Item 00971,Grocery,827.70,KRW
P00972,Electronics Item 00972,Electronics,831.40,KRW
P00973,Fashion Item 00973,Fashion,835.10,KRW
P00974,Home Item 00974,Home,838.80,KRW
P00975,Beauty Item 00975,Beauty,842.50,KRW
P00976,Sports Item 00976,Sports,846.20,KRW
P00977,Grocery Item 00977,Grocery,849.90,KRW
P00978,Electronics Item 00978,Electronics,853.60,KRW
P00979,Fashion Item 00979,Fashion,857.30,KRW
P00980,Home Item 00980,Home,861.00,KRW
P00981,Beauty Item 00981,Beauty,864.70,KRW
P00982,Sports Item 00982,Sports,868.40,KRW
P00983,Grocery Item 00983,Grocery,872.10,KRW
P00984,Electronics Item 00984,Electronics,875.80,KRW
P00985,Fashion Item 00985,Fashion,879.50,KRW
P00986,Home Item 00986,Home,883.20,KRW
P00987,Beauty Item 00987,Beauty,886.90,KRW
P00988,Sports Item 00988,Sports,890.60,KRW
P00989,Grocery Item 00989,Grocery,894.30,KRW
P00990,Electronics Item 00990,Electronics,898.00,KRW
P00991,Fashion Item 00991,Fashion,901.70,KRW
P00992,Home Item 00992,Home,905.40,KRW
P00993,Beauty Item 00993,Beauty,909.10,KRW
P00994,Sports Item 00994,Sports,912.80,KRW
P00995,Grocery Item 00995,Grocery,916.50,KRW
P00996,Electronics Item 00996,Electronics,920.20,KRW
P00997,Fashion Item 00997,Fashion,923.90,KRW
P00998,Home Item 00998,Home,927.60,KRW
P00999,Beauty Item 00999,Beauty,931.30,KRW
P01000,Sports Item 01000,Sports,10.00,KRW
P01001,Grocery Item 01001,Grocery,13.70,KRW
P01002,Electronics Item 01002,Electronics,17.40,KRW
P01003,Fashion Item 01003,Fashion,21.10,KRW
P01004,Home Item 01004,Home,24.80,KRW
P01005,Beauty Item 01005,Beauty,28.50,KRW
P01006,Sports Item 01006,Sports,32.20,KRW
P01007,Grocery Item 01007,Grocery,35.90,KRW
P01008,Electronics Item 01008,Electronics,39.60,KRW
P01009,Fashion Item 01009,Fashion,43.30,KRW
P01010,Home Item 01010,Home,47.00,KRW
P01011,Beauty Item 01011,Beauty,50.70,KRW
P01012,Sports Item 01012,Sports,54.40,KRW
P01013,Grocery Item 01013,Grocery,58.10,KRW
P01014,Electronics Item 01014,Electronics,61.80,KRW
P01015,Fashion Item 01015,Fashion,65.50,KRW
P01016,Home Item 01016,Home,69.20,KRW
P01017,Beauty Item 01017,Beauty,72.90,KRW
P01018,Sports Item 01018,Sports,76.60,KRW
P01019,Grocery Item 01019,Grocery,80.30,KRW
P01020,Electronics Item 01020,Electronics,84.00,KRW
P01021,Fashion Item 01021,Fashion,87.70,KRW
P01022,Home Item 01022,Home,91.40,KRW
P01023,Beauty Item 01023,Beauty,95.10,KRW
P01024,Sports Item 01024,Sports,98.80,KRW
P01025,Grocery Item 01025,Grocery,102.50,KRW
P01026,Electronics Item 01026,Electronics,106.20,KRW
P01027,Fashion Item 01027,Fashion,109.90,KRW
P01028,Home Item 01028,Home,113.60,KRW
P01029,Beauty Item 01029,Beauty,117.30,KRW
P01030,Sports Item 01030,Sports,121.00,KRW
P01031,Grocery Item 01031,Grocery,124.70,KRW
P01032,Electronics Item 01032,Electronics,128.40,KRW
P01033,Fashion Item 01033,Fashion,132.10,KRW
P01034,Home Item 01034,Home,135.80,KRW
P01035,Beauty Item 01035,Beauty,139.50,KRW
P01036,Sports Item 01036,Sports,143.20,KRW
P01037,Grocery Item 01037,Grocery,146.90,KRW
P01038,Electronics Item 01038,Electronics,150.60,KRW
P01039,Fashion Item 01039,Fashion,154.30,KRW
P01040,Home Item 01040,Home,158.00,KRW
P01041,Beauty Item 01041,Beauty,161.70,KRW
P01042,Sports Item 01042,Sports,165.40,KRW
P01043,Grocery Item 01043,Grocery,169.10,KRW
P01044,Electronics Item 01044,Electronics,172.80,KRW
P01045,Fashion Item 01045,Fashion,176.50,KRW
P01046,Home Item 01046,Home,180.20,KRW
P01047,Beauty Item 01047,Beauty,183.90,KRW
P01048,Sports Item 01048,Sports,187.60,KRW
P01049,Grocery Item 01049,Grocery,191.30,KRW
P01050,Electronics Item 01050,Electronics,195.00,KRW
P01051,Fashion Item 01051,Fashion,198.70,KRW
P01052,Home Item 01052,Home,202.40,KRW
P01053,Beauty Item 01053,Beauty,206.10,KRW
P01054,Sports Item 01054,Sports,209.80,KRW
P01055,Grocery Item 01055,Grocery,213.50,KRW
P01056,Electronics Item 01056,Electronics,217.20,KRW
P01057,Fashion Item 01057,Fashion,220.90,KRW
P01058,Home Item 01058,Home,224.60,KRW
P01059,Beauty Item 01059,Beauty,228.30,KRW
P01060,Sports Item 01060,Sports,232.00,KRW
P01061,Grocery Item 01061,Grocery,235.70,KRW
P01062,Electronics Item 01062,Electronics,239.40,KRW
P01063,Fashion Item 01063,Fashion,243.10,KRW
P01064,Home Item 01064,Home,246.80,KRW
P01065,Beauty Item 01065,Beauty,250.50,KRW
P01066,Sports Item 01066,Sports,254.20,KRW
P01067,Grocery Item 01067,Grocery,257.90,KRW
P01068,Electronics Item 01068,Electronics,261.60,KRW
P01069,Fashion Item 01069,Fashion,265.30,KRW
P01070,Home Item 01070,Home,269.00,KRW
P01071,Beauty Item 01071,Beauty,272.70,KRW
P01072,Sports Item 01072,Sports,276.40,KRW
P01073,Grocery Item 01073,Grocery,280.10,KRW
P01074,Electronics Item 01074,Electronics,283.80,KRW
