campaign_id,order_id,customer_id,attribution_model,attributed_revenue
CA00010,O00590,C00353,LastTouch,4828.68
CA00020,O00591,C00353,LastTouch,635.56
CA00030,O00592,C00354,LastTouch,865.39
CA00002,O00593,C00354,LastTouch,252.92
CA00057,O00594,C00355,LastTouch,2370.24
CA00057,O00595,C00355,LastTouch,603.86
CA00012,O00596,C00356,LastTouch,1257.11
CA00052,O00597,C00356,LastTouch,2110.23
CA00037,O00598,C00357,LastTouch,952.43
CA00047,O00599,C00357,LastTouch,2452.95
CA00002,O00600,C00358,LastTouch,1956.29
CA00028,O00601,C00359,LastTouch,1150.00
CA00009,O00602,C00359,LastTouch,1680.53
CA00027,O00603,C00360,LastTouch,1758.58
CA00056,O00604,C00361,LastTouch,1779.81
CA00020,O00605,C00362,LastTouch,2803.65
CA00052,O00606,C00363,LastTouch,339.47
CA00024,O00607,C00363,LastTouch,1486.91
CA00006,O00608,C00363,LastTouch,4209.90
CA00022,O00609,C00364,LastTouch,470.20
CA00058,O00610,C00365,LastTouch,3724.42
CA00040,O00611,C00365,LastTouch,3432.67
CA00008,O00612,C00366,LastTouch,2465.23
CA00057,O00613,C00366,LastTouch,2521.31
CA00040,O00614,C00366,LastTouch,1233.83
CA00038,O00615,C00367,LastTouch,1446.47
CA00003,O00616,C00367,LastTouch,1794.11
CA00042,O00617,C00367,LastTouch,2329.79
CA00048,O00618,C00368,LastTouch,4541.89
CA00036,O00619,C00368,LastTouch,3152.33
CA00057,O00620,C00369,LastTouch,534.50
CA00022,O00621,C00370,LastTouch,1441.77
CA00027,O00622,C00370,LastTouch,3547.08
CA00006,O00623,C00370,LastTouch,991.57
CA00060,O00624,C00371,LastTouch,2504.09
CA00008,O00625,C00371,LastTouch,1118.73
CA00039,O00626,C00372,LastTouch,1402.71
CA00016,O00627,C00372,LastTouch,1042.57
CA00033,O00628,C00372,LastTouch,1109.04
CA00050,O00629,C00373,LastTouch,554.19
CA00002,O00630,C00374,LastTouch,2525.67
CA00013,O00631,C00375,LastTouch,3203.82
CA00017,O00632,C00375,LastTouch,687.53
CA00022,O00633,C00375,LastTouch,1546.23
CA00054,O00634,C00376,LastTouch,945.68
CA00039,O00635,C00376,LastTouch,2400.69
CA00028,O00636,C00376,LastTouch,2226.66
CA00059,O00637,C00377,LastTouch,2192.68
CA00053,O00638,C00377,LastTouch,1276.76
CA00009,O00639,C00378,LastTouch,1825.14
CA00057,O00640,C00379,LastTouch,3447.36
CA00027,O00641,C00379,LastTouch,1442.17
CA00054,O00642,C00380,LastTouch,2010.72
CA00022,O00643,C00381,LastTouch,1042.38
CA00047,O00644,C00382,LastTouch,1929.50
CA00022,O00645,C00383,LastTouch,651.49
CA00036,O00646,C00384,LastTouch,1541.32
CA00058,O00647,C00384,LastTouch,2401.59
CA00033,O00648,C00384,LastTouch,2800.32
CA00011,O00649,C00385,LastTouch,1088.15
CA00002,O00650,C00386,LastTouch,1436.33
CA00010,O00651,C00387,LastTouch,763.49
CA00053,O00652,C00387,LastTouch,2204.88
CA00044,O00653,C00388,LastTouch,419.58
CA00042,O00654,C00388,LastTouch,219.75
CA00020,O00655,C00389,LastTouch,187.52
CA00020,O00656,C00390,LastTouch,2950.12
CA00016,O00657,C00390,LastTouch,1072.32
CA00021,O00658,C00391,LastTouch,427.79
CA00041,O00659,C00392,LastTouch,1866.31
CA00005,O00660,C00393,LastTouch,2612.05
CA00043,O00661,C00394,LastTouch,1034.38
CA00052,O00662,C00394,LastTouch,2322.17
CA00036,O00663,C00395,LastTouch,1407.51
CA00049,O00664,C00396,LastTouch,907.43
CA00057,O00665,C00397,LastTouch,1566.33
CA00037,O00666,C00397,LastTouch,2124.96
CA00029,O00667,C00398,LastTouch,2387.66
CA00036,O00668,C00399,LastTouch,1906.14
CA00005,O00669,C00400,LastTouch,180.83
CA00024,O00670,C00401,LastTouch,1408.48
CA00045,O00671,C00402,LastTouch,2153.69
CA00060,O00672,C00402,LastTouch,2363.68
CA00048,O00673,C00403,LastTouch,1307.20
CA00032,O00674,C00403,LastTouch,2703.14
CA00012,O00675,C00404,LastTouch,2132.69
CA00047,O00676,C00404,LastTouch,2019.00
CA00004,O00677,C00405,LastTouch,3228.08
CA00057,O00678,C00406,LastTouch,1189.12
CA00006,O00679,C00406,LastTouch,2374.66
CA00021,O00680,C00406,LastTouch,2351.87
CA00016,O00681,C00407,LastTouch,70.19
CA00026,O00682,C00408,LastTouch,1551.88
CA00046,O00683,C00408,LastTouch,3092.36
CA00057,O00684,C00409,LastTouch,929.89
CA00018,O00685,C00409,LastTouch,745.62
CA00048,O00686,C00410,LastTouch,570.39
CA00056,O00687,C00411,LastTouch,3335.91
CA00044,O00688,C00411,LastTouch,276.62
CA00035,O00689,C00411,LastTouch,2524.51
CA00019,O00690,C00412,LastTouch,2045.32
CA00014,O00691,C00412,LastTouch,1168.56
CA00026,O00692,C00413,LastTouch,2339.89
CA00054,O00693,C00414,LastTouch,363.43
CA00048,O00694,C00414,LastTouch,4418.55
CA00013,O00695,C00415,LastTouch,307.59
CA00022,O00696,C00416,LastTouch,2081.48
CA00025,O00697,C00417,LastTouch,314.51
CA00027,O00698,C00417,LastTouch,257.15
CA00006,O00699,C00418,LastTouch,1986.09
CA00032,O00700,C00419,LastTouch,1544.63
CA00001,O00701,C00419,LastTouch,903.80
CA00055,O00702,C00420,LastTouch,395.46
CA00026,O00703,C00421,LastTouch,2006.42
CA00048,O00704,C00422,LastTouch,936.18
CA00002,O00705,C00423,LastTouch,1010.25
CA00050,O00706,C00424,LastTouch,1301.73
CA00002,O00707,C00424,LastTouch,638.84
CA00004,O00708,C00425,LastTouch,2619.24
CA00006,O00709,C00425,LastTouch,1005.01
CA00013,O00710,C00426,LastTouch,745.92
CA00047,O00711,C00426,LastTouch,1492.13
CA00021,O00712,C00427,LastTouch,837.82
CA00058,O00713,C00427,LastTouch,1814.48
CA00012,O00714,C00428,LastTouch,579.12
CA00052,O00715,C00428,LastTouch,109.87
CA00021,O00716,C00428,LastTouch,3378.35
CA00005,O00717,C00429,LastTouch,1374.63
CA00060,O00718,C00430,LastTouch,636.08
CA00048,O00719,C00431,LastTouch,2351.57
CA00050,O00720,C00432,LastTouch,1566.38
CA00033,O00721,C00432,LastTouch,1260.31
CA00025,O00722,C00433,LastTouch,2352.96
CA00015,O00723,C00434,LastTouch,220.38
CA00044,O00724,C00435,LastTouch,559.82
CA00024,O00725,C00435,LastTouch,2231.35
CA00047,O00726,C00436,LastTouch,367.42
CA00039,O00727,C00436,LastTouch,3884.14
CA00005,O00728,C00437,LastTouch,1530.85
CA00059,O00729,C00438,LastTouch,1440.10
CA00035,O00730,C00439,LastTouch,143.13
CA00057,O00731,C00439,LastTouch,1337.22
CA00045,O00732,C00439,LastTouch,1911.07
CA00024,O00733,C00440,LastTouch,2619.36
CA00041,O00734,C00440,LastTouch,551.99
CA00053,O00735,C00441,LastTouch,443.74
CA00029,O00736,C00442,LastTouch,2346.42
CA00029,O00737,C00443,LastTouch,1239.91
CA00035,O00738,C00443,LastTouch,126.68
CA00003,O00739,C00444,LastTouch,229.21
CA00059,O00740,C00445,LastTouch,3886.87
CA00038,O00741,C00445,LastTouch,2189.18
CA00015,O00742,C00446,LastTouch,775.09
CA00060,O00743,C00446,LastTouch,101.43
CA00040,O00744,C00447,LastTouch,1994.39
CA00026,O00745,C00447,LastTouch,2483.26
CA00016,O00746,C00447,LastTouch,660.06
CA00032,O00747,C00448,LastTouch,1133.78
CA00004,O00748,C00449,LastTouch,1091.54
CA00016,O00749,C00450,LastTouch,2634.97
CA00015,O00750,C00450,LastTouch,1429.55
CA00037,O00751,C00451,MultiTouch,575.54
CA00009,O00751,C00451,MultiTouch,586.85
CA00034,O00752,C00451,MultiTouch,482.68
CA00017,O00752,C00451,MultiTouch,1096.52
CA00034,O00753,C00451,MultiTouch,600.50
CA00001,O00753,C00451,MultiTouch,487.60
CA00044,O00754,C00452,MultiTouch,948.31
CA00053,O00754,C00452,MultiTouch,482.74
CA00022,O00755,C00452,MultiTouch,3430.15
CA00017,O00755,C00452,MultiTouch,1989.08
CA00053,O00756,C00452,MultiTouch,598.56
CA00033,O00756,C00452,MultiTouch,1075.94
CA00046,O00757,C00453,MultiTouch,869.41
CA00041,O00757,C00453,MultiTouch,1390.54
CA00034,O00758,C00454,MultiTouch,2393.81
CA00024,O00758,C00454,MultiTouch,1438.81
CA00026,O00759,C00454,MultiTouch,1416.85
CA00013,O00759,C00454,MultiTouch,642.41
CA00046,O00760,C00455,MultiTouch,1027.68
CA00020,O00760,C00455,MultiTouch,2116.02
CA00056,O00761,C00456,MultiTouch,953.52
CA00027,O00761,C00456,MultiTouch,742.64
CA00029,O00762,C00456,MultiTouch,343.55
CA00056,O00762,C00456,MultiTouch,292.86
CA00052,O00763,C00457,MultiTouch,616.25
CA00035,O00763,C00457,MultiTouch,825.56
CA00001,O00764,C00458,MultiTouch,135.98
CA00041,O00764,C00458,MultiTouch,215.31
CA00052,O00765,C00459,MultiTouch,423.65
CA00003,O00765,C00459,MultiTouch,344.73
CA00019,O00766,C00459,MultiTouch,1535.33
CA00051,O00766,C00459,MultiTouch,1057.21
CA00010,O00767,C00459,MultiTouch,889.61
CA00051,O00767,C00459,MultiTouch,454.75
CA00032,O00768,C00460,MultiTouch,2465.03
CA00026,O00768,C00460,MultiTouch,1179.50
CA00003,O00769,C00460,MultiTouch,431.01
CA00036,O00769,C00460,MultiTouch,421.35
CA00018,O00770,C00461,MultiTouch,837.16
CA00050,O00770,C00461,MultiTouch,652.78
CA00008,O00771,C00462,MultiTouch,686.46
CA00010,O00771,C00462,MultiTouch,948.25
CA00008,O00772,C00462,MultiTouch,784.24
CA00016,O00772,C00462,MultiTouch,1052.41
CA00057,O00773,C00463,MultiTouch,1822.13
CA00001,O00773,C00463,MultiTouch,798.74
CA00053,O00774,C00464,MultiTouch,354.79
CA00016,O00774,C00464,MultiTouch,528.91
CA00051,O00775,C00465,MultiTouch,683.49
CA00003,O00775,C00465,MultiTouch,1078.59
CA00026,O00776,C00465,MultiTouch,1343.77
CA00025,O00776,C00465,MultiTouch,1611.47
CA00014,O00777,C00466,MultiTouch,1694.98
CA00051,O00777,C00466,MultiTouch,929.07
CA00033,O00778,C00466,MultiTouch,936.13
CA00046,O00778,C00466,MultiTouch,710.32
CA00014,O00779,C00466,MultiTouch,3106.18
CA00026,O00779,C00466,MultiTouch,1981.00
CA00031,O00780,C00467,MultiTouch,921.45
CA00019,O00780,C00467,MultiTouch,1265.19
CA00011,O00781,C00467,MultiTouch,510.18
CA00012,O00781,C00467,MultiTouch,590.24
CA00038,O00782,C00467,MultiTouch,94.47
CA00024,O00782,C00467,MultiTouch,218.68
CA00050,O00783,C00468,MultiTouch,741.82
CA00052,O00783,C00468,MultiTouch,760.41
CA00040,O00784,C00469,MultiTouch,300.66
CA00048,O00784,C00469,MultiTouch,571.54
CA00001,O00785,C00470,MultiTouch,175.40
CA00038,O00785,C00470,MultiTouch,276.73
CA00020,O00786,C00471,MultiTouch,1042.23
CA00047,O00786,C00471,MultiTouch,664.23
CA00043,O00787,C00471,MultiTouch,66.05
CA00049,O00787,C00471,MultiTouch,89.68
CA00058,O00788,C00471,MultiTouch,746.94
CA00052,O00788,C00471,MultiTouch,1051.41
CA00027,O00789,C00472,MultiTouch,1849.28
CA00007,O00789,C00472,MultiTouch,2120.92
CA00016,O00790,C00472,MultiTouch,714.64
CA00059,O00790,C00472,MultiTouch,410.40
CA00026,O00791,C00472,MultiTouch,270.27
CA00021,O00791,C00472,MultiTouch,395.92
CA00030,O00792,C00473,MultiTouch,422.24
CA00020,O00792,C00473,MultiTouch,434.95
CA00028,O00793,C00473,MultiTouch,964.70
CA00039,O00793,C00473,MultiTouch,1500.57
CA00057,O00794,C00474,MultiTouch,1142.45
CA00040,O00794,C00474,MultiTouch,659.54
CA00028,O00795,C00475,MultiTouch,816.05
CA00045,O00795,C00475,MultiTouch,767.21
CA00009,O00796,C00475,MultiTouch,554.16
CA00004,O00796,C00475,MultiTouch,652.66
CA00052,O00797,C00476,MultiTouch,1001.62
CA00021,O00797,C00476,MultiTouch,1133.65
CA00043,O00798,C00476,MultiTouch,2100.89
CA00040,O00798,C00476,MultiTouch,1390.00
CA00055,O00799,C00477,MultiTouch,684.28
CA00015,O00799,C00477,MultiTouch,638.45
CA00043,O00800,C00478,MultiTouch,43.45
CA00047,O00800,C00478,MultiTouch,28.08
CA00058,O00801,C00479,MultiTouch,708.71
CA00057,O00801,C00479,MultiTouch,1119.57
CA00043,O00802,C00480,MultiTouch,368.13
CA00058,O00802,C00480,MultiTouch,794.55
CA00049,O00803,C00480,MultiTouch,346.46
CA00032,O00803,C00480,MultiTouch,371.94
CA00002,O00804,C00480,MultiTouch,1155.62
CA00010,O00804,C00480,MultiTouch,1391.41
CA00002,O00805,C00481,MultiTouch,422.97
CA00042,O00805,C00481,MultiTouch,417.77
CA00006,O00806,C00481,MultiTouch,1053.13
CA00002,O00806,C00481,MultiTouch,762.92
CA00055,O00807,C00482,MultiTouch,240.73
CA00056,O00807,C00482,MultiTouch,343.85
CA00056,O00808,C00483,MultiTouch,517.68
CA00009,O00808,C00483,MultiTouch,447.90
CA00034,O00809,C00483,MultiTouch,1010.16
CA00050,O00809,C00483,MultiTouch,803.34
CA00027,O00810,C00484,MultiTouch,1065.90
CA00013,O00810,C00484,MultiTouch,1277.46
CA00053,O00811,C00485,MultiTouch,850.89
CA00003,O00811,C00485,MultiTouch,525.14
CA00023,O00812,C00486,MultiTouch,600.45
CA00043,O00812,C00486,MultiTouch,410.67
CA00028,O00813,C00486,MultiTouch,653.29
CA00033,O00813,C00486,MultiTouch,1360.85
CA00037,O00814,C00486,MultiTouch,183.45
CA00053,O00814,C00486,MultiTouch,411.25
CA00003,O00815,C00487,MultiTouch,964.11
CA00044,O00815,C00487,MultiTouch,1155.38
CA00009,O00816,C00487,MultiTouch,1215.69
CA00038,O00816,C00487,MultiTouch,1248.45
CA00049,O00817,C00488,MultiTouch,1677.72
CA00008,O00817,C00488,MultiTouch,974.56
CA00034,O00818,C00489,MultiTouch,1273.64
CA00013,O00818,C00489,MultiTouch,1385.96
CA00003,O00819,C00489,MultiTouch,1048.19
CA00006,O00819,C00489,MultiTouch,1107.26
CA00057,O00820,C00490,MultiTouch,1320.80
CA00058,O00820,C00490,MultiTouch,798.57
CA00051,O00821,C00490,MultiTouch,1461.77
CA00023,O00821,C00490,MultiTouch,1554.60
CA00057,O00822,C00491,MultiTouch,401.13
CA00040,O00822,C00491,MultiTouch,500.59
CA00035,O00823,C00491,MultiTouch,679.11
CA00004,O00823,C00491,MultiTouch,1215.05
CA00034,O00824,C00491,MultiTouch,398.88
CA00050,O00824,C00491,MultiTouch,399.86
CA00058,O00825,C00492,MultiTouch,2160.71
CA00039,O00825,C00492,MultiTouch,1264.59
CA00046,O00826,C00493,MultiTouch,1194.60
CA00054,O00826,C00493,MultiTouch,1037.97
CA00006,O00827,C00494,MultiTouch,837.55
CA00050,O00827,C00494,MultiTouch,803.92
CA00050,O00828,C00495,MultiTouch,136.52
CA00058,O00828,C00495,MultiTouch,202.87
CA00026,O00829,C00495,MultiTouch,1203.52
CA00058,O00829,C00495,MultiTouch,725.39
CA00041,O00830,C00496,MultiTouch,387.05
CA00035,O00830,C00496,MultiTouch,190.90
CA00018,O00831,C00497,MultiTouch,676.94
CA00059,O00831,C00497,MultiTouch,1112.84
CA00048,O00832,C00498,MultiTouch,489.48
CA00013,O00832,C00498,MultiTouch,1087.58
CA00011,O00833,C00499,MultiTouch,513.34
CA00007,O00833,C00499,MultiTouch,865.57
CA00009,O00834,C00500,MultiTouch,394.30
CA00004,O00834,C00500,MultiTouch,671.56
CA00032,O00835,C00501,MultiTouch,123.53
CA00017,O00835,C00501,MultiTouch,158.62
CA00013,O00836,C00502,MultiTouch,918.74
CA00017,O00836,C00502,MultiTouch,688.99
CA00012,O00837,C00503,MultiTouch,132.02
CA00040,O00837,C00503,MultiTouch,216.90
CA00011,O00838,C00504,MultiTouch,523.36
CA00004,O00838,C00504,MultiTouch,337.44
CA00003,O00839,C00505,MultiTouch,800.86
CA00041,O00839,C00505,MultiTouch,963.06
CA00028,O00840,C00506,MultiTouch,321.23
CA00050,O00840,C00506,MultiTouch,720.14
CA00024,O00841,C00507,MultiTouch,788.62
CA00058,O00841,C00507,MultiTouch,1377.29
CA00022,O00842,C00507,MultiTouch,25.50
CA00019,O00842,C00507,MultiTouch,49.02
CA00024,O00843,C00507,MultiTouch,150.88
CA00005,O00843,C00507,MultiTouch,77.00
CA00008,O00844,C00508,MultiTouch,902.18
CA00052,O00844,C00508,MultiTouch,1708.52
CA00040,O00845,C00509,MultiTouch,276.21
CA00030,O00845,C00509,MultiTouch,230.79
CA00048,O00846,C00509,MultiTouch,785.31
CA00027,O00846,C00509,MultiTouch,561.28
CA00034,O00847,C00510,MultiTouch,511.64
CA00019,O00847,C00510,MultiTouch,737.61
CA00050,O00848,C00510,MultiTouch,454.25
CA00031,O00848,C00510,MultiTouch,920.02
CA00007,O00849,C00511,MultiTouch,947.79
CA00004,O00849,C00511,MultiTouch,945.00
CA00018,O00850,C00512,MultiTouch,1000.87
CA00041,O00850,C00512,MultiTouch,1416.04
CA00021,O00851,C00512,MultiTouch,497.54
CA00060,O00851,C00512,MultiTouch,371.56
CA00018,O00852,C00512,MultiTouch,91.85
CA00021,O00852,C00512,MultiTouch,43.89
CA00056,O00853,C00513,MultiTouch,498.37
CA00048,O00853,C00513,MultiTouch,734.55
CA00002,O00854,C00514,MultiTouch,1953.29
CA00046,O00854,C00514,MultiTouch,1590.02
CA00022,O00855,C00514,MultiTouch,299.75
CA00013,O00855,C00514,MultiTouch,510.77
CA00007,O00856,C00515,MultiTouch,1172.91
CA00015,O00856,C00515,MultiTouch,1091.58
CA00021,O00857,C00515,MultiTouch,1422.22
CA00018,O00857,C00515,MultiTouch,842.85
CA00046,O00858,C00516,MultiTouch,1578.82
CA00005,O00858,C00516,MultiTouch,749.27
CA00039,O00859,C00516,MultiTouch,904.73
CA00017,O00859,C00516,MultiTouch,640.10
CA00039,O00860,C00517,MultiTouch,1239.65
CA00047,O00860,C00517,MultiTouch,852.22
CA00003,O00861,C00518,MultiTouch,883.73
CA00001,O00861,C00518,MultiTouch,382.17
CA00043,O00862,C00518,MultiTouch,1622.44
CA00022,O00862,C00518,MultiTouch,934.07
CA00048,O00863,C00518,MultiTouch,169.47
CA00041,O00863,C00518,MultiTouch,221.77
CA00057,O00864,C00519,MultiTouch,542.04
CA00034,O00864,C00519,MultiTouch,1234.51
CA00023,O00865,C00519,MultiTouch,405.17
CA00047,O00865,C00519,MultiTouch,605.53
CA00039,O00866,C00520,MultiTouch,1170.30
CA00052,O00866,C00520,MultiTouch,1049.26
CA00019,O00867,C00520,MultiTouch,260.24
CA00048,O00867,C00520,MultiTouch,111.58
CA00051,O00868,C00520,MultiTouch,138.96
CA00055,O00868,C00520,MultiTouch,242.18
CA00032,O00869,C00521,MultiTouch,389.41
CA00022,O00869,C00521,MultiTouch,636.62
CA00044,O00870,C00521,MultiTouch,219.62
CA00047,O00870,C00521,MultiTouch,343.63
CA00017,O00871,C00522,MultiTouch,243.07
CA00002,O00871,C00522,MultiTouch,229.27
CA00010,O00872,C00523,MultiTouch,20.17
CA00007,O00872,C00523,MultiTouch,40.63
CA00030,O00873,C00524,MultiTouch,1433.94
CA00007,O00873,C00524,MultiTouch,2010.96
CA00015,O00874,C00524,MultiTouch,462.74
CA00032,O00874,C00524,MultiTouch,247.95
CA00055,O00875,C00524,MultiTouch,1941.98
CA00011,O00875,C00524,MultiTouch,963.88
CA00043,O00876,C00525,MultiTouch,2644.85
CA00036,O00876,C00525,MultiTouch,1740.80
CA00009,O00877,C00526,MultiTouch,817.13
CA00030,O00877,C00526,MultiTouch,386.06
CA00041,O00878,C00527,MultiTouch,887.03
CA00008,O00878,C00527,MultiTouch,649.84
CA00018,O00879,C00528,MultiTouch,259.66
CA00031,O00879,C00528,MultiTouch,508.51
CA00004,O00880,C00528,MultiTouch,1384.90
CA00049,O00880,C00528,MultiTouch,1117.98
CA00052,O00881,C00529,MultiTouch,230.31
CA00043,O00881,C00529,MultiTouch,130.48
CA00010,O00882,C00530,MultiTouch,1533.04
CA00048,O00882,C00530,MultiTouch,745.13
CA00042,O00883,C00530,MultiTouch,52.64
CA00004,O00883,C00530,MultiTouch,64.15
CA00032,O00884,C00530,MultiTouch,1049.87
CA00023,O00884,C00530,MultiTouch,500.69
CA00047,O00885,C00531,MultiTouch,1257.20
CA00038,O00885,C00531,MultiTouch,2257.71
CA00042,O00886,C00531,MultiTouch,1949.49
CA00059,O00886,C00531,MultiTouch,1469.43
CA00032,O00887,C00531,MultiTouch,65.08
CA00042,O00887,C00531,MultiTouch,83.92
CA00040,O00888,C00532,MultiTouch,1361.83
CA00027,O00888,C00532,MultiTouch,1521.30
CA00025,O00889,C00532,MultiTouch,638.33
CA00050,O00889,C00532,MultiTouch,515.74
CA00004,O00890,C00533,MultiTouch,331.12
CA00047,O00890,C00533,MultiTouch,502.03
CA00039,O00891,C00534,MultiTouch,1656.07
CA00055,O00891,C00534,MultiTouch,1297.72
CA00055,O00892,C00535,MultiTouch,2079.53
CA00002,O00892,C00535,MultiTouch,1222.17
CA00057,O00893,C00535,MultiTouch,259.32
CA00026,O00893,C00535,MultiTouch,523.58
CA00035,O00894,C00536,MultiTouch,792.27
CA00047,O00894,C00536,MultiTouch,1342.98
CA00004,O00895,C00536,MultiTouch,842.04
CA00047,O00895,C00536,MultiTouch,1117.64
CA00047,O00896,C00537,MultiTouch,438.98
CA00049,O00896,C00537,MultiTouch,724.90
CA00028,O00897,C00538,MultiTouch,1627.32
CA00029,O00897,C00538,MultiTouch,2671.31
CA00031,O00898,C00539,MultiTouch,696.12
CA00027,O00898,C00539,MultiTouch,883.46
CA00040,O00899,C00539,MultiTouch,1360.44
CA00036,O00899,C00539,MultiTouch,1302.30
CA00003,O00900,C00539,MultiTouch,625.35
CA00004,O00900,C00539,MultiTouch,538.28
CA00014,O00901,C00540,MultiTouch,2217.91
CA00035,O00901,C00540,MultiTouch,1052.90
CA00047,O00902,C00540,MultiTouch,946.33
CA00056,O00902,C00540,MultiTouch,543.88
CA00005,O00903,C00540,MultiTouch,109.66
CA00028,O00903,C00540,MultiTouch,191.49
CA00013,O00904,C00541,MultiTouch,1656.85
CA00023,O00904,C00541,MultiTouch,1422.42
CA00058,O00905,C00542,MultiTouch,86.09
CA00009,O00905,C00542,MultiTouch,70.23
CA00058,O00906,C00542,MultiTouch,153.73
CA00057,O00906,C00542,MultiTouch,226.61
CA00012,O00907,C00542,MultiTouch,234.58
CA00037,O00907,C00542,MultiTouch,492.52
CA00055,O00908,C00543,MultiTouch,28.19
CA00044,O00908,C00543,MultiTouch,23.57
CA00021,O00909,C00544,MultiTouch,1634.23
CA00051,O00909,C00544,MultiTouch,2627.21
CA00019,O00910,C00544,MultiTouch,722.03
CA00029,O00910,C00544,MultiTouch,1292.32
CA00050,O00911,C00545,MultiTouch,404.28
CA00042,O00911,C00545,MultiTouch,609.95
CA00006,O00912,C00546,MultiTouch,1258.29
CA00034,O00912,C00546,MultiTouch,697.25
CA00020,O00913,C00547,MultiTouch,1087.61
CA00002,O00913,C00547,MultiTouch,1497.09
CA00021,O00914,C00548,MultiTouch,329.77
CA00028,O00914,C00548,MultiTouch,311.17
CA00033,O00915,C00549,MultiTouch,659.77
CA00021,O00915,C00549,MultiTouch,770.75
CA00054,O00916,C00550,MultiTouch,1303.19
CA00004,O00916,C00550,MultiTouch,2374.35
CA00038,O00917,C00551,MultiTouch,511.49
CA00022,O00917,C00551,MultiTouch,1019.78
CA00038,O00918,C00551,MultiTouch,555.02
CA00023,O00918,C00551,MultiTouch,817.52
CA00011,O00919,C00552,MultiTouch,1219.23
CA00030,O00919,C00552,MultiTouch,1328.89
CA00028,O00920,C00553,MultiTouch,358.11
CA00051,O00920,C00553,MultiTouch,408.60
CA00052,O00921,C00553,MultiTouch,874.85
CA00050,O00921,C00553,MultiTouch,714.69
CA00020,O00922,C00554,MultiTouch,1237.39
CA00057,O00922,C00554,MultiTouch,777.89
CA00012,O00923,C00555,MultiTouch,961.93
CA00041,O00923,C00555,MultiTouch,1180.75
CA00043,O00924,C00556,MultiTouch,1599.75
CA00021,O00924,C00556,MultiTouch,1086.79
CA00037,O00925,C00557,MultiTouch,1429.79
CA00043,O00925,C00557,MultiTouch,975.05
CA00031,O00926,C00558,MultiTouch,1092.31
CA00007,O00926,C00558,MultiTouch,1220.45
CA00010,O00927,C00559,MultiTouch,657.47
CA00023,O00927,C00559,MultiTouch,608.89
CA00031,O00928,C00560,MultiTouch,996.52
CA00008,O00928,C00560,MultiTouch,1488.08
CA00007,O00929,C00560,MultiTouch,429.00
CA00024,O00929,C00560,MultiTouch,207.84
CA00020,O00930,C00561,MultiTouch,242.24
CA00037,O00930,C00561,MultiTouch,267.30
CA00002,O00931,C00562,MultiTouch,376.48
CA00009,O00931,C00562,MultiTouch,217.01
CA00009,O00932,C00562,MultiTouch,48.62
CA00008,O00932,C00562,MultiTouch,98.20
CA00041,O00933,C00563,MultiTouch,496.16
CA00044,O00933,C00563,MultiTouch,402.45
CA00009,O00934,C00563,MultiTouch,374.80
CA00011,O00934,C00563,MultiTouch,261.19
CA00044,O00935,C00564,MultiTouch,779.02
CA00014,O00935,C00564,MultiTouch,1427.82
CA00046,O00936,C00564,MultiTouch,1030.13
CA00036,O00936,C00564,MultiTouch,512.37
CA00016,O00937,C00565,MultiTouch,588.18
CA00048,O00937,C00565,MultiTouch,441.91
CA00016,O00938,C00566,MultiTouch,179.47
CA00034,O00938,C00566,MultiTouch,364.18
CA00016,O00939,C00567,MultiTouch,932.54
CA00057,O00939,C00567,MultiTouch,506.79
CA00031,O00940,C00567,MultiTouch,834.19
CA00014,O00940,C00567,MultiTouch,1919.83
CA00040,O00941,C00568,MultiTouch,738.43
CA00038,O00941,C00568,MultiTouch,594.86
CA00031,O00942,C00568,MultiTouch,797.17
CA00005,O00942,C00568,MultiTouch,341.76
CA00001,O00943,C00569,MultiTouch,279.49
CA00057,O00943,C00569,MultiTouch,268.08
CA00006,O00944,C00570,MultiTouch,141.14
CA00046,O00944,C00570,MultiTouch,184.61
CA00014,O00945,C00570,MultiTouch,1152.90
CA00060,O00945,C00570,MultiTouch,1094.87
CA00043,O00946,C00571,MultiTouch,1160.68
CA00049,O00946,C00571,MultiTouch,1198.09
CA00031,O00947,C00571,MultiTouch,475.52
CA00009,O00947,C00571,MultiTouch,226.53
CA00023,O00948,C00572,MultiTouch,655.81
CA00041,O00948,C00572,MultiTouch,293.70
CA00047,O00949,C00572,MultiTouch,2021.63
CA00020,O00949,C00572,MultiTouch,1506.29
CA00052,O00950,C00573,MultiTouch,1021.22
CA00041,O00950,C00573,MultiTouch,892.64
CA00011,O00951,C00574,MultiTouch,371.14
CA00038,O00951,C00574,MultiTouch,230.39
CA00030,O00952,C00574,MultiTouch,1715.64
CA00044,O00952,C00574,MultiTouch,856.41
CA00057,O00953,C00575,MultiTouch,524.01
CA00017,O00953,C00575,MultiTouch,940.26
CA00037,O00954,C00576,MultiTouch,879.93
CA00057,O00954,C00576,MultiTouch,826.75
CA00001,O00955,C00577,MultiTouch,824.14
CA00015,O00955,C00577,MultiTouch,896.20
CA00043,O00956,C00578,MultiTouch,427.35
CA00005,O00956,C00578,MultiTouch,887.08
CA00002,O00957,C00578,MultiTouch,2147.73
CA00020,O00957,C00578,MultiTouch,927.15
CA00045,O00958,C00578,MultiTouch,936.64
CA00033,O00958,C00578,MultiTouch,1423.50
CA00041,O00959,C00579,MultiTouch,338.47
