shipment_id,order_id,shipment_status,delivered_at
SH00532,O00532,Delayed,2026-06-16T10:00:00+09:00
SH00533,O00533,InTransit,
SH00534,O00534,Delivered,2026-06-24T10:00:00+09:00
SH00535,O00535,InTransit,
SH00536,O00536,Delayed,2026-05-10T11:00:00+09:00
SH00537,O00537,Delivered,2026-05-18T07:00:00+09:00
SH00538,O00538,Delayed,2026-06-02T01:00:00+09:00
SH00539,O00539,Delayed,2026-06-30T01:00:00+09:00
SH00540,O00540,Delayed,2026-06-06T07:00:00+09:00
SH00541,O00541,Delayed,2026-05-07T01:00:00+09:00
SH00542,O00542,Delayed,2026-06-01T09:00:00+09:00
SH00543,O00543,Delayed,2026-06-10T06:00:00+09:00
SH00544,O00544,InTransit,
SH00545,O00545,Delayed,2026-06-15T07:00:00+09:00
SH00546,O00546,InTransit,
SH00547,O00547,Delivered,2026-06-15T09:00:00+09:00
SH00548,O00548,Delivered,2026-05-25T02:00:00+09:00
SH00549,O00549,InTransit,
SH00550,O00550,Delivered,2026-06-30T06:00:00+09:00
SH00551,O00551,Delayed,2026-06-16T11:00:00+09:00
SH00552,O00552,Delivered,2026-05-08T09:00:00+09:00
SH00553,O00553,Delayed,2026-06-24T07:00:00+09:00
SH00554,O00554,Delivered,2026-06-13T05:00:00+09:00
SH00555,O00555,InTransit,
SH00556,O00556,InTransit,
SH00557,O00557,Delayed,2026-07-02T00:00:00+09:00
SH00558,O00558,Delayed,2026-06-14T11:00:00+09:00
SH00559,O00559,Delivered,2026-06-14T05:00:00+09:00
SH00560,O00560,Delivered,2026-05-28T08:00:00+09:00
SH00561,O00561,InTransit,
SH00562,O00562,Delivered,2026-06-30T00:00:00+09:00
SH00563,O00563,Delivered,2026-06-03T02:00:00+09:00
SH00564,O00564,Delivered,2026-07-01T12:00:00+09:00
SH00565,O00565,Delayed,2026-05-19T08:00:00+09:00
SH00566,O00566,InTransit,
SH00567,O00567,InTransit,
SH00568,O00568,InTransit,
SH00569,O00569,Delayed,2026-05-11T11:00:00+09:00
SH00570,O00570,InTransit,
SH00571,O00571,InTransit,
SH00572,O00572,Delivered,2026-05-23T12:00:00+09:00
SH00573,O00573,InTransit,
SH00574,O00574,InTransit,
SH00575,O00575,Delayed,2026-05-31T06:00:00+09:00
SH00576,O00576,Delayed,2026-06-04T02:00:00+09:00
SH00577,O00577,Delayed,2026-05-12T00:00:00+09:00
SH00578,O00578,Delayed,2026-05-03T12:00:00+09:00
SH00579,O00579,Delivered,2026-07-01T00:00:00+09:00
SH00580,O00580,Delayed,2026-06-20T05:00:00+09:00
SH00581,O00581,Delayed,2026-05-29T04:00:00+09:00
SH00582,O00582,Delivered,2026-06-08T00:00:00+09:00
SH00583,O00583,InTransit,
SH00584,O00584,Delivered,2026-05-05T03:00:00+09:00
SH00585,O00585,InTransit,
SH00586,O00586,InTransit,
SH00587,O00587,Delayed,2026-06-02T12:00:00+09:00
SH00588,O00588,Delayed,2026-06-16T01:00:00+09:00
SH00589,O00589,InTransit,
SH00590,O00590,Delayed,2026-05-24T09:00:00+09:00
SH00591,O00591,Delayed,2026-06-24T07:00:00+09:00
SH00592,O00592,Delivered,2026-05-26T09:00:00+09:00
SH00593,O00593,InTransit,
SH00594,O00594,Delayed,2026-05-29T11:00:00+09:00
SH00595,O00595,InTransit,
SH00596,O00596,Delivered,2026-05-14T02:00:00+09:00
SH00597,O00597,Delivered,2026-06-26T08:00:00+09:00
SH00598,O00598,Delayed,2026-06-13T09:00:00+09:00
SH00599,O00599,InTransit,
SH00600,O00600,Delivered,2026-05-16T07:00:00+09:00
SH00601,O00601,InTransit,
SH00602,O00602,Delivered,2026-06-15T02:00:00+09:00
SH00603,O00603,Delayed,2026-06-30T04:00:00+09:00
SH00604,O00604,Delayed,2026-05-24T05:00:00+09:00
SH00605,O00605,InTransit,
SH00606,O00606,Delayed,2026-06-02T12:00:00+09:00
SH00607,O00607,Delivered,2026-06-28T03:00:00+09:00
SH00608,O00608,Delivered,2026-05-15T03:00:00+09:00
SH00609,O00609,Delayed,2026-06-16T01:00:00+09:00
SH00610,O00610,InTransit,
SH00611,O00611,InTransit,
SH00612,O00612,Delayed,2026-05-28T08:00:00+09:00
SH00613,O00613,Delayed,2026-06-23T01:00:00+09:00
SH00614,O00614,Delayed,2026-06-03T02:00:00+09:00
SH00615,O00615,Delayed,2026-06-17T04:00:00+09:00
SH00616,O00616,Delayed,2026-05-14T09:00:00+09:00
SH00617,O00617,InTransit,
SH00618,O00618,Delayed,2026-05-06T03:00:00+09:00
SH00619,O00619,Delayed,2026-05-11T07:00:00+09:00
SH00620,O00620,InTransit,
SH00621,O00621,Delayed,2026-05-27T11:00:00+09:00
SH00622,O00622,Delayed,2026-05-20T05:00:00+09:00
SH00623,O00623,Delivered,2026-06-30T05:00:00+09:00
SH00624,O00624,InTransit,
SH00625,O00625,Delivered,2026-05-16T03:00:00+09:00
SH00626,O00626,InTransit,
SH00627,O00627,Delivered,2026-06-01T03:00:00+09:00
SH00628,O00628,Delayed,2026-05-14T00:00:00+09:00
SH00629,O00629,Delivered,2026-05-20T09:00:00+09:00
SH00630,O00630,Delivered,2026-07-02T11:00:00+09:00
SH00631,O00631,Delivered,2026-05-20T07:00:00+09:00
SH00632,O00632,Delayed,2026-06-02T01:00:00+09:00
SH00633,O00633,Delayed,2026-05-10T10:00:00+09:00
SH00634,O00634,Delivered,2026-06-30T07:00:00+09:00
SH00635,O00635,Delivered,2026-05-11T12:00:00+09:00
SH00636,O00636,Delivered,2026-05-31T04:00:00+09:00
SH00637,O00637,Delayed,2026-05-06T09:00:00+09:00
SH00638,O00638,Delivered,2026-06-11T03:00:00+09:00
SH00639,O00639,Delivered,2026-05-22T07:00:00+09:00
SH00640,O00640,Delivered,2026-05-06T12:00:00+09:00
SH00641,O00641,Delivered,2026-06-01T08:00:00+09:00
SH00642,O00642,InTransit,
SH00643,O00643,InTransit,
SH00644,O00644,Delivered,2026-07-02T06:00:00+09:00
SH00645,O00645,Delayed,2026-05-21T01:00:00+09:00
SH00646,O00646,Delivered,2026-05-09T10:00:00+09:00
SH00647,O00647,Delayed,2026-06-03T04:00:00+09:00
SH00648,O00648,Delivered,2026-06-07T09:00:00+09:00
SH00649,O00649,InTransit,
SH00650,O00650,Delivered,2026-05-31T02:00:00+09:00
SH00651,O00651,Delivered,2026-06-22T00:00:00+09:00
SH00652,O00652,Delayed,2026-05-28T00:00:00+09:00
SH00653,O00653,Delayed,2026-06-06T00:00:00+09:00
SH00654,O00654,Delayed,2026-06-15T03:00:00+09:00
SH00655,O00655,InTransit,
SH00656,O00656,InTransit,
SH00657,O00657,InTransit,
SH00658,O00658,Delivered,2026-05-03T09:00:00+09:00
SH00659,O00659,Delayed,2026-06-03T03:00:00+09:00
SH00660,O00660,Delayed,2026-05-25T03:00:00+09:00
SH00661,O00661,Delayed,2026-07-01T07:00:00+09:00
SH00662,O00662,Delayed,2026-05-21T01:00:00+09:00
SH00663,O00663,InTransit,
SH00664,O00664,Delivered,2026-06-01T03:00:00+09:00
SH00665,O00665,Delivered,2026-06-12T05:00:00+09:00
SH00666,O00666,Delivered,2026-06-13T03:00:00+09:00
SH00667,O00667,Delayed,2026-06-17T08:00:00+09:00
SH00668,O00668,Delivered,2026-06-05T00:00:00+09:00
SH00669,O00669,Delivered,2026-07-03T05:00:00+09:00
SH00670,O00670,InTransit,
SH00671,O00671,Delivered,2026-06-10T11:00:00+09:00
SH00672,O00672,InTransit,
SH00673,O00673,Delivered,2026-05-27T03:00:00+09:00
SH00674,O00674,InTransit,
SH00675,O00675,Delivered,2026-06-04T01:00:00+09:00
SH00676,O00676,Delivered,2026-05-23T12:00:00+09:00
SH00677,O00677,Delayed,2026-05-14T10:00:00+09:00
SH00678,O00678,Delayed,2026-05-26T09:00:00+09:00
SH00679,O00679,Delayed,2026-06-02T01:00:00+09:00
SH00680,O00680,Delayed,2026-07-03T05:00:00+09:00
SH00681,O00681,Delayed,2026-05-10T02:00:00+09:00
SH00682,O00682,InTransit,
SH00683,O00683,Delivered,2026-06-16T08:00:00+09:00
SH00684,O00684,InTransit,
SH00685,O00685,Delivered,2026-07-01T03:00:00+09:00
SH00686,O00686,Delayed,2026-05-08T05:00:00+09:00
SH00687,O00687,Delayed,2026-05-07T04:00:00+09:00
SH00688,O00688,InTransit,
SH00689,O00689,Delivered,2026-06-17T00:00:00+09:00
SH00690,O00690,InTransit,
SH00691,O00691,Delivered,2026-05-15T00:00:00+09:00
SH00692,O00692,InTransit,
SH00693,O00693,Delayed,2026-05-12T05:00:00+09:00
SH00694,O00694,Delivered,2026-05-24T11:00:00+09:00
SH00695,O00695,Delayed,2026-05-14T12:00:00+09:00
SH00696,O00696,Delivered,2026-06-13T02:00:00+09:00
SH00697,O00697,InTransit,
SH00698,O00698,InTransit,
SH00699,O00699,Delivered,2026-06-21T11:00:00+09:00
SH00700,O00700,Delivered,2026-06-10T11:00:00+09:00
SH00701,O00701,Delivered,2026-05-16T11:00:00+09:00
SH00702,O00702,Delivered,2026-05-12T04:00:00+09:00
SH00703,O00703,InTransit,
SH00704,O00704,Delivered,2026-05-19T12:00:00+09:00
SH00705,O00705,Delayed,2026-05-26T05:00:00+09:00
SH00706,O00706,Delivered,2026-06-24T06:00:00+09:00
SH00707,O00707,Delayed,2026-05-13T08:00:00+09:00
SH00708,O00708,Delayed,2026-05-04T05:00:00+09:00
SH00709,O00709,Delivered,2026-05-04T03:00:00+09:00
SH00710,O00710,Delivered,2026-05-06T02:00:00+09:00
SH00711,O00711,Delivered,2026-06-11T03:00:00+09:00
SH00712,O00712,Delayed,2026-06-15T12:00:00+09:00
SH00713,O00713,InTransit,
SH00714,O00714,Delayed,2026-05-06T11:00:00+09:00
SH00715,O00715,Delayed,2026-05-06T00:00:00+09:00
SH00716,O00716,InTransit,
SH00717,O00717,Delivered,2026-06-22T05:00:00+09:00
SH00718,O00718,Delivered,2026-06-06T05:00:00+09:00
SH00719,O00719,InTransit,
SH00720,O00720,InTransit,
SH00721,O00721,InTransit,
SH00722,O00722,InTransit,
SH00723,O00723,InTransit,
SH00724,O00724,Delivered,2026-07-04T08:00:00+09:00
SH00725,O00725,InTransit,
SH00726,O00726,InTransit,
SH00727,O00727,Delayed,2026-05-10T11:00:00+09:00
SH00728,O00728,Delayed,2026-05-20T02:00:00+09:00
SH00729,O00729,InTransit,
SH00730,O00730,InTransit,
SH00731,O00731,Delivered,2026-06-29T01:00:00+09:00
SH00732,O00732,InTransit,
SH00733,O00733,Delayed,2026-05-13T06:00:00+09:00
SH00734,O00734,Delivered,2026-06-22T08:00:00+09:00
SH00735,O00735,Delayed,2026-07-01T02:00:00+09:00
SH00736,O00736,Delayed,2026-06-09T05:00:00+09:00
SH00737,O00737,Delivered,2026-07-01T04:00:00+09:00
SH00738,O00738,Delivered,2026-05-16T01:00:00+09:00
SH00739,O00739,InTransit,
SH00740,O00740,Delivered,2026-05-25T04:00:00+09:00
SH00741,O00741,Delivered,2026-06-22T08:00:00+09:00
SH00742,O00742,InTransit,
SH00743,O00743,Delayed,2026-05-31T07:00:00+09:00
SH00744,O00744,InTransit,
SH00745,O00745,Delivered,2026-05-04T06:00:00+09:00
SH00746,O00746,Delivered,2026-06-28T02:00:00+09:00
SH00747,O00747,InTransit,
SH00748,O00748,InTransit,
SH00749,O00749,Delayed,2026-07-01T01:00:00+09:00
SH00750,O00750,Delivered,2026-06-23T06:00:00+09:00
SH00751,O00751,Delayed,2026-06-02T10:00:00+09:00
SH00752,O00752,InTransit,
SH00753,O00753,InTransit,
SH00754,O00754,Delayed,2026-07-02T08:00:00+09:00
SH00755,O00755,InTransit,
SH00756,O00756,Delayed,2026-07-02T12:00:00+09:00
SH00757,O00757,InTransit,
SH00758,O00758,InTransit,
SH00759,O00759,Delivered,2026-05-22T09:00:00+09:00
SH00760,O00760,Delivered,2026-05-07T06:00:00+09:00
SH00761,O00761,InTransit,
SH00762,O00762,Delayed,2026-05-08T00:00:00+09:00
SH00763,O00763,Delayed,2026-06-26T03:00:00+09:00
SH00764,O00764,Delivered,2026-05-21T06:00:00+09:00
SH00765,O00765,Delivered,2026-06-24T08:00:00+09:00
SH00766,O00766,Delayed,2026-06-18T11:00:00+09:00
SH00767,O00767,InTransit,
SH00768,O00768,Delivered,2026-06-30T05:00:00+09:00
SH00769,O00769,Delivered,2026-05-19T06:00:00+09:00
SH00770,O00770,Delivered,2026-06-17T12:00:00+09:00
SH00771,O00771,Delivered,2026-06-10T00:00:00+09:00
SH00772,O00772,Delivered,2026-05-31T02:00:00+09:00
SH00773,O00773,Delayed,2026-06-04T02:00:00+09:00
SH00774,O00774,Delayed,2026-05-26T05:00:00+09:00
SH00775,O00775,Delayed,2026-06-30T03:00:00+09:00
SH00776,O00776,Delayed,2026-06-09T03:00:00+09:00
SH00777,O00777,Delayed,2026-05-17T11:00:00+09:00
SH00778,O00778,Delivered,2026-05-24T11:00:00+09:00
SH00779,O00779,InTransit,
SH00780,O00780,InTransit,
SH00781,O00781,Delivered,2026-05-08T06:00:00+09:00
SH00782,O00782,Delivered,2026-05-11T02:00:00+09:00
SH00783,O00783,Delayed,2026-06-14T07:00:00+09:00
SH00784,O00784,Delivered,2026-06-18T06:00:00+09:00
SH00785,O00785,Delivered,2026-05-11T04:00:00+09:00
SH00786,O00786,Delivered,2026-06-13T05:00:00+09:00
SH00787,O00787,InTransit,
SH00788,O00788,InTransit,
SH00789,O00789,Delayed,2026-06-27T00:00:00+09:00
SH00790,O00790,Delayed,2026-05-29T12:00:00+09:00
SH00791,O00791,Delivered,2026-06-20T02:00:00+09:00
SH00792,O00792,InTransit,
SH00793,O00793,Delivered,2026-05-11T01:00:00+09:00
SH00794,O00794,Delivered,2026-05-27T09:00:00+09:00
SH00795,O00795,InTransit,
SH00796,O00796,InTransit,
SH00797,O00797,Delayed,2026-05-03T09:00:00+09:00
SH00798,O00798,Delivered,2026-05-29T09:00:00+09:00
SH00799,O00799,Delivered,2026-07-01T09:00:00+09:00
SH00800,O00800,Delivered,2026-06-01T00:00:00+09:00
SH00801,O00801,Delayed,2026-06-27T11:00:00+09:00
SH00802,O00802,Delayed,2026-06-15T01:00:00+09:00
SH00803,O00803,Delivered,2026-05-06T04:00:00+09:00
SH00804,O00804,InTransit,
SH00805,O00805,Delayed,2026-05-16T10:00:00+09:00
SH00806,O00806,Delivered,2026-06-24T05:00:00+09:00
SH00807,O00807,Delayed,2026-06-09T12:00:00+09:00
SH00808,O00808,InTransit,
SH00809,O00809,InTransit,
SH00810,O00810,InTransit,
SH00811,O00811,Delayed,2026-06-12T01:00:00+09:00
SH00812,O00812,Delayed,2026-05-18T08:00:00+09:00
SH00813,O00813,Delayed,2026-05-08T02:00:00+09:00
SH00814,O00814,InTransit,
SH00815,O00815,Delayed,2026-05-10T11:00:00+09:00
SH00816,O00816,Delivered,2026-06-20T01:00:00+09:00
SH00817,O00817,Delayed,2026-06-30T08:00:00+09:00
SH00818,O00818,InTransit,
SH00819,O00819,Delivered,2026-07-01T05:00:00+09:00
SH00820,O00820,InTransit,
SH00821,O00821,Delayed,2026-06-16T12:00:00+09:00
SH00822,O00822,Delayed,2026-05-09T00:00:00+09:00
SH00823,O00823,Delayed,2026-06-03T06:00:00+09:00
SH00824,O00824,Delivered,2026-06-17T04:00:00+09:00
SH00825,O00825,InTransit,
SH00826,O00826,Delivered,2026-07-04T00:00:00+09:00
SH00827,O00827,Delayed,2026-06-29T08:00:00+09:00
SH00828,O00828,Delayed,2026-06-25T08:00:00+09:00
SH00829,O00829,InTransit,
SH00830,O00830,Delivered,2026-05-16T12:00:00+09:00
SH00831,O00831,Delivered,2026-05-24T01:00:00+09:00
SH00832,O00832,Delivered,2026-06-19T09:00:00+09:00
SH00833,O00833,Delayed,2026-06-15T11:00:00+09:00
SH00834,O00834,Delivered,2026-05-25T06:00:00+09:00
SH00835,O00835,Delayed,2026-07-01T00:00:00+09:00
SH00836,O00836,Delayed,2026-05-02T11:00:00+09:00
SH00837,O00837,Delayed,2026-05-19T03:00:00+09:00
SH00838,O00838,InTransit,
SH00839,O00839,Delivered,2026-05-23T03:00:00+09:00
SH00840,O00840,InTransit,
SH00841,O00841,InTransit,
SH00842,O00842,InTransit,
SH00843,O00843,InTransit,
SH00844,O00844,Delayed,2026-06-09T09:00:00+09:00
SH00845,O00845,Delayed,2026-06-23T03:00:00+09:00
SH00846,O00846,InTransit,
SH00847,O00847,Delivered,2026-05-08T08:00:00+09:00
SH00848,O00848,Delayed,2026-05-26T10:00:00+09:00
SH00849,O00849,InTransit,
SH00850,O00850,Delayed,2026-06-07T12:00:00+09:00
SH00851,O00851,InTransit,
SH00852,O00852,Delivered,2026-06-24T11:00:00+09:00
SH00853,O00853,Delivered,2026-05-29T08:00:00+09:00
SH00854,O00854,Delivered,2026-05-29T05:00:00+09:00
SH00855,O00855,Delayed,2026-07-03T10:00:00+09:00
SH00856,O00856,Delivered,2026-05-31T01:00:00+09:00
SH00857,O00857,InTransit,
SH00858,O00858,Delivered,2026-06-17T05:00:00+09:00
SH00859,O00859,Delivered,2026-06-19T11:00:00+09:00
SH00860,O00860,Delivered,2026-07-02T12:00:00+09:00
SH00861,O00861,InTransit,
SH00862,O00862,InTransit,
SH00863,O00863,Delivered,2026-06-11T00:00:00+09:00
SH00864,O00864,Delayed,2026-06-19T03:00:00+09:00
SH00865,O00865,Delivered,2026-06-18T11:00:00+09:00
SH00866,O00866,Delayed,2026-05-14T07:00:00+09:00
SH00867,O00867,InTransit,
SH00868,O00868,Delivered,2026-06-26T08:00:00+09:00
SH00869,O00869,InTransit,
SH00870,O00870,InTransit,
SH00871,O00871,Delivered,2026-05-27T05:00:00+09:00
SH00872,O00872,Delivered,2026-05-08T06:00:00+09:00
SH00873,O00873,Delayed,2026-05-18T02:00:00+09:00
SH00874,O00874,Delivered,2026-05-30T07:00:00+09:00
SH00875,O00875,Delayed,2026-05-08T03:00:00+09:00
SH00876,O00876,InTransit,
SH00877,O00877,Delayed,2026-05-22T01:00:00+09:00
SH00878,O00878,InTransit,
SH00879,O00879,Delayed,2026-06-19T05:00:00+09:00
SH00880,O00880,InTransit,
SH00881,O00881,Delivered,2026-06-15T06:00:00+09:00
SH00882,O00882,Delayed,2026-06-19T03:00:00+09:00
SH00883,O00883,InTransit,
SH00884,O00884,Delivered,2026-05-08T07:00:00+09:00
SH00885,O00885,InTransit,
SH00886,O00886,Delivered,2026-06-28T07:00:00+09:00
SH00887,O00887,InTransit,
SH00888,O00888,Delivered,2026-07-02T08:00:00+09:00
SH00889,O00889,InTransit,
SH00890,O00890,Delivered,2026-05-20T12:00:00+09:00
SH00891,O00891,Delayed,2026-05-21T02:00:00+09:00
SH00892,O00892,Delivered,2026-06-15T10:00:00+09:00
SH00893,O00893,InTransit,
SH00894,O00894,InTransit,
SH00895,O00895,Delivered,2026-05-20T05:00:00+09:00
SH00896,O00896,Delivered,2026-05-22T09:00:00+09:00
SH00897,O00897,Delivered,2026-05-26T09:00:00+09:00
SH00898,O00898,Delivered,2026-05-07T05:00:00+09:00
SH00899,O00899,Delayed,2026-05-03T06:00:00+09:00
SH00900,O00900,Delayed,2026-05-26T08:00:00+09:00
SH00901,O00901,InTransit,
SH00902,O00902,Delayed,2026-06-15T06:00:00+09:00
SH00903,O00903,Delivered,2026-06-04T11:00:00+09:00
SH00904,O00904,Delivered,2026-06-19T00:00:00+09:00
SH00905,O00905,InTransit,
SH00906,O00906,InTransit,
SH00907,O00907,Delivered,2026-06-02T12:00:00+09:00
SH00908,O00908,Delivered,2026-05-22T11:00:00+09:00
SH00909,O00909,InTransit,
SH00910,O00910,Delivered,2026-06-07T05:00:00+09:00
SH00911,O00911,Delivered,2026-06-19T10:00:00+09:00
SH00912,O00912,Delayed,2026-07-01T10:00:00+09:00
SH00913,O00913,Delayed,2026-06-14T04:00:00+09:00
SH00914,O00914,Delayed,2026-06-19T04:00:00+09:00
SH00915,O00915,Delayed,2026-06-11T01:00:00+09:00
SH00916,O00916,Delayed,2026-05-27T06:00:00+09:00
SH00917,O00917,InTransit,
SH00918,O00918,Delivered,2026-07-02T07:00:00+09:00
SH00919,O00919,Delivered,2026-05-23T10:00:00+09:00
SH00920,O00920,Delayed,2026-06-17T12:00:00+09:00
SH00921,O00921,InTransit,
SH00922,O00922,InTransit,
SH00923,O00923,InTransit,
SH00924,O00924,Delivered,2026-05-18T07:00:00+09:00
SH00925,O00925,Delivered,2026-06-18T09:00:00+09:00
SH00926,O00926,Delivered,2026-06-16T06:00:00+09:00
SH00927,O00927,Delayed,2026-06-26T04:00:00+09:00
SH00928,O00928,InTransit,
SH00929,O00929,Delivered,2026-06-05T00:00:00+09:00
SH00930,O00930,Delivered,2026-05-16T10:00:00+09:00
SH00931,O00931,Delivered,2026-06-04T08:00:00+09:00
SH00932,O00932,Delivered,2026-05-19T12:00:00+09:00
SH00933,O00933,Delayed,2026-06-17T06:00:00+09:00
SH00934,O00934,Delivered,2026-05-19T05:00:00+09:00
SH00935,O00935,InTransit,
SH00936,O00936,Delivered,2026-05-10T03:00:00+09:00
SH00937,O00937,InTransit,
SH00938,O00938,Delayed,2026-06-10T00:00:00+09:00
SH00939,O00939,Delivered,2026-05-10T12:00:00+09:00
SH00940,O00940,Delivered,2026-06-25T02:00:00+09:00
SH00941,O00941,Delivered,2026-06-25T11:00:00+09:00
SH00942,O00942,Delivered,2026-06-12T12:00:00+09:00
SH00943,O00943,Delayed,2026-06-06T00:00:00+09:00
SH00944,O00944,Delivered,2026-06-19T05:00:00+09:00
SH00945,O00945,Delivered,2026-06-25T04:00:00+09:00
SH00946,O00946,Delivered,2026-06-15T10:00:00+09:00
SH00947,O00947,Delivered,2026-06-27T08:00:00+09:00
SH00948,O00948,Delivered,2026-06-29T02:00:00+09:00
SH00949,O00949,Delayed,2026-05-12T11:00:00+09:00
SH00950,O00950,Delayed,2026-05-25T05:00:00+09:00
SH00951,O00951,Delayed,2026-05-19T04:00:00+09:00
SH00952,O00952,InTransit,
SH00953,O00953,Delivered,2026-06-25T05:00:00+09:00
SH00954,O00954,Delivered,2026-06-26T09:00:00+09:00
SH00955,O00955,Delivered,2026-05-26T12:00:00+09:00
SH00956,O00956,Delivered,2026-05-29T05:00:00+09:00
SH00957,O00957,Delivered,2026-05-19T01:00:00+09:00
SH00958,O00958,Delayed,2026-05-11T10:00:00+09:00
SH00959,O00959,Delivered,2026-05-08T01:00:00+09:00
SH00960,O00960,Delivered,2026-07-03T02:00:00+09:00
SH00961,O00961,Delivered,2026-05-17T10:00:00+09:00
SH00962,O00962,Delivered,2026-06-29T05:00:00+09:00
SH00963,O00963,Delayed,2026-06-06T11:00:00+09:00
SH00964,O00964,Delivered,2026-06-07T08:00:00+09:00
SH00965,O00965,Delivered,2026-06-18T02:00:00+09:00
SH00966,O00966,Delivered,2026-05-12T05:00:00+09:00
SH00967,O00967,Delayed,2026-06-23T02:00:00+09:00
SH00968,O00968,Delivered,2026-05-30T04:00:00+09:00
SH00969,O00969,Delayed,2026-05-29T02:00:00+09:00
SH00970,O00970,Delayed,2026-06-27T07:00:00+09:00
SH00971,O00971,InTransit,
SH00972,O00972,Delivered,2026-06-09T00:00:00+09:00
SH00973,O00973,Delivered,2026-06-14T06:00:00+09:00
SH00974,O00974,InTransit,
SH00975,O00975,InTransit,
SH00976,O00976,Delivered,2026-05-19T10:00:00+09:00
SH00977,O00977,InTransit,
SH00978,O00978,Delivered,2026-06-22T09:00:00+09:00
SH00979,O00979,Delivered,2026-05-10T03:00:00+09:00
SH00980,O00980,Delayed,2026-06-06T10:00:00+09:00
SH00981,O00981,Delivered,2026-06-26T06:00:00+09:00
SH00982,O00982,Delivered,2026-05-29T12:00:00+09:00
SH00983,O00983,Delivered,2026-05-29T00:00:00+09:00
SH00984,O00984,Delayed,2026-05-07T04:00:00+09:00
SH00985,O00985,Delivered,2026-05-10T03:00:00+09:00
SH00986,O00986,InTransit,
SH00987,O00987,InTransit,
SH00988,O00988,Delivered,2026-05-20T04:00:00+09:00
SH00989,O00989,Delivered,2026-05-03T12:00:00+09:00
SH00990,O00990,Delayed,2026-06-27T01:00:00+09:00
SH00991,O00991,Delivered,2026-06-22T03:00:00+09:00
SH00992,O00992,Delayed,2026-05-15T11:00:00+09:00
SH00993,O00993,InTransit,
SH00994,O00994,InTransit,
SH00995,O00995,Delivered,2026-05-31T07:00:00+09:00
SH00996,O00996,Delayed,2026-06-18T11:00:00+09:00
SH00997,O00997,Delivered,2026-06-30T02:00:00+09:00
SH00998,O00998,InTransit,
SH00999,O00999,Delivered,2026-06-10T03:00:00+09:00
SH01000,O01000,Delivered,2026-05-07T09:00:00+09:00
SH01001,O01001,Delayed,2026-05-25T05:00:00+09:00
SH01002,O01002,Delivered,2026-06-19T00:00:00+09:00
SH01003,O01003,Delayed,2026-05-18T05:00:00+09:00
SH01004,O01004,Delivered,2026-06-09T01:00:00+09:00
SH01005,O01005,Delivered,2026-05-15T00:00:00+09:00
SH01006,O01006,Delayed,2026-06-09T00:00:00+09:00
SH01007,O01007,Delayed,2026-06-15T07:00:00+09:00
SH01008,O01008,Delivered,2026-05-15T12:00:00+09:00
SH01009,O01009,Delayed,2026-05-10T08:00:00+09:00
SH01010,O01010,Delivered,2026-05-15T00:00:00+09:00
SH01011,O01011,Delivered,2026-05-18T06:00:00+09:00
SH01012,O01012,Delivered,2026-06-30T11:00:00+09:00
SH01013,O01013,InTransit,
SH01014,O01014,Delivered,2026-06-28T05:00:00+09:00
SH01015,O01015,InTransit,
SH01016,O01016,Delivered,2026-05-14T01:00:00+09:00
SH01017,O01017,Delivered,2026-05-15T08:00:00+09:00
SH01018,O01018,Delivered,2026-06-11T01:00:00+09:00
SH01019,O01019,InTransit,
SH01020,O01020,Delayed,2026-06-12T12:00:00+09:00
SH01021,O01021,Delayed,2026-06-28T10:00:00+09:00
SH01022,O01022,Delayed,2026-07-01T12:00:00+09:00
SH01023,O01023,Delivered,2026-06-21T00:00:00+09:00
SH01024,O01024,Delayed,2026-06-06T06:00:00+09:00
SH01025,O01025,Delivered,2026-06-03T03:00:00+09:00
SH01026,O01026,Delivered,2026-05-24T09:00:00+09:00
SH01027,O01027,Delivered,2026-06-03T06:00:00+09:00
SH01028,O01028,Delivered,2026-06-18T10:00:00+09:00
SH01029,O01029,Delivered,2026-06-08T01:00:00+09:00
SH01030,O01030,Delivered,2026-06-27T03:00:00+09:00
SH01031,O01031,Delayed,2026-06-09T01:00:00+09:00
SH01032,O01032,Delivered,2026-06-04T10:00:00+09:00
SH01033,O01033,Delivered,2026-05-17T09:00:00+09:00
SH01034,O01034,Delivered,2026-06-09T06:00:00+09:00
SH01035,O01035,Delivered,2026-05-26T10:00:00+09:00
SH01036,O01036,Delayed,2026-06-26T11:00:00+09:00
SH01037,O01037,Delayed,2026-06-01T06:00:00+09:00
SH01038,O01038,Delivered,2026-06-19T06:00:00+09:00
SH01039,O01039,InTransit,
SH01040,O01040,Delivered,2026-06-27T05:00:00+09:00
SH01041,O01041,Delayed,2026-06-21T05:00:00+09:00
SH01042,O01042,Delivered,2026-05-29T02:00:00+09:00
SH01043,O01043,Delayed,2026-05-10T10:00:00+09:00
SH01044,O01044,Delivered,2026-06-04T03:00:00+09:00
SH01045,O01045,Delivered,2026-06-12T05:00:00+09:00
SH01046,O01046,Delayed,2026-06-01T09:00:00+09:00
SH01047,O01047,Delivered,2026-05-17T12:00:00+09:00
SH01048,O01048,Delivered,2026-05-18T09:00:00+09:00
SH01049,O01049,Delayed,2026-06-23T12:00:00+09:00
SH01050,O01050,Delayed,2026-05-19T07:00:00+09:00
SH01051,O01051,InTransit,
SH01052,O01052,Delayed,2026-06-09T08:00:00+09:00
SH01053,O01053,InTransit,
