ticket_id,customer_id,order_id,ticket_type,ticket_reason,created_at
T00332,C00347,O00582,Shipping,LateDelivery,2026-06-05T05:00:00+09:00
T00333,C00348,O00583,Inquiry,GeneralQuestion,2026-06-09T00:00:00+09:00
T00334,C00348,O00583,Inquiry,GeneralQuestion,2026-06-11T10:00:00+09:00
T00335,C00351,O00586,Shipping,NoTrackingUpdate,2026-05-28T03:00:00+09:00
T00336,C00351,O00587,Complaint,LateDelivery,2026-06-01T11:00:00+09:00
T00337,C00352,O00588,Complaint,NotAsDescribed,2026-06-20T12:00:00+09:00
T00338,C00353,O00590,Return,SizeIssue,2026-05-26T07:00:00+09:00
T00339,C00354,O00592,Inquiry,GeneralQuestion,2026-05-26T04:00:00+09:00
T00340,C00354,O00593,Inquiry,GeneralQuestion,2026-06-16T00:00:00+09:00
T00341,C00355,O00594,Complaint,LateDelivery,2026-05-24T11:00:00+09:00
T00342,C00355,O00594,Shipping,LateDelivery,2026-06-02T07:00:00+09:00
T00343,C00355,O00594,Shipping,NoTrackingUpdate,2026-06-01T09:00:00+09:00
T00344,C00355,O00595,Complaint,LateDelivery,2026-05-27T07:00:00+09:00
T00345,C00355,O00595,Inquiry,GeneralQuestion,2026-06-04T09:00:00+09:00
T00346,C00356,O00596,Return,NotAsDescribed,2026-05-15T01:00:00+09:00
T00347,C00357,O00598,Complaint,NotAsDescribed,2026-06-10T12:00:00+09:00
T00348,C00357,O00598,Inquiry,GeneralQuestion,2026-06-12T05:00:00+09:00
T00349,C00357,O00599,Return,SizeIssue,2026-07-05T03:00:00+09:00
T00350,C00358,O00600,Return,NotAsDescribed,2026-05-14T07:00:00+09:00
T00351,C00359,O00602,Shipping,NoTrackingUpdate,2026-06-15T07:00:00+09:00
T00352,C00360,O00603,Inquiry,GeneralQuestion,2026-06-28T10:00:00+09:00
T00353,C00360,O00603,Return,NotAsDescribed,2026-06-27T05:00:00+09:00
T00354,C00361,O00604,Complaint,LateDelivery,2026-05-25T10:00:00+09:00
T00355,C00361,O00604,Shipping,NoTrackingUpdate,2026-05-22T08:00:00+09:00
T00356,C00363,O00608,Return,SizeIssue,2026-05-13T07:00:00+09:00
T00357,C00364,O00609,Complaint,LateDelivery,2026-06-20T08:00:00+09:00
T00358,C00365,O00610,Complaint,LateDelivery,2026-06-26T00:00:00+09:00
T00359,C00365,O00611,Shipping,LateDelivery,2026-05-29T02:00:00+09:00
T00360,C00366,O00612,Complaint,LateDelivery,2026-05-27T10:00:00+09:00
T00361,C00367,O00615,Return,SizeIssue,2026-06-15T05:00:00+09:00
T00362,C00367,O00617,Shipping,NoTrackingUpdate,2026-06-04T01:00:00+09:00
T00363,C00368,O00618,Complaint,LateDelivery,2026-05-02T08:00:00+09:00
T00364,C00368,O00619,Complaint,NotAsDescribed,2026-05-14T06:00:00+09:00
T00365,C00368,O00619,Payment,PaymentFailed,2026-05-12T07:00:00+09:00
T00366,C00369,O00620,Return,SizeIssue,2026-05-30T07:00:00+09:00
T00367,C00370,O00621,Inquiry,GeneralQuestion,2026-05-31T10:00:00+09:00
T00368,C00370,O00622,Complaint,LateDelivery,2026-05-15T03:00:00+09:00
T00369,C00370,O00622,Inquiry,GeneralQuestion,2026-05-18T01:00:00+09:00
T00370,C00370,O00622,Payment,PaymentFailed,2026-05-20T02:00:00+09:00
T00371,C00370,O00623,Shipping,LateDelivery,2026-07-02T05:00:00+09:00
T00372,C00371,O00624,Complaint,LateDelivery,2026-07-02T11:00:00+09:00
T00373,C00372,O00626,Inquiry,GeneralQuestion,2026-05-10T12:00:00+09:00
T00374,C00372,O00627,Inquiry,GeneralQuestion,2026-06-02T10:00:00+09:00
T00375,C00375,O00632,Inquiry,GeneralQuestion,2026-06-05T04:00:00+09:00
T00376,C00375,O00633,Inquiry,GeneralQuestion,2026-05-07T10:00:00+09:00
T00377,C00376,O00635,Inquiry,GeneralQuestion,2026-05-13T05:00:00+09:00
T00378,C00376,O00635,Shipping,NoTrackingUpdate,2026-05-14T11:00:00+09:00
T00379,C00376,O00636,Shipping,NoTrackingUpdate,2026-05-28T11:00:00+09:00
T00380,C00376,O00636,Inquiry,GeneralQuestion,2026-06-02T10:00:00+09:00
T00381,C00379,O00640,Return,SizeIssue,2026-05-03T06:00:00+09:00
T00382,C00380,O00642,Payment,PaymentFailed,2026-05-29T06:00:00+09:00
T00383,C00381,O00643,Complaint,LateDelivery,2026-06-12T12:00:00+09:00
T00384,C00382,O00644,Complaint,LateDelivery,2026-07-01T01:00:00+09:00
T00385,C00383,O00645,Complaint,LateDelivery,2026-05-25T06:00:00+09:00
T00386,C00383,O00645,Shipping,NoTrackingUpdate,2026-05-27T01:00:00+09:00
T00387,C00385,O00649,Inquiry,GeneralQuestion,2026-06-25T12:00:00+09:00
T00388,C00386,O00650,Inquiry,GeneralQuestion,2026-05-30T04:00:00+09:00
T00389,C00387,O00652,Inquiry,GeneralQuestion,2026-05-26T05:00:00+09:00
T00390,C00390,O00656,Return,SizeIssue,2026-06-05T06:00:00+09:00
T00391,C00390,O00657,Complaint,NotAsDescribed,2026-05-30T07:00:00+09:00
T00392,C00392,O00659,Complaint,NotAsDescribed,2026-05-31T02:00:00+09:00
T00393,C00392,O00659,Shipping,LateDelivery,2026-05-31T11:00:00+09:00
T00394,C00393,O00660,Complaint,LateDelivery,2026-05-28T04:00:00+09:00
T00395,C00393,O00660,Payment,PaymentFailed,2026-05-31T03:00:00+09:00
T00396,C00394,O00662,Complaint,LateDelivery,2026-05-19T12:00:00+09:00
T00397,C00397,O00665,Complaint,LateDelivery,2026-06-11T02:00:00+09:00
T00398,C00397,O00666,Complaint,LateDelivery,2026-06-17T00:00:00+09:00
T00399,C00398,O00667,Complaint,LateDelivery,2026-06-16T01:00:00+09:00
T00400,C00398,O00667,Return,NotAsDescribed,2026-06-25T01:00:00+09:00
T00401,C00398,O00667,Return,NotAsDescribed,2026-06-20T01:00:00+09:00
T00402,C00400,O00669,Shipping,LateDelivery,2026-07-04T08:00:00+09:00
T00403,C00401,O00670,Complaint,LateDelivery,2026-05-18T04:00:00+09:00
T00404,C00402,O00671,Shipping,NoTrackingUpdate,2026-06-15T03:00:00+09:00
T00405,C00402,O00671,Payment,PaymentFailed,2026-06-08T08:00:00+09:00
T00406,C00402,O00672,Inquiry,GeneralQuestion,2026-05-05T04:00:00+09:00
T00407,C00402,O00672,Shipping,LateDelivery,2026-05-09T12:00:00+09:00
T00408,C00404,O00675,Inquiry,GeneralQuestion,2026-06-12T01:00:00+09:00
T00409,C00405,O00677,Return,NotAsDescribed,2026-05-22T07:00:00+09:00
T00410,C00406,O00678,Complaint,NotAsDescribed,2026-05-23T00:00:00+09:00
T00411,C00406,O00679,Return,SizeIssue,2026-05-28T10:00:00+09:00
T00412,C00406,O00680,Complaint,LateDelivery,2026-07-04T08:00:00+09:00
T00413,C00410,O00686,Payment,PaymentFailed,2026-05-11T08:00:00+09:00
T00414,C00411,O00687,Complaint,LateDelivery,2026-05-06T11:00:00+09:00
T00415,C00411,O00687,Inquiry,GeneralQuestion,2026-05-12T11:00:00+09:00
T00416,C00411,O00688,Shipping,NoTrackingUpdate,2026-06-16T05:00:00+09:00
T00417,C00411,O00689,Inquiry,GeneralQuestion,2026-06-15T03:00:00+09:00
T00418,C00411,O00689,Payment,PaymentFailed,2026-06-23T03:00:00+09:00
T00419,C00413,O00692,Return,SizeIssue,2026-05-10T05:00:00+09:00
T00420,C00414,O00693,Payment,PaymentFailed,2026-05-11T12:00:00+09:00
T00421,C00417,O00698,Shipping,LateDelivery,2026-06-26T00:00:00+09:00
T00422,C00418,O00699,Return,SizeIssue,2026-06-26T08:00:00+09:00
T00423,C00418,O00699,Inquiry,GeneralQuestion,2026-06-23T00:00:00+09:00
T00424,C00419,O00700,Payment,PaymentFailed,2026-06-19T04:00:00+09:00
T00425,C00420,O00702,Payment,PaymentFailed,2026-05-14T00:00:00+09:00
T00426,C00421,O00703,Return,NotAsDescribed,2026-05-28T05:00:00+09:00
T00427,C00423,O00705,Payment,PaymentFailed,2026-05-30T10:00:00+09:00
T00428,C00424,O00706,Shipping,NoTrackingUpdate,2026-06-19T10:00:00+09:00
T00429,C00424,O00707,Complaint,LateDelivery,2026-05-12T05:00:00+09:00
T00430,C00424,O00707,Inquiry,GeneralQuestion,2026-05-15T03:00:00+09:00
T00431,C00426,O00710,Complaint,NotAsDescribed,2026-05-10T06:00:00+09:00
T00432,C00426,O00711,Inquiry,GeneralQuestion,2026-06-14T07:00:00+09:00
T00433,C00427,O00712,Shipping,NoTrackingUpdate,2026-06-15T08:00:00+09:00
T00434,C00427,O00713,Return,NotAsDescribed,2026-06-12T03:00:00+09:00
T00435,C00428,O00715,Complaint,LateDelivery,2026-05-04T06:00:00+09:00
T00436,C00431,O00719,Inquiry,GeneralQuestion,2026-05-09T05:00:00+09:00
T00437,C00431,O00719,Payment,PaymentFailed,2026-05-13T10:00:00+09:00
T00438,C00432,O00720,Complaint,NotAsDescribed,2026-06-07T11:00:00+09:00
T00439,C00432,O00721,Complaint,LateDelivery,2026-05-08T03:00:00+09:00
T00440,C00435,O00724,Shipping,NoTrackingUpdate,2026-06-28T00:00:00+09:00
T00441,C00436,O00726,Shipping,LateDelivery,2026-06-29T05:00:00+09:00
T00442,C00436,O00726,Inquiry,GeneralQuestion,2026-07-01T12:00:00+09:00
T00443,C00436,O00727,Inquiry,GeneralQuestion,2026-05-06T05:00:00+09:00
T00444,C00437,O00728,Complaint,LateDelivery,2026-05-26T12:00:00+09:00
T00445,C00437,O00728,Inquiry,GeneralQuestion,2026-05-19T07:00:00+09:00
T00446,C00439,O00730,Complaint,LateDelivery,2026-05-24T02:00:00+09:00
T00447,C00439,O00730,Shipping,NoTrackingUpdate,2026-05-18T09:00:00+09:00
T00448,C00439,O00732,Complaint,LateDelivery,2026-06-14T09:00:00+09:00
T00449,C00445,O00741,Inquiry,GeneralQuestion,2026-06-25T06:00:00+09:00
T00450,C00446,O00743,Complaint,NotAsDescribed,2026-05-29T12:00:00+09:00
T00451,C00446,O00743,Shipping,LateDelivery,2026-06-03T07:00:00+09:00
T00452,C00447,O00744,Shipping,NoTrackingUpdate,2026-06-18T07:00:00+09:00
T00453,C00447,O00745,Shipping,LateDelivery,2026-05-06T10:00:00+09:00
T00454,C00448,O00747,Complaint,LateDelivery,2026-06-21T07:00:00+09:00
T00455,C00448,O00747,Return,NotAsDescribed,2026-06-25T03:00:00+09:00
T00456,C00450,O00749,Payment,PaymentFailed,2026-07-07T06:00:00+09:00
T00457,C00452,O00754,Complaint,NotAsDescribed,2026-06-28T10:00:00+09:00
T00458,C00452,O00756,Complaint,NotAsDescribed,2026-07-05T10:00:00+09:00
T00459,C00452,O00756,Return,SizeIssue,2026-07-02T04:00:00+09:00
T00460,C00454,O00758,Inquiry,GeneralQuestion,2026-06-29T02:00:00+09:00
T00461,C00454,O00758,Return,SizeIssue,2026-07-07T05:00:00+09:00
T00462,C00454,O00759,Complaint,NotAsDescribed,2026-05-20T11:00:00+09:00
T00463,C00456,O00761,Complaint,NotAsDescribed,2026-05-20T03:00:00+09:00
T00464,C00456,O00762,Shipping,NoTrackingUpdate,2026-05-09T00:00:00+09:00
T00465,C00457,O00763,Inquiry,GeneralQuestion,2026-06-26T04:00:00+09:00
T00466,C00457,O00763,Inquiry,GeneralQuestion,2026-06-24T12:00:00+09:00
T00467,C00459,O00765,Complaint,LateDelivery,2026-06-25T04:00:00+09:00
T00468,C00459,O00765,Inquiry,GeneralQuestion,2026-06-24T01:00:00+09:00
T00469,C00459,O00766,Complaint,NotAsDescribed,2026-06-17T08:00:00+09:00
T00470,C00459,O00766,Inquiry,GeneralQuestion,2026-06-22T03:00:00+09:00
T00471,C00459,O00767,Shipping,LateDelivery,2026-06-06T06:00:00+09:00
T00472,C00462,O00772,Return,NotAsDescribed,2026-06-03T02:00:00+09:00
T00473,C00463,O00773,Inquiry,GeneralQuestion,2026-06-03T03:00:00+09:00
T00474,C00464,O00774,Complaint,NotAsDescribed,2026-05-31T04:00:00+09:00
T00475,C00465,O00776,Complaint,NotAsDescribed,2026-06-05T08:00:00+09:00
T00476,C00466,O00777,Complaint,NotAsDescribed,2026-05-17T09:00:00+09:00
T00477,C00467,O00780,Payment,PaymentFailed,2026-06-04T02:00:00+09:00
T00478,C00467,O00780,Payment,PaymentFailed,2026-06-11T06:00:00+09:00
T00479,C00467,O00781,Complaint,NotAsDescribed,2026-05-11T05:00:00+09:00
T00480,C00467,O00781,Inquiry,GeneralQuestion,2026-05-08T03:00:00+09:00
T00481,C00467,O00782,Payment,PaymentFailed,2026-05-10T07:00:00+09:00
T00482,C00471,O00787,Complaint,LateDelivery,2026-06-07T10:00:00+09:00
T00483,C00471,O00787,Inquiry,GeneralQuestion,2026-06-08T11:00:00+09:00
T00484,C00472,O00790,Complaint,LateDelivery,2026-05-23T00:00:00+09:00
T00485,C00472,O00791,Payment,PaymentFailed,2026-06-23T10:00:00+09:00
T00486,C00475,O00795,Shipping,LateDelivery,2026-05-24T11:00:00+09:00
T00487,C00475,O00795,Payment,PaymentFailed,2026-05-23T09:00:00+09:00
T00488,C00476,O00798,Inquiry,GeneralQuestion,2026-05-30T04:00:00+09:00
T00489,C00477,O00799,Inquiry,GeneralQuestion,2026-06-27T08:00:00+09:00
T00490,C00478,O00800,Inquiry,GeneralQuestion,2026-06-08T08:00:00+09:00
T00491,C00478,O00800,Payment,PaymentFailed,2026-05-31T06:00:00+09:00
T00492,C00480,O00802,Payment,PaymentFailed,2026-06-14T02:00:00+09:00
T00493,C00480,O00803,Return,NotAsDescribed,2026-05-07T02:00:00+09:00
T00494,C00480,O00804,Payment,PaymentFailed,2026-05-30T09:00:00+09:00
T00495,C00481,O00805,Complaint,NotAsDescribed,2026-05-13T02:00:00+09:00
T00496,C00481,O00805,Return,NotAsDescribed,2026-05-14T01:00:00+09:00
T00497,C00481,O00806,Shipping,LateDelivery,2026-06-19T03:00:00+09:00
T00498,C00484,O00810,Payment,PaymentFailed,2026-05-20T07:00:00+09:00
T00499,C00486,O00812,Complaint,LateDelivery,2026-05-13T01:00:00+09:00
T00500,C00486,O00812,Return,NotAsDescribed,2026-05-13T07:00:00+09:00
T00501,C00486,O00813,Shipping,NoTrackingUpdate,2026-05-13T09:00:00+09:00
T00502,C00488,O00817,Shipping,LateDelivery,2026-07-02T11:00:00+09:00
T00503,C00489,O00819,Complaint,NotAsDescribed,2026-07-06T00:00:00+09:00
T00504,C00490,O00820,Complaint,NotAsDescribed,2026-06-20T10:00:00+09:00
T00505,C00490,O00820,Shipping,NoTrackingUpdate,2026-06-25T09:00:00+09:00
T00506,C00490,O00821,Complaint,LateDelivery,2026-06-11T01:00:00+09:00
T00507,C00490,O00821,Inquiry,GeneralQuestion,2026-06-17T00:00:00+09:00
T00508,C00491,O00822,Inquiry,GeneralQuestion,2026-05-06T00:00:00+09:00
T00509,C00491,O00823,Complaint,NotAsDescribed,2026-06-02T01:00:00+09:00
T00510,C00491,O00823,Shipping,LateDelivery,2026-06-07T10:00:00+09:00
T00511,C00491,O00823,Inquiry,GeneralQuestion,2026-06-03T11:00:00+09:00
T00512,C00491,O00824,Shipping,LateDelivery,2026-06-26T08:00:00+09:00
T00513,C00492,O00825,Complaint,LateDelivery,2026-05-22T01:00:00+09:00
T00514,C00495,O00829,Shipping,LateDelivery,2026-05-17T06:00:00+09:00
T00515,C00497,O00831,Return,NotAsDescribed,2026-05-25T11:00:00+09:00
T00516,C00498,O00832,Payment,PaymentFailed,2026-06-21T07:00:00+09:00
T00517,C00501,O00835,Payment,PaymentFailed,2026-07-01T02:00:00+09:00
T00518,C00502,O00836,Complaint,LateDelivery,2026-05-07T09:00:00+09:00
T00519,C00503,O00837,Complaint,LateDelivery,2026-05-19T06:00:00+09:00
T00520,C00504,O00838,Shipping,LateDelivery,2026-05-18T09:00:00+09:00
T00521,C00507,O00842,Return,SizeIssue,2026-05-29T12:00:00+09:00
T00522,C00509,O00845,Complaint,LateDelivery,2026-06-26T04:00:00+09:00
T00523,C00509,O00845,Payment,PaymentFailed,2026-06-26T08:00:00+09:00
T00524,C00510,O00848,Complaint,NotAsDescribed,2026-05-30T01:00:00+09:00
T00525,C00510,O00848,Payment,PaymentFailed,2026-05-28T06:00:00+09:00
T00526,C00514,O00854,Return,SizeIssue,2026-05-28T05:00:00+09:00
T00527,C00514,O00855,Complaint,LateDelivery,2026-07-01T07:00:00+09:00
T00528,C00514,O00855,Return,SizeIssue,2026-06-28T02:00:00+09:00
T00529,C00515,O00856,Complaint,LateDelivery,2026-06-02T06:00:00+09:00
T00530,C00515,O00857,Payment,PaymentFailed,2026-06-09T08:00:00+09:00
T00531,C00516,O00859,Inquiry,GeneralQuestion,2026-06-22T00:00:00+09:00
T00532,C00516,O00859,Payment,PaymentFailed,2026-06-23T06:00:00+09:00
T00533,C00518,O00862,Complaint,NotAsDescribed,2026-05-11T03:00:00+09:00
T00534,C00518,O00862,Shipping,NoTrackingUpdate,2026-05-12T04:00:00+09:00
T00535,C00518,O00863,Inquiry,GeneralQuestion,2026-06-12T11:00:00+09:00
T00536,C00519,O00864,Complaint,LateDelivery,2026-06-27T07:00:00+09:00
T00537,C00519,O00864,Return,NotAsDescribed,2026-06-28T06:00:00+09:00
T00538,C00520,O00866,Return,SizeIssue,2026-05-18T10:00:00+09:00
T00539,C00520,O00868,Payment,PaymentFailed,2026-06-28T10:00:00+09:00
T00540,C00521,O00869,Complaint,NotAsDescribed,2026-06-24T01:00:00+09:00
T00541,C00521,O00869,Inquiry,GeneralQuestion,2026-06-18T10:00:00+09:00
T00542,C00522,O00871,Inquiry,GeneralQuestion,2026-06-04T12:00:00+09:00
T00543,C00523,O00872,Return,SizeIssue,2026-05-08T10:00:00+09:00
T00544,C00526,O00877,Complaint,NotAsDescribed,2026-05-22T11:00:00+09:00
T00545,C00527,O00878,Return,NotAsDescribed,2026-05-30T07:00:00+09:00
T00546,C00528,O00879,Complaint,NotAsDescribed,2026-06-16T02:00:00+09:00
T00547,C00532,O00888,Shipping,NoTrackingUpdate,2026-06-30T07:00:00+09:00
T00548,C00532,O00889,Inquiry,GeneralQuestion,2026-06-02T06:00:00+09:00
T00549,C00534,O00891,Complaint,LateDelivery,2026-05-24T08:00:00+09:00
T00550,C00534,O00891,Inquiry,GeneralQuestion,2026-05-22T09:00:00+09:00
T00551,C00535,O00893,Shipping,NoTrackingUpdate,2026-06-17T12:00:00+09:00
T00552,C00539,O00900,Complaint,NotAsDescribed,2026-05-24T11:00:00+09:00
T00553,C00540,O00901,Shipping,LateDelivery,2026-05-23T00:00:00+09:00
T00554,C00540,O00902,Payment,PaymentFailed,2026-06-11T02:00:00+09:00
T00555,C00540,O00902,Payment,PaymentFailed,2026-06-15T09:00:00+09:00
T00556,C00540,O00903,Complaint,LateDelivery,2026-06-07T01:00:00+09:00
T00557,C00540,O00903,Inquiry,GeneralQuestion,2026-06-09T08:00:00+09:00
T00558,C00541,O00904,Inquiry,GeneralQuestion,2026-06-23T09:00:00+09:00
T00559,C00542,O00906,Complaint,NotAsDescribed,2026-05-18T10:00:00+09:00
T00560,C00542,O00907,Inquiry,GeneralQuestion,2026-06-08T02:00:00+09:00
T00561,C00543,O00908,Payment,PaymentFailed,2026-05-23T09:00:00+09:00
T00562,C00543,O00908,Shipping,NoTrackingUpdate,2026-05-31T10:00:00+09:00
T00563,C00544,O00910,Complaint,NotAsDescribed,2026-06-06T00:00:00+09:00
T00564,C00546,O00912,Complaint,NotAsDescribed,2026-07-03T08:00:00+09:00
T00565,C00549,O00915,Complaint,LateDelivery,2026-06-13T01:00:00+09:00
T00566,C00550,O00916,Inquiry,GeneralQuestion,2026-05-29T00:00:00+09:00
T00567,C00551,O00917,Inquiry,GeneralQuestion,2026-05-15T10:00:00+09:00
T00568,C00551,O00918,Inquiry,GeneralQuestion,2026-07-08T09:00:00+09:00
T00569,C00552,O00919,Inquiry,GeneralQuestion,2026-05-30T05:00:00+09:00
T00570,C00553,O00920,Complaint,NotAsDescribed,2026-06-26T01:00:00+09:00
T00571,C00553,O00920,Return,SizeIssue,2026-06-20T03:00:00+09:00
T00572,C00557,O00925,Return,SizeIssue,2026-06-19T09:00:00+09:00
T00573,C00559,O00927,Inquiry,GeneralQuestion,2026-06-30T04:00:00+09:00
T00574,C00559,O00927,Payment,PaymentFailed,2026-07-04T00:00:00+09:00
T00575,C00560,O00928,Return,SizeIssue,2026-06-22T02:00:00+09:00
T00576,C00560,O00929,Complaint,LateDelivery,2026-06-12T12:00:00+09:00
T00577,C00561,O00930,Complaint,NotAsDescribed,2026-05-17T10:00:00+09:00
T00578,C00564,O00936,Return,NotAsDescribed,2026-05-10T08:00:00+09:00
T00579,C00565,O00937,Return,NotAsDescribed,2026-06-07T11:00:00+09:00
T00580,C00566,O00938,Complaint,NotAsDescribed,2026-06-07T03:00:00+09:00
T00581,C00567,O00939,Return,SizeIssue,2026-05-15T10:00:00+09:00
T00582,C00568,O00942,Payment,PaymentFailed,2026-06-07T07:00:00+09:00
T00583,C00570,O00944,Complaint,NotAsDescribed,2026-06-20T08:00:00+09:00
T00584,C00570,O00944,Inquiry,GeneralQuestion,2026-06-16T00:00:00+09:00
T00585,C00571,O00946,Return,SizeIssue,2026-06-20T12:00:00+09:00
T00586,C00572,O00948,Inquiry,GeneralQuestion,2026-06-30T09:00:00+09:00
T00587,C00572,O00949,Complaint,NotAsDescribed,2026-05-09T05:00:00+09:00
T00588,C00572,O00949,Return,NotAsDescribed,2026-05-15T07:00:00+09:00
T00589,C00574,O00951,Complaint,NotAsDescribed,2026-05-27T05:00:00+09:00
T00590,C00574,O00951,Payment,PaymentFailed,2026-05-28T05:00:00+09:00
T00591,C00577,O00955,Inquiry,GeneralQuestion,2026-05-29T04:00:00+09:00
T00592,C00578,O00958,Complaint,LateDelivery,2026-05-13T05:00:00+09:00
T00593,C00579,O00959,Payment,PaymentFailed,2026-05-09T01:00:00+09:00
T00594,C00579,O00960,Payment,PaymentFailed,2026-07-05T04:00:00+09:00
T00595,C00579,O00960,Payment,PaymentFailed,2026-07-05T02:00:00+09:00
T00596,C00579,O00961,Return,NotAsDescribed,2026-05-16T03:00:00+09:00
T00597,C00580,O00962,Complaint,NotAsDescribed,2026-07-03T07:00:00+09:00
T00598,C00581,O00963,Return,NotAsDescribed,2026-06-03T02:00:00+09:00
T00599,C00582,O00964,Payment,PaymentFailed,2026-06-12T02:00:00+09:00
T00600,C00582,O00964,Shipping,LateDelivery,2026-06-09T05:00:00+09:00
T00601,C00582,O00965,Inquiry,GeneralQuestion,2026-06-20T10:00:00+09:00
T00602,C00583,O00966,Shipping,LateDelivery,2026-05-13T02:00:00+09:00
T00603,C00584,O00967,Shipping,NoTrackingUpdate,2026-06-19T06:00:00+09:00
T00604,C00584,O00967,Payment,PaymentFailed,2026-06-25T07:00:00+09:00
T00605,C00584,O00968,Return,SizeIssue,2026-05-31T06:00:00+09:00
T00606,C00585,O00970,Complaint,LateDelivery,2026-06-29T03:00:00+09:00
T00607,C00586,O00971,Inquiry,GeneralQuestion,2026-05-30T03:00:00+09:00
T00608,C00587,O00972,Payment,PaymentFailed,2026-06-08T11:00:00+09:00
T00609,C00592,O00980,Complaint,NotAsDescribed,2026-06-04T10:00:00+09:00
T00610,C00595,O00983,Return,SizeIssue,2026-05-30T08:00:00+09:00
T00611,C00595,O00984,Return,NotAsDescribed,2026-05-03T12:00:00+09:00
T00612,C00595,O00984,Payment,PaymentFailed,2026-05-08T11:00:00+09:00
T00613,C00598,O00988,Inquiry,GeneralQuestion,2026-05-15T06:00:00+09:00
T00614,C00599,O00990,Complaint,NotAsDescribed,2026-06-26T04:00:00+09:00
T00615,C00599,O00990,Shipping,LateDelivery,2026-06-30T11:00:00+09:00
T00616,C00600,O00991,Inquiry,GeneralQuestion,2026-06-29T09:00:00+09:00
T00617,C00602,O00993,Shipping,NoTrackingUpdate,2026-06-14T10:00:00+09:00
T00618,C00604,O00996,Complaint,NotAsDescribed,2026-06-27T02:00:00+09:00
T00619,C00604,O00996,Payment,PaymentFailed,2026-06-20T09:00:00+09:00
T00620,C00604,O00997,Inquiry,GeneralQuestion,2026-07-03T11:00:00+09:00
T00621,C00607,O01000,Shipping,NoTrackingUpdate,2026-05-14T06:00:00+09:00
T00622,C00608,O01001,Return,SizeIssue,2026-05-30T08:00:00+09:00
T00623,C00610,O01004,Return,SizeIssue,2026-06-06T07:00:00+09:00
T00624,C00610,O01004,Inquiry,GeneralQuestion,2026-06-06T01:00:00+09:00
T00625,C00611,O01005,Payment,PaymentFailed,2026-05-19T00:00:00+09:00
T00626,C00611,O01006,Complaint,LateDelivery,2026-06-12T12:00:00+09:00
T00627,C00611,O01006,Inquiry,GeneralQuestion,2026-06-09T06:00:00+09:00
T00628,C00618,O01018,Payment,PaymentFailed,2026-06-15T11:00:00+09:00
T00629,C00618,O01018,Payment,PaymentFailed,2026-06-06T12:00:00+09:00
T00630,C00619,O01019,Inquiry,GeneralQuestion,2026-06-28T05:00:00+09:00
T00631,C00620,O01020,Payment,PaymentFailed,2026-06-08T09:00:00+09:00
T00632,C00621,O01022,Complaint,LateDelivery,2026-07-05T12:00:00+09:00
T00633,C00621,O01022,Inquiry,GeneralQuestion,2026-07-06T11:00:00+09:00
T00634,C00622,O01023,Shipping,NoTrackingUpdate,2026-06-28T02:00:00+09:00
T00635,C00623,O01024,Return,NotAsDescribed,2026-06-08T09:00:00+09:00
T00636,C00624,O01026,Inquiry,GeneralQuestion,2026-05-22T10:00:00+09:00
T00637,C00624,O01028,Inquiry,GeneralQuestion,2026-06-21T07:00:00+09:00
T00638,C00624,O01028,Shipping,NoTrackingUpdate,2026-06-19T08:00:00+09:00
T00639,C00626,O01031,Complaint,LateDelivery,2026-06-11T05:00:00+09:00
T00640,C00626,O01031,Payment,PaymentFailed,2026-06-12T03:00:00+09:00
T00641,C00626,O01032,Shipping,LateDelivery,2026-06-03T06:00:00+09:00
T00642,C00627,O01033,Return,SizeIssue,2026-05-16T12:00:00+09:00
T00643,C00628,O01034,Complaint,NotAsDescribed,2026-06-11T12:00:00+09:00
T00644,C00628,O01034,Inquiry,GeneralQuestion,2026-06-07T10:00:00+09:00
T00645,C00630,O01038,Complaint,LateDelivery,2026-06-20T09:00:00+09:00
T00646,C00631,O01041,Return,SizeIssue,2026-06-21T06:00:00+09:00
T00647,C00632,O01042,Complaint,NotAsDescribed,2026-05-31T10:00:00+09:00
T00648,C00633,O01044,Inquiry,GeneralQuestion,2026-06-02T06:00:00+09:00
T00649,C00636,O01049,Complaint,NotAsDescribed,2026-06-29T00:00:00+09:00
T00650,C00636,O01050,Inquiry,GeneralQuestion,2026-05-26T12:00:00+09:00
T00651,C00638,O01052,Complaint,NotAsDescribed,2026-06-14T04:00:00+09:00
T00652,C00638,O01052,Inquiry,GeneralQuestion,2026-06-08T04:00:00+09:00
T00653,C00639,O01053,Payment,PaymentFailed,2026-06-12T01:00:00+09:00
T00654,C00640,O01054,Inquiry,GeneralQuestion,2026-06-01T03:00:00+09:00
T00655,C00640,O01054,Inquiry,GeneralQuestion,2026-06-03T07:00:00+09:00
T00656,C00641,O01056,Complaint,LateDelivery,2026-05-06T07:00:00+09:00
T00657,C00643,O01060,Return,SizeIssue,2026-05-26T00:00:00+09:00
T00658,C00644,O01062,Complaint,LateDelivery,2026-06-03T08:00:00+09:00
T00659,C00644,O01062,Inquiry,GeneralQuestion,2026-05-30T07:00:00+09:00
T00660,C00644,O01063,Payment,PaymentFailed,2026-07-01T07:00:00+09:00
T00661,C00645,O01064,Payment,PaymentFailed,2026-05-03T09:00:00+09:00
T00662,C00646,O01066,Shipping,LateDelivery,2026-05-13T05:00:00+09:00
